maint_id,vehicle_id,fleet_id,maintenance_type,maintenance_date,odometer_km,workshop,parts_cost_pkr,labour_cost_pkr,total_cost_pkr,currency,status,next_due_km,next_due_date,technician_name,remarks
MN00146,VH00078,FL002,Transmission Service,2022-09-22,164006,Workshop In-House (Fleet Mechanic),3554.0,3937.0,7491.0,PKR,Completed,194006,2023-03-02,Tech-13,Urgent – advised immediate action
MN00147,VH00116,FL004,AC Service,2024-07-29,102598,CarPro Workshop F-10,2374.0,3096.0,5470.0,PKR,Scheduled,117598,2024-11-26,Tech-19,Replaced as per schedule
MN00148,VH00089,FL001,Body Repair / Dent,2024-12-17,209670,Fast Lube Islamabad,7634.0,14939.0,22573.0,PKR,Completed,259670,2025-10-10,Tech-18,
MN00149,VH00008,FL004,Body Repair / Dent,2023-12-29,170792,Al-Hamd Auto Workshop,19488.0,14802.0,34290.0,PKR,Completed,220792,2024-10-08,Tech-9,
MN00150,VH00101,FL004,Body Repair / Dent,2024-07-21,117944,Bilal Tyre & Battery,9419.0,13322.0,22741.0,PKR,Completed,167944,2024-12-28,Tech-8,Warranty covered – no cost to fleet
MN00151,VH00001,FL002,Oil Change,2023-04-03,148055,Pak Euro Motors,1858.0,3088.0,4946.0,PKR,Completed,153055,2024-02-01,Tech-5,
MN00152,VH00074,FL002,Transmission Service,2024-12-31,168284,Official Toyota Service Center Islamabad,4258.0,5949.0,10207.0,PKR,Completed,198284,2025-08-14,Tech-17,
MN00153,VH00013,FL003,Oil Change,2026-04-04,227446,Bilal Tyre & Battery,1349.0,2299.0,3648.0,PKR,Warranty Claim,232446,2026-09-05,Tech-1,Warranty covered – no cost to fleet
MN00154,VH00016,FL001,Body Repair / Dent,2025-05-18,48244,Pak Euro Motors,11205.0,25248.0,36453.0,PKR,Completed,98244,2026-03-06,Tech-15,Customer-reported issue resolved
MN00155,VH00050,FL002,Glass Replace,2024-02-11,195957,Fast Lube Islamabad,8015.0,14683.0,22698.0,PKR,Completed,245957,2024-11-03,Tech-19,Customer-reported issue resolved
MN00156,VH00019,FL001,Oil Change,2024-07-24,112130,Honda Authorized Workshop Lahore,2052.0,1734.0,3786.0,PKR,Completed,117130,2025-05-15,Tech-19,Warranty covered – no cost to fleet
MN00157,VH00047,FL003,Suspension Repair,2024-01-03,191978,Al-Hamd Auto Workshop,4870.0,9541.0,14411.0,PKR,Scheduled,251978,2024-10-05,Tech-17,
MN00158,VH00073,FL001,Accident Repair,2025-01-13,177509,Bilal Tyre & Battery,45991.0,52945.0,98936.0,PKR,Completed,227509,2025-09-14,Tech-15,Urgent – advised immediate action
MN00159,VH00066,FL002,Tyre Rotation,2022-10-18,173130,Fast Lube Islamabad,333.0,449.0,782.0,PKR,Warranty Claim,183130,2023-10-13,Tech-19,Customer-reported issue resolved
MN00160,VH00096,FL004,Battery Replace,2025-04-13,183846,Workshop In-House (Fleet Mechanic),5070.0,7279.0,12349.0,PKR,Completed,233846,2025-09-25,Tech-16,Replaced as per schedule
MN00161,VH00081,FL001,Transmission Service,2026-06-21,33741,Workshop In-House (Fleet Mechanic),4270.0,7472.0,11742.0,PKR,Completed,63741,2027-01-19,Tech-12,
MN00162,VH00063,FL003,Brake Pad Replace,2025-04-22,134057,Al-Hamd Auto Workshop,2881.0,3934.0,6815.0,PKR,In Progress,159057,2025-08-27,Tech-16,Customer-reported issue resolved
MN00163,VH00053,FL002,AC Service,2024-01-04,160116,Bilal Tyre & Battery,1104.0,2229.0,3333.0,PKR,Completed,175116,2024-04-26,Tech-6,Urgent – advised immediate action
MN00164,VH00011,FL001,Tyre Rotation,2025-09-06,112724,Al-Hamd Auto Workshop,397.0,455.0,852.0,PKR,Completed,122724,2025-12-18,Tech-15,Urgent – advised immediate action
MN00165,VH00051,FL001,Tyre Rotation,2022-11-23,152379,Fast Lube Islamabad,355.0,540.0,895.0,PKR,Completed,162379,2023-07-07,Tech-4,Customer-reported issue resolved
MN00166,VH00111,FL003,Engine Tune-Up,2024-03-19,195824,Al-Hamd Auto Workshop,1629.0,3366.0,4995.0,PKR,Completed,215824,2024-09-12,Tech-12,Urgent – advised immediate action
MN00167,VH00043,FL001,Periodic Inspection,2026-02-15,159988,Pak Euro Motors,827.0,1138.0,1965.0,PKR,Completed,164988,2026-10-05,Tech-8,Replaced as per schedule
MN00168,VH00067,FL001,Brake Pad Replace,2025-09-19,71132,CarPro Workshop F-10,2974.0,4924.0,7898.0,PKR,Completed,96132,2026-02-02,Tech-17,Warranty covered – no cost to fleet
MN00169,VH00053,FL002,Periodic Inspection,2025-08-08,181888,Premier Auto Care Karachi,1261.0,1709.0,2970.0,PKR,Completed,186888,2026-02-11,Tech-17,Warranty covered – no cost to fleet
MN00170,VH00101,FL004,Oil Change,2026-04-08,158704,Al-Hamd Auto Workshop,1555.0,3383.0,4938.0,PKR,Warranty Claim,163704,2027-02-28,Tech-13,Urgent – advised immediate action
MN00171,VH00066,FL002,Brake Pad Replace,2025-07-23,159081,City Motors Rawalpindi,2916.0,5954.0,8870.0,PKR,Completed,184081,2026-07-19,Tech-1,
MN00172,VH00119,FL003,Glass Replace,2024-08-28,77459,Premier Auto Care Karachi,10624.0,11670.0,22294.0,PKR,Scheduled,127459,2025-01-17,Tech-5,
MN00173,VH00025,FL001,Periodic Inspection,2025-07-04,42031,National Auto Parts & Repair,528.0,1221.0,1749.0,PKR,Completed,47031,2026-04-28,Tech-11,Urgent – advised immediate action
MN00174,VH00119,FL003,Suspension Repair,2025-02-19,94894,Al-Hamd Auto Workshop,9083.0,9642.0,18725.0,PKR,Completed,154894,2025-11-22,Tech-12,Warranty covered – no cost to fleet
MN00175,VH00069,FL001,AC Service,2023-04-11,42696,Al-Hamd Auto Workshop,1545.0,3508.0,5053.0,PKR,Completed,57696,2024-03-17,Tech-7,Minor wear observed
MN00176,VH00111,FL003,Battery Replace,2024-05-15,139463,Bilal Tyre & Battery,7701.0,5329.0,13030.0,PKR,Completed,189463,2024-10-22,Tech-20,Warranty covered – no cost to fleet
MN00177,VH00022,FL002,Glass Replace,2026-06-10,150982,Al-Hamd Auto Workshop,9472.0,11565.0,21037.0,PKR,Completed,200982,2027-01-23,Tech-6,Customer-reported issue resolved
MN00178,VH00059,FL002,Engine Tune-Up,2023-04-21,131797,Fast Lube Islamabad,3491.0,2588.0,6079.0,PKR,Completed,151797,2023-08-01,Tech-2,Replaced as per schedule
MN00179,VH00091,FL001,Brake Pad Replace,2025-06-27,182360,Honda Authorized Workshop Lahore,3393.0,2874.0,6267.0,PKR,Completed,207360,2025-11-22,Tech-19,Urgent – advised immediate action
MN00180,VH00074,FL002,Brake Pad Replace,2024-09-19,204546,City Motors Rawalpindi,5498.0,5866.0,11364.0,PKR,Completed,229546,2025-07-21,Tech-5,Replaced as per schedule
MN00181,VH00029,FL004,Engine Tune-Up,2022-09-03,118293,CarPro Workshop F-10,2801.0,4514.0,7315.0,PKR,Warranty Claim,138293,2023-08-14,Tech-5,
MN00182,VH00044,FL002,Glass Replace,2023-04-12,220730,National Auto Parts & Repair,6945.0,9834.0,16779.0,PKR,Completed,270730,2023-09-03,Tech-13,Minor wear observed
MN00183,VH00014,FL004,Tyre Replacement,2024-04-10,99488,Workshop In-House (Fleet Mechanic),6143.0,12473.0,18616.0,PKR,Completed,139488,2024-09-26,Tech-11,Minor wear observed
MN00184,VH00055,FL003,Accident Repair,2022-11-23,162566,Fast Lube Islamabad,63447.0,52356.0,115803.0,PKR,In Progress,212566,2023-07-09,Tech-20,Customer-reported issue resolved
MN00185,VH00003,FL001,Suspension Repair,2025-05-03,96830,Bilal Tyre & Battery,5512.0,11265.0,16777.0,PKR,Completed,156830,2026-02-10,Tech-15,Warranty covered – no cost to fleet
MN00186,VH00116,FL004,AC Service,2023-09-16,80383,Workshop In-House (Fleet Mechanic),1839.0,2288.0,4127.0,PKR,Completed,95383,2024-06-09,Tech-6,Warranty covered – no cost to fleet
MN00187,VH00024,FL001,Engine Tune-Up,2025-01-24,91224,Al-Hamd Auto Workshop,2219.0,4420.0,6639.0,PKR,Completed,111224,2025-07-30,Tech-16,
MN00188,VH00090,FL003,Battery Replace,2025-03-11,69697,Workshop In-House (Fleet Mechanic),5380.0,4341.0,9721.0,PKR,Completed,119697,2025-11-12,Tech-2,Warranty covered – no cost to fleet
MN00189,VH00012,FL001,AC Service,2024-06-22,128864,City Motors Rawalpindi,1659.0,1720.0,3379.0,PKR,Completed,143864,2025-01-29,Tech-20,Replaced as per schedule
MN00190,VH00020,FL003,Accident Repair,2022-08-04,82085,Workshop In-House (Fleet Mechanic),27825.0,37528.0,65353.0,PKR,In Progress,132085,2023-03-13,Tech-15,Replaced as per schedule
MN00191,VH00110,FL002,Body Repair / Dent,2023-02-24,186151,Premier Auto Care Karachi,10972.0,20492.0,31464.0,PKR,Completed,236151,2023-12-24,Tech-15,Minor wear observed
MN00192,VH00094,FL002,Brake Pad Replace,2025-05-20,89207,Fast Lube Islamabad,5729.0,4274.0,10003.0,PKR,Completed,114207,2025-10-20,Tech-20,Replaced as per schedule
MN00193,VH00041,FL001,Brake Pad Replace,2025-04-05,141844,Workshop In-House (Fleet Mechanic),2985.0,6446.0,9431.0,PKR,Completed,166844,2025-09-15,Tech-13,Customer-reported issue resolved
MN00194,VH00005,FL003,AC Service,2023-06-25,109682,National Auto Parts & Repair,2222.0,3309.0,5531.0,PKR,In Progress,124682,2023-11-01,Tech-12,Urgent – advised immediate action
MN00195,VH00010,FL002,AC Service,2022-05-05,152234,Premier Auto Care Karachi,2030.0,4445.0,6475.0,PKR,Completed,167234,2023-01-20,Tech-18,Warranty covered – no cost to fleet
MN00196,VH00054,FL003,Tyre Replacement,2023-06-18,91873,Al-Hamd Auto Workshop,15770.0,10575.0,26345.0,PKR,In Progress,131873,2024-02-17,Tech-5,
MN00197,VH00038,FL003,Body Repair / Dent,2025-01-31,156440,Workshop In-House (Fleet Mechanic),11452.0,25282.0,36734.0,PKR,Completed,206440,2026-01-13,Tech-10,Customer-reported issue resolved
MN00198,VH00073,FL001,Tyre Replacement,2023-12-23,171130,Al-Hamd Auto Workshop,13618.0,11222.0,24840.0,PKR,Completed,211130,2024-10-29,Tech-19,Warranty covered – no cost to fleet
MN00199,VH00072,FL003,Battery Replace,2022-04-03,153901,Official Toyota Service Center Islamabad,8638.0,7593.0,16231.0,PKR,Completed,203901,2023-01-03,Tech-19,Customer-reported issue resolved
MN00200,VH00059,FL002,Transmission Service,2022-10-24,118355,Pak Euro Motors,2796.0,5485.0,8281.0,PKR,Completed,148355,2023-07-24,Tech-12,Replaced as per schedule
MN00201,VH00115,FL001,Oil Change,2024-11-20,228343,National Auto Parts & Repair,2446.0,2153.0,4599.0,PKR,Completed,233343,2025-05-21,Tech-2,Replaced as per schedule
MN00202,VH00090,FL003,Periodic Inspection,2025-10-24,78952,Honda Authorized Workshop Lahore,876.0,1255.0,2131.0,PKR,Completed,83952,2026-05-20,Tech-1,Replaced as per schedule
MN00203,VH00081,FL001,Periodic Inspection,2025-04-23,84441,Honda Authorized Workshop Lahore,724.0,752.0,1476.0,PKR,In Progress,89441,2026-01-02,Tech-20,
MN00204,VH00114,FL003,Periodic Inspection,2023-01-07,157607,CarPro Workshop F-10,1222.0,1655.0,2877.0,PKR,Completed,162607,2023-04-18,Tech-9,Warranty covered – no cost to fleet
MN00205,VH00110,FL002,Transmission Service,2025-12-22,200812,Official Toyota Service Center Islamabad,3800.0,4306.0,8106.0,PKR,Completed,230812,2026-12-09,Tech-17,
MN00206,VH00066,FL002,Oil Change,2025-02-01,199710,Bilal Tyre & Battery,1608.0,1239.0,2847.0,PKR,Completed,204710,2025-07-28,Tech-20,Customer-reported issue resolved
MN00207,VH00096,FL004,Brake Pad Replace,2024-02-28,166654,Pak Euro Motors,3390.0,5523.0,8913.0,PKR,Completed,191654,2025-02-07,Tech-6,Customer-reported issue resolved
MN00208,VH00059,FL002,Brake Pad Replace,2022-07-30,134115,Al-Hamd Auto Workshop,4797.0,4514.0,9311.0,PKR,Completed,159115,2023-06-24,Tech-18,Replaced as per schedule
MN00209,VH00102,FL001,Brake Pad Replace,2024-02-25,134231,Workshop In-House (Fleet Mechanic),3023.0,5835.0,8858.0,PKR,Completed,159231,2024-07-06,Tech-11,Minor wear observed
MN00210,VH00064,FL001,Brake Pad Replace,2025-06-15,122368,Premier Auto Care Karachi,3099.0,6822.0,9921.0,PKR,Completed,147368,2026-03-19,Tech-7,Customer-reported issue resolved
MN00211,VH00078,FL002,AC Service,2024-04-25,100551,Bilal Tyre & Battery,2018.0,1969.0,3987.0,PKR,Scheduled,115551,2024-09-21,Tech-12,Replaced as per schedule
MN00212,VH00042,FL002,Oil Change,2024-11-10,220276,City Motors Rawalpindi,1555.0,1177.0,2732.0,PKR,Scheduled,225276,2025-10-15,Tech-9,Minor wear observed
MN00213,VH00075,FL003,Glass Replace,2025-05-11,74581,Pak Euro Motors,8106.0,8735.0,16841.0,PKR,Completed,124581,2025-11-15,Tech-9,Customer-reported issue resolved
MN00214,VH00010,FL002,Glass Replace,2022-08-18,112963,Premier Auto Care Karachi,8490.0,10873.0,19363.0,PKR,Completed,162963,2023-02-18,Tech-16,Customer-reported issue resolved
MN00215,VH00017,FL001,Tyre Rotation,2025-06-04,164627,Bilal Tyre & Battery,323.0,409.0,732.0,PKR,Completed,174627,2025-10-25,Tech-13,Replaced as per schedule
MN00216,VH00028,FL003,Brake Pad Replace,2024-08-07,62992,Fast Lube Islamabad,3587.0,3296.0,6883.0,PKR,In Progress,87992,2024-12-08,Tech-2,Replaced as per schedule
MN00217,VH00083,FL003,Battery Replace,2024-04-23,187481,Honda Authorized Workshop Lahore,6772.0,11224.0,17996.0,PKR,Completed,237481,2024-08-02,Tech-4,Urgent – advised immediate action
MN00218,VH00101,FL004,Periodic Inspection,2022-10-28,113486,Fast Lube Islamabad,1338.0,1234.0,2572.0,PKR,Completed,118486,2023-04-16,Tech-5,Warranty covered – no cost to fleet
MN00219,VH00009,FL002,AC Service,2022-03-08,120416,National Auto Parts & Repair,2189.0,4435.0,6624.0,PKR,Completed,135416,2022-09-08,Tech-8,Replaced as per schedule
MN00220,VH00029,FL004,Brake Pad Replace,2022-10-07,114680,City Motors Rawalpindi,5682.0,4632.0,10314.0,PKR,Scheduled,139680,2023-02-19,Tech-17,Urgent – advised immediate action
MN00221,VH00057,FL003,Engine Tune-Up,2025-01-01,109869,Fast Lube Islamabad,2761.0,2455.0,5216.0,PKR,Completed,129869,2025-06-11,Tech-8,Warranty covered – no cost to fleet
MN00222,VH00076,FL001,AC Service,2022-05-11,219639,City Motors Rawalpindi,2422.0,2225.0,4647.0,PKR,Completed,234639,2022-12-01,Tech-12,
MN00223,VH00079,FL002,AC Service,2024-01-01,138391,Workshop In-House (Fleet Mechanic),1920.0,2417.0,4337.0,PKR,Completed,153391,2024-12-16,Tech-8,Urgent – advised immediate action
MN00224,VH00037,FL004,Suspension Repair,2024-07-09,43218,CarPro Workshop F-10,8170.0,8634.0,16804.0,PKR,Completed,103218,2024-12-05,Tech-9,Customer-reported issue resolved
MN00225,VH00096,FL004,Engine Tune-Up,2022-01-29,185930,Workshop In-House (Fleet Mechanic),3117.0,4076.0,7193.0,PKR,Completed,205930,2022-04-29,Tech-20,Urgent – advised immediate action
MN00226,VH00026,FL003,Suspension Repair,2023-03-31,227814,Fast Lube Islamabad,7794.0,5694.0,13488.0,PKR,Completed,287814,2023-09-26,Tech-11,
MN00227,VH00117,FL001,Suspension Repair,2022-08-03,113593,Premier Auto Care Karachi,7798.0,9866.0,17664.0,PKR,In Progress,173593,2023-03-27,Tech-14,Warranty covered – no cost to fleet
MN00228,VH00021,FL003,Oil Change,2023-05-18,193991,Al-Hamd Auto Workshop,1459.0,1906.0,3365.0,PKR,Completed,198991,2023-11-01,Tech-7,Customer-reported issue resolved
MN00229,VH00045,FL001,Engine Tune-Up,2023-01-25,202214,Honda Authorized Workshop Lahore,4256.0,4617.0,8873.0,PKR,Completed,222214,2023-06-27,Tech-3,Warranty covered – no cost to fleet
MN00230,VH00107,FL001,Brake Pad Replace,2025-07-31,147820,Al-Hamd Auto Workshop,4610.0,6287.0,10897.0,PKR,Completed,172820,2025-11-21,Tech-9,Minor wear observed
MN00231,VH00086,FL004,Suspension Repair,2025-01-27,50288,Pak Euro Motors,4008.0,8026.0,12034.0,PKR,Completed,110288,2025-07-04,Tech-14,
MN00232,VH00059,FL002,Body Repair / Dent,2023-07-17,159340,Al-Hamd Auto Workshop,10869.0,20809.0,31678.0,PKR,Completed,209340,2024-01-18,Tech-15,Minor wear observed
MN00233,VH00092,FL004,Periodic Inspection,2023-03-06,222811,Workshop In-House (Fleet Mechanic),612.0,1082.0,1694.0,PKR,Completed,227811,2023-11-20,Tech-18,Customer-reported issue resolved
MN00234,VH00077,FL001,Transmission Service,2022-05-09,173065,CarPro Workshop F-10,3180.0,6409.0,9589.0,PKR,Warranty Claim,203065,2022-08-31,Tech-11,Replaced as per schedule
MN00235,VH00101,FL004,Glass Replace,2023-06-08,151164,CarPro Workshop F-10,12672.0,13883.0,26555.0,PKR,Completed,201164,2024-03-29,Tech-18,Urgent – advised immediate action
MN00236,VH00084,FL001,Tyre Rotation,2023-01-01,197739,Workshop In-House (Fleet Mechanic),498.0,408.0,906.0,PKR,In Progress,207739,2023-04-08,Tech-19,Warranty covered – no cost to fleet
MN00237,VH00073,FL001,AC Service,2023-05-05,138483,Premier Auto Care Karachi,2982.0,3664.0,6646.0,PKR,Completed,153483,2024-02-01,Tech-19,Urgent – advised immediate action
MN00238,VH00098,FL001,AC Service,2023-01-22,191705,National Auto Parts & Repair,2790.0,2192.0,4982.0,PKR,Warranty Claim,206705,2023-12-23,Tech-8,Customer-reported issue resolved
MN00239,VH00084,FL001,Battery Replace,2026-04-11,238035,Honda Authorized Workshop Lahore,3975.0,4684.0,8659.0,PKR,Completed,288035,2026-09-23,Tech-12,Minor wear observed
MN00240,VH00033,FL001,Tyre Replacement,2023-03-20,116049,Official Toyota Service Center Islamabad,10846.0,11733.0,22579.0,PKR,Completed,156049,2023-10-21,Tech-8,Minor wear observed
MN00241,VH00031,FL001,Engine Tune-Up,2022-06-13,25684,Pak Euro Motors,2241.0,4025.0,6266.0,PKR,Completed,45684,2023-02-19,Tech-1,Replaced as per schedule
MN00242,VH00052,FL001,Engine Tune-Up,2024-12-09,102939,Fast Lube Islamabad,3657.0,4386.0,8043.0,PKR,Completed,122939,2025-06-05,Tech-7,Customer-reported issue resolved
MN00243,VH00024,FL001,Suspension Repair,2022-05-20,118515,Fast Lube Islamabad,7307.0,9402.0,16709.0,PKR,Completed,178515,2023-05-16,Tech-15,Minor wear observed
MN00244,VH00073,FL001,Engine Tune-Up,2022-07-12,217814,Honda Authorized Workshop Lahore,4401.0,4316.0,8717.0,PKR,Completed,237814,2022-11-28,Tech-13,Urgent – advised immediate action
MN00245,VH00021,FL003,Body Repair / Dent,2023-07-23,216719,Honda Authorized Workshop Lahore,9065.0,9881.0,18946.0,PKR,Completed,266719,2024-03-25,Tech-9,Customer-reported issue resolved
MN00246,VH00099,FL001,AC Service,2024-09-30,37487,Premier Auto Care Karachi,1247.0,2460.0,3707.0,PKR,Completed,52487,2025-06-11,Tech-5,Minor wear observed
MN00247,VH00054,FL003,Transmission Service,2024-06-08,71136,Official Toyota Service Center Islamabad,2560.0,4580.0,7140.0,PKR,Completed,101136,2024-12-19,Tech-2,Customer-reported issue resolved
MN00248,VH00022,FL002,Periodic Inspection,2022-07-24,170061,City Motors Rawalpindi,1270.0,942.0,2212.0,PKR,Completed,175061,2023-07-11,Tech-9,
MN00249,VH00104,FL003,AC Service,2026-03-29,64898,Bilal Tyre & Battery,3456.0,2957.0,6413.0,PKR,In Progress,79898,2026-10-06,Tech-6,
MN00250,VH00063,FL003,Tyre Replacement,2023-07-07,70486,Official Toyota Service Center Islamabad,10060.0,13118.0,23178.0,PKR,Completed,110486,2023-12-05,Tech-14,Replaced as per schedule
MN00251,VH00022,FL002,Battery Replace,2024-09-05,174897,Bilal Tyre & Battery,5644.0,8891.0,14535.0,PKR,Completed,224897,2025-01-12,Tech-17,Customer-reported issue resolved
MN00252,VH00058,FL003,Accident Repair,2023-11-05,219918,Pak Euro Motors,35460.0,30255.0,65715.0,PKR,Completed,269918,2024-03-31,Tech-6,
MN00253,VH00060,FL003,Periodic Inspection,2026-04-14,45468,CarPro Workshop F-10,744.0,891.0,1635.0,PKR,Completed,50468,2026-09-10,Tech-1,Warranty covered – no cost to fleet
MN00254,VH00073,FL001,Brake Pad Replace,2023-07-10,160753,National Auto Parts & Repair,3749.0,6728.0,10477.0,PKR,Completed,185753,2023-12-06,Tech-5,Replaced as per schedule
MN00255,VH00080,FL002,Body Repair / Dent,2023-10-05,174279,Honda Authorized Workshop Lahore,12583.0,10516.0,23099.0,PKR,Completed,224279,2024-07-04,Tech-9,Replaced as per schedule
MN00256,VH00115,FL001,Oil Change,2024-08-08,243346,Workshop In-House (Fleet Mechanic),1664.0,3547.0,5211.0,PKR,In Progress,248346,2025-01-31,Tech-10,Warranty covered – no cost to fleet
MN00257,VH00108,FL001,Accident Repair,2022-07-17,203899,Fast Lube Islamabad,33404.0,58700.0,92104.0,PKR,Completed,253899,2023-05-31,Tech-17,Minor wear observed
MN00258,VH00086,FL004,Body Repair / Dent,2023-12-10,80502,Premier Auto Care Karachi,11927.0,14538.0,26465.0,PKR,In Progress,130502,2024-10-14,Tech-7,Urgent – advised immediate action
MN00259,VH00040,FL003,Battery Replace,2023-09-14,156565,Al-Hamd Auto Workshop,3845.0,8957.0,12802.0,PKR,Completed,206565,2024-05-04,Tech-3,Customer-reported issue resolved
MN00260,VH00011,FL001,AC Service,2023-04-03,76822,Fast Lube Islamabad,1807.0,1377.0,3184.0,PKR,Completed,91822,2023-10-05,Tech-12,Minor wear observed
MN00261,VH00025,FL001,Brake Pad Replace,2023-09-20,45745,Fast Lube Islamabad,4471.0,5073.0,9544.0,PKR,Warranty Claim,70745,2024-03-15,Tech-16,Warranty covered – no cost to fleet
MN00262,VH00031,FL001,Periodic Inspection,2022-03-26,40739,Fast Lube Islamabad,1000.0,1776.0,2776.0,PKR,Completed,45739,2022-12-10,Tech-11,
MN00263,VH00087,FL001,Oil Change,2025-07-24,69033,Workshop In-House (Fleet Mechanic),2524.0,2014.0,4538.0,PKR,Warranty Claim,74033,2025-12-30,Tech-1,Warranty covered – no cost to fleet
MN00264,VH00035,FL002,Engine Tune-Up,2025-08-27,147359,City Motors Rawalpindi,1664.0,3276.0,4940.0,PKR,Completed,167359,2026-03-06,Tech-11,Minor wear observed
MN00265,VH00003,FL001,Accident Repair,2023-07-02,102369,Fast Lube Islamabad,31439.0,60635.0,92074.0,PKR,Completed,152369,2023-10-02,Tech-14,Minor wear observed
MN00266,VH00069,FL001,Battery Replace,2024-08-30,106051,Honda Authorized Workshop Lahore,6927.0,8813.0,15740.0,PKR,Warranty Claim,156051,2025-04-19,Tech-7,Warranty covered – no cost to fleet
MN00267,VH00031,FL001,Tyre Rotation,2022-08-13,91121,Al-Hamd Auto Workshop,441.0,473.0,914.0,PKR,Completed,101121,2023-01-24,Tech-4,Minor wear observed
MN00268,VH00109,FL003,Glass Replace,2025-02-05,128645,Bilal Tyre & Battery,13687.0,16139.0,29826.0,PKR,Completed,178645,2025-07-14,Tech-8,Replaced as per schedule
MN00269,VH00115,FL001,Glass Replace,2022-10-08,202021,Official Toyota Service Center Islamabad,8761.0,15260.0,24021.0,PKR,Completed,252021,2023-05-29,Tech-19,Minor wear observed
MN00270,VH00053,FL002,Periodic Inspection,2023-02-06,120415,National Auto Parts & Repair,1451.0,1073.0,2524.0,PKR,Completed,125415,2023-12-28,Tech-14,Replaced as per schedule
MN00271,VH00044,FL002,Tyre Rotation,2026-05-13,143669,Workshop In-House (Fleet Mechanic),386.0,358.0,744.0,PKR,Completed,153669,2026-11-12,Tech-19,Warranty covered – no cost to fleet
MN00272,VH00059,FL002,Accident Repair,2022-06-10,128025,Official Toyota Service Center Islamabad,22643.0,51027.0,73670.0,PKR,Completed,178025,2023-05-20,Tech-17,Replaced as per schedule
MN00273,VH00027,FL002,Body Repair / Dent,2022-11-18,26348,CarPro Workshop F-10,18660.0,16212.0,34872.0,PKR,Completed,76348,2023-06-04,Tech-7,Warranty covered – no cost to fleet
MN00274,VH00013,FL003,Periodic Inspection,2024-06-13,159565,Bilal Tyre & Battery,873.0,1315.0,2188.0,PKR,Scheduled,164565,2024-12-30,Tech-6,Replaced as per schedule
MN00275,VH00010,FL002,Engine Tune-Up,2025-03-23,153485,National Auto Parts & Repair,2779.0,2486.0,5265.0,PKR,Completed,173485,2026-02-02,Tech-5,Replaced as per schedule
MN00276,VH00021,FL003,AC Service,2024-05-27,192314,Official Toyota Service Center Islamabad,2865.0,3356.0,6221.0,PKR,Warranty Claim,207314,2025-01-19,Tech-10,Replaced as per schedule
MN00277,VH00066,FL002,Tyre Rotation,2024-08-14,207653,Fast Lube Islamabad,473.0,344.0,817.0,PKR,Completed,217653,2024-12-21,Tech-17,Minor wear observed
MN00278,VH00111,FL003,Accident Repair,2025-10-16,179351,National Auto Parts & Repair,38721.0,29028.0,67749.0,PKR,Scheduled,229351,2026-06-26,Tech-12,Minor wear observed
MN00279,VH00060,FL003,AC Service,2023-10-17,88711,City Motors Rawalpindi,2632.0,2353.0,4985.0,PKR,Completed,103711,2024-09-17,Tech-6,
MN00280,VH00061,FL004,Oil Change,2025-08-27,209810,National Auto Parts & Repair,992.0,1630.0,2622.0,PKR,Completed,214810,2026-06-19,Tech-13,Urgent – advised immediate action
MN00281,VH00100,FL002,Brake Pad Replace,2022-02-26,200839,Pak Euro Motors,2705.0,4858.0,7563.0,PKR,Completed,225839,2022-08-21,Tech-7,
MN00282,VH00103,FL004,AC Service,2023-07-02,153870,Fast Lube Islamabad,1422.0,2764.0,4186.0,PKR,Scheduled,168870,2024-01-19,Tech-12,Customer-reported issue resolved
MN00283,VH00058,FL003,Suspension Repair,2023-02-22,197373,Honda Authorized Workshop Lahore,9714.0,7867.0,17581.0,PKR,Completed,257373,2023-09-10,Tech-9,Minor wear observed
MN00284,VH00026,FL003,Oil Change,2024-03-02,190672,Pak Euro Motors,1625.0,1924.0,3549.0,PKR,Completed,195672,2024-08-28,Tech-13,
MN00285,VH00084,FL001,Suspension Repair,2024-01-17,202920,CarPro Workshop F-10,5818.0,5273.0,11091.0,PKR,In Progress,262920,2024-11-12,Tech-6,Replaced as per schedule
MN00286,VH00097,FL002,Tyre Replacement,2023-06-14,152930,CarPro Workshop F-10,4747.0,8913.0,13660.0,PKR,Completed,192930,2024-05-04,Tech-4,Replaced as per schedule
MN00287,VH00076,FL001,AC Service,2022-05-04,180329,Workshop In-House (Fleet Mechanic),3519.0,2476.0,5995.0,PKR,Completed,195329,2022-10-27,Tech-4,Urgent – advised immediate action
MN00288,VH00005,FL003,Transmission Service,2025-02-10,121665,Bilal Tyre & Battery,4045.0,4076.0,8121.0,PKR,Scheduled,151665,2026-02-05,Tech-13,
MN00289,VH00040,FL003,Engine Tune-Up,2023-11-21,110019,Bilal Tyre & Battery,2790.0,2811.0,5601.0,PKR,Completed,130019,2024-08-06,Tech-8,Customer-reported issue resolved
MN00290,VH00077,FL001,Oil Change,2023-12-10,145132,CarPro Workshop F-10,1224.0,2500.0,3724.0,PKR,Completed,150132,2024-05-20,Tech-11,
MN00291,VH00090,FL003,Tyre Rotation,2025-03-28,67015,Workshop In-House (Fleet Mechanic),483.0,886.0,1369.0,PKR,Completed,77015,2026-01-18,Tech-10,Urgent – advised immediate action
