attr_id,vehicle_id,attr_name,attr_value
VA00788,VH00072,push_start,False
VA00789,VH00072,heated_seats,True
VA00790,VH00072,leather_interior,False
VA00791,VH00072,infotainment,Apple CarPlay
VA00792,VH00072,child_seat_avail,False
VA00793,VH00073,engine_cc,660
VA00794,VH00073,abs,True
VA00795,VH00073,airbags,0
VA00796,VH00073,central_locking,False
VA00797,VH00073,reverse_camera,False
VA00798,VH00073,sunroof,False
VA00799,VH00073,push_start,True
VA00800,VH00073,heated_seats,False
VA00801,VH00073,leather_interior,True
VA00802,VH00073,infotainment,Basic
VA00803,VH00073,child_seat_avail,True
VA00804,VH00074,engine_cc,1200
VA00805,VH00074,abs,True
VA00806,VH00074,airbags,4
VA00807,VH00074,central_locking,True
VA00808,VH00074,reverse_camera,True
VA00809,VH00074,sunroof,False
VA00810,VH00074,push_start,True
VA00811,VH00074,heated_seats,False
VA00812,VH00074,leather_interior,False
VA00813,VH00074,infotainment,Basic
VA00814,VH00074,child_seat_avail,False
VA00815,VH00075,engine_cc,1300
VA00816,VH00075,abs,True
VA00817,VH00075,airbags,6
VA00818,VH00075,central_locking,True
VA00819,VH00075,reverse_camera,False
VA00820,VH00075,sunroof,False
VA00821,VH00075,push_start,True
VA00822,VH00075,heated_seats,False
VA00823,VH00075,leather_interior,False
VA00824,VH00075,infotainment,Basic
VA00825,VH00075,child_seat_avail,False
VA00826,VH00076,engine_cc,1000
VA00827,VH00076,abs,True
VA00828,VH00076,airbags,4
VA00829,VH00076,central_locking,True
VA00830,VH00076,reverse_camera,True
VA00831,VH00076,sunroof,False
VA00832,VH00076,push_start,True
VA00833,VH00076,heated_seats,False
VA00834,VH00076,leather_interior,False
VA00835,VH00076,infotainment,Apple CarPlay
VA00836,VH00076,child_seat_avail,False
VA00837,VH00077,engine_cc,2000
VA00838,VH00077,abs,True
VA00839,VH00077,airbags,0
VA00840,VH00077,central_locking,True
VA00841,VH00077,reverse_camera,False
VA00842,VH00077,sunroof,False
VA00843,VH00077,push_start,False
VA00844,VH00077,heated_seats,True
VA00845,VH00077,leather_interior,True
VA00846,VH00077,infotainment,Apple CarPlay
VA00847,VH00077,child_seat_avail,False
VA00848,VH00078,engine_cc,1500
VA00849,VH00078,abs,True
VA00850,VH00078,airbags,2
VA00851,VH00078,central_locking,True
VA00852,VH00078,reverse_camera,True
VA00853,VH00078,sunroof,False
VA00854,VH00078,push_start,True
VA00855,VH00078,heated_seats,True
VA00856,VH00078,leather_interior,True
VA00857,VH00078,infotainment,Basic
VA00858,VH00078,child_seat_avail,False
VA00859,VH00079,engine_cc,1500
VA00860,VH00079,abs,False
VA00861,VH00079,airbags,6
VA00862,VH00079,central_locking,False
VA00863,VH00079,reverse_camera,False
VA00864,VH00079,sunroof,False
VA00865,VH00079,push_start,True
VA00866,VH00079,heated_seats,False
VA00867,VH00079,leather_interior,False
VA00868,VH00079,infotainment,Basic
VA00869,VH00079,child_seat_avail,False
VA00870,VH00080,engine_cc,2700
VA00871,VH00080,abs,True
VA00872,VH00080,airbags,6
VA00873,VH00080,central_locking,True
VA00874,VH00080,reverse_camera,False
VA00875,VH00080,sunroof,False
VA00876,VH00080,push_start,False
VA00877,VH00080,heated_seats,False
VA00878,VH00080,leather_interior,False
VA00879,VH00080,infotainment,None
VA00880,VH00080,child_seat_avail,True
VA00881,VH00081,engine_cc,4000
VA00882,VH00081,abs,True
VA00883,VH00081,airbags,2
VA00884,VH00081,central_locking,True
VA00885,VH00081,reverse_camera,True
VA00886,VH00081,sunroof,True
VA00887,VH00081,push_start,True
VA00888,VH00081,heated_seats,False
VA00889,VH00081,leather_interior,True
VA00890,VH00081,infotainment,Basic
VA00891,VH00081,child_seat_avail,False
VA00892,VH00082,engine_cc,3000
VA00893,VH00082,abs,True
VA00894,VH00082,airbags,2
VA00895,VH00082,central_locking,True
VA00896,VH00082,reverse_camera,True
VA00897,VH00082,sunroof,False
VA00898,VH00082,push_start,False
VA00899,VH00082,heated_seats,False
VA00900,VH00082,leather_interior,True
VA00901,VH00082,infotainment,Apple CarPlay
VA00902,VH00082,child_seat_avail,False
VA00903,VH00083,engine_cc,2000
VA00904,VH00083,abs,True
VA00905,VH00083,airbags,0
VA00906,VH00083,central_locking,True
VA00907,VH00083,reverse_camera,False
VA00908,VH00083,sunroof,False
VA00909,VH00083,push_start,False
VA00910,VH00083,heated_seats,False
VA00911,VH00083,leather_interior,True
VA00912,VH00083,infotainment,None
VA00913,VH00083,child_seat_avail,False
VA00914,VH00084,engine_cc,1500
VA00915,VH00084,abs,True
VA00916,VH00084,airbags,4
VA00917,VH00084,central_locking,True
VA00918,VH00084,reverse_camera,False
VA00919,VH00084,sunroof,False
VA00920,VH00084,push_start,False
VA00921,VH00084,heated_seats,False
VA00922,VH00084,leather_interior,True
VA00923,VH00084,infotainment,Apple CarPlay
VA00924,VH00084,child_seat_avail,False
VA00925,VH00085,engine_cc,3000
VA00926,VH00085,abs,True
VA00927,VH00085,airbags,0
VA00928,VH00085,central_locking,True
VA00929,VH00085,reverse_camera,True
VA00930,VH00085,sunroof,False
VA00931,VH00085,push_start,True
VA00932,VH00085,heated_seats,False
VA00933,VH00085,leather_interior,False
VA00934,VH00085,infotainment,Apple CarPlay
VA00935,VH00085,child_seat_avail,False
VA00936,VH00086,engine_cc,1200
VA00937,VH00086,abs,False
VA00938,VH00086,airbags,2
VA00939,VH00086,central_locking,True
VA00940,VH00086,reverse_camera,True
VA00941,VH00086,sunroof,False
VA00942,VH00086,push_start,False
VA00943,VH00086,heated_seats,False
VA00944,VH00086,leather_interior,False
VA00945,VH00086,infotainment,Android
VA00946,VH00086,child_seat_avail,False
VA00947,VH00087,engine_cc,2700
VA00948,VH00087,abs,True
VA00949,VH00087,airbags,0
VA00950,VH00087,central_locking,True
VA00951,VH00087,reverse_camera,False
VA00952,VH00087,sunroof,False
VA00953,VH00087,push_start,False
VA00954,VH00087,heated_seats,False
VA00955,VH00087,leather_interior,False
VA00956,VH00087,infotainment,None
VA00957,VH00087,child_seat_avail,False
VA00958,VH00088,engine_cc,660
VA00959,VH00088,abs,True
VA00960,VH00088,airbags,6
VA00961,VH00088,central_locking,True
VA00962,VH00088,reverse_camera,False
VA00963,VH00088,sunroof,True
VA00964,VH00088,push_start,True
VA00965,VH00088,heated_seats,False
VA00966,VH00088,leather_interior,False
VA00967,VH00088,infotainment,Basic
VA00968,VH00088,child_seat_avail,False
VA00969,VH00089,engine_cc,3000
VA00970,VH00089,abs,True
VA00971,VH00089,airbags,0
VA00972,VH00089,central_locking,True
VA00973,VH00089,reverse_camera,True
VA00974,VH00089,sunroof,True
VA00975,VH00089,push_start,False
VA00976,VH00089,heated_seats,False
VA00977,VH00089,leather_interior,False
VA00978,VH00089,infotainment,Basic
VA00979,VH00089,child_seat_avail,False
VA00980,VH00090,engine_cc,4000
VA00981,VH00090,abs,True
VA00982,VH00090,airbags,2
VA00983,VH00090,central_locking,True
VA00984,VH00090,reverse_camera,True
VA00985,VH00090,sunroof,False
VA00986,VH00090,push_start,False
VA00987,VH00090,heated_seats,False
VA00988,VH00090,leather_interior,False
VA00989,VH00090,infotainment,Android
VA00990,VH00090,child_seat_avail,False
VA00991,VH00091,engine_cc,3000
VA00992,VH00091,abs,False
VA00993,VH00091,airbags,0
VA00994,VH00091,central_locking,False
VA00995,VH00091,reverse_camera,False
VA00996,VH00091,sunroof,True
VA00997,VH00091,push_start,False
VA00998,VH00091,heated_seats,False
VA00999,VH00091,leather_interior,False
VA01000,VH00091,infotainment,Basic
VA01001,VH00091,child_seat_avail,False
VA01002,VH00092,engine_cc,1000
VA01003,VH00092,abs,True
VA01004,VH00092,airbags,2
VA01005,VH00092,central_locking,False
VA01006,VH00092,reverse_camera,True
VA01007,VH00092,sunroof,False
VA01008,VH00092,push_start,False
VA01009,VH00092,heated_seats,False
VA01010,VH00092,leather_interior,False
VA01011,VH00092,infotainment,None
VA01012,VH00092,child_seat_avail,False
VA01013,VH00093,engine_cc,1200
VA01014,VH00093,abs,True
VA01015,VH00093,airbags,4
VA01016,VH00093,central_locking,True
VA01017,VH00093,reverse_camera,True
VA01018,VH00093,sunroof,False
VA01019,VH00093,push_start,True
VA01020,VH00093,heated_seats,False
VA01021,VH00093,leather_interior,False
VA01022,VH00093,infotainment,Android
VA01023,VH00093,child_seat_avail,False
VA01024,VH00094,engine_cc,2000
VA01025,VH00094,abs,False
VA01026,VH00094,airbags,2
VA01027,VH00094,central_locking,False
VA01028,VH00094,reverse_camera,False
VA01029,VH00094,sunroof,False
VA01030,VH00094,push_start,False
VA01031,VH00094,heated_seats,False
VA01032,VH00094,leather_interior,False
VA01033,VH00094,infotainment,Android
VA01034,VH00094,child_seat_avail,False
VA01035,VH00095,engine_cc,1600
VA01036,VH00095,abs,True
VA01037,VH00095,airbags,4
VA01038,VH00095,central_locking,True
VA01039,VH00095,reverse_camera,True
VA01040,VH00095,sunroof,False
VA01041,VH00095,push_start,False
VA01042,VH00095,heated_seats,False
VA01043,VH00095,leather_interior,False
VA01044,VH00095,infotainment,Basic
VA01045,VH00095,child_seat_avail,True
VA01046,VH00096,engine_cc,1500
VA01047,VH00096,abs,True
VA01048,VH00096,airbags,2
VA01049,VH00096,central_locking,False
VA01050,VH00096,reverse_camera,True
VA01051,VH00096,sunroof,False
VA01052,VH00096,push_start,True
VA01053,VH00096,heated_seats,False
VA01054,VH00096,leather_interior,True
VA01055,VH00096,infotainment,None
VA01056,VH00096,child_seat_avail,False
VA01057,VH00097,engine_cc,1200
VA01058,VH00097,abs,True
VA01059,VH00097,airbags,6
VA01060,VH00097,central_locking,True
VA01061,VH00097,reverse_camera,True
VA01062,VH00097,sunroof,False
VA01063,VH00097,push_start,False
VA01064,VH00097,heated_seats,False
VA01065,VH00097,leather_interior,True
VA01066,VH00097,infotainment,Android
VA01067,VH00097,child_seat_avail,False
VA01068,VH00098,engine_cc,1000
VA01069,VH00098,abs,True
VA01070,VH00098,airbags,2
VA01071,VH00098,central_locking,True
VA01072,VH00098,reverse_camera,True
VA01073,VH00098,sunroof,False
VA01074,VH00098,push_start,True
VA01075,VH00098,heated_seats,False
VA01076,VH00098,leather_interior,False
VA01077,VH00098,infotainment,None
VA01078,VH00098,child_seat_avail,False
VA01079,VH00099,engine_cc,1200
VA01080,VH00099,abs,True
VA01081,VH00099,airbags,2
VA01082,VH00099,central_locking,True
VA01083,VH00099,reverse_camera,True
VA01084,VH00099,sunroof,True
VA01085,VH00099,push_start,False
VA01086,VH00099,heated_seats,False
VA01087,VH00099,leather_interior,False
VA01088,VH00099,infotainment,Apple CarPlay
VA01089,VH00099,child_seat_avail,False
VA01090,VH00100,engine_cc,2000
VA01091,VH00100,abs,True
VA01092,VH00100,airbags,0
VA01093,VH00100,central_locking,True
VA01094,VH00100,reverse_camera,True
VA01095,VH00100,sunroof,False
VA01096,VH00100,push_start,False
VA01097,VH00100,heated_seats,True
VA01098,VH00100,leather_interior,False
VA01099,VH00100,infotainment,Android
VA01100,VH00100,child_seat_avail,False
VA01101,VH00101,engine_cc,1600
VA01102,VH00101,abs,False
VA01103,VH00101,airbags,2
VA01104,VH00101,central_locking,True
VA01105,VH00101,reverse_camera,True
VA01106,VH00101,sunroof,False
VA01107,VH00101,push_start,False
VA01108,VH00101,heated_seats,False
VA01109,VH00101,leather_interior,True
VA01110,VH00101,infotainment,Apple CarPlay
VA01111,VH00101,child_seat_avail,True
VA01112,VH00102,engine_cc,1600
VA01113,VH00102,abs,False
VA01114,VH00102,airbags,4
VA01115,VH00102,central_locking,True
VA01116,VH00102,reverse_camera,False
VA01117,VH00102,sunroof,False
VA01118,VH00102,push_start,True
VA01119,VH00102,heated_seats,False
VA01120,VH00102,leather_interior,False
VA01121,VH00102,infotainment,Apple CarPlay
VA01122,VH00102,child_seat_avail,False
VA01123,VH00103,engine_cc,1600
VA01124,VH00103,abs,False
VA01125,VH00103,airbags,2
VA01126,VH00103,central_locking,True
VA01127,VH00103,reverse_camera,True
VA01128,VH00103,sunroof,False
VA01129,VH00103,push_start,True
VA01130,VH00103,heated_seats,True
VA01131,VH00103,leather_interior,True
VA01132,VH00103,infotainment,Android
VA01133,VH00103,child_seat_avail,True
VA01134,VH00104,engine_cc,1000
VA01135,VH00104,abs,False
VA01136,VH00104,airbags,2
VA01137,VH00104,central_locking,True
VA01138,VH00104,reverse_camera,True
VA01139,VH00104,sunroof,False
VA01140,VH00104,push_start,True
VA01141,VH00104,heated_seats,False
VA01142,VH00104,leather_interior,False
VA01143,VH00104,infotainment,None
VA01144,VH00104,child_seat_avail,False
VA01145,VH00105,engine_cc,3000
VA01146,VH00105,abs,True
VA01147,VH00105,airbags,4
VA01148,VH00105,central_locking,True
VA01149,VH00105,reverse_camera,True
VA01150,VH00105,sunroof,False
VA01151,VH00105,push_start,True
VA01152,VH00105,heated_seats,False
VA01153,VH00105,leather_interior,True
VA01154,VH00105,infotainment,None
VA01155,VH00105,child_seat_avail,False
VA01156,VH00106,engine_cc,1600
VA01157,VH00106,abs,True
VA01158,VH00106,airbags,0
VA01159,VH00106,central_locking,True
VA01160,VH00106,reverse_camera,True
VA01161,VH00106,sunroof,True
VA01162,VH00106,push_start,True
VA01163,VH00106,heated_seats,True
VA01164,VH00106,leather_interior,False
VA01165,VH00106,infotainment,None
VA01166,VH00106,child_seat_avail,True
VA01167,VH00107,engine_cc,4000
VA01168,VH00107,abs,True
VA01169,VH00107,airbags,2
VA01170,VH00107,central_locking,True
VA01171,VH00107,reverse_camera,False
VA01172,VH00107,sunroof,True
VA01173,VH00107,push_start,False
VA01174,VH00107,heated_seats,False
VA01175,VH00107,leather_interior,False
VA01176,VH00107,infotainment,Basic
VA01177,VH00107,child_seat_avail,True
VA01178,VH00108,engine_cc,2000
VA01179,VH00108,abs,True
VA01180,VH00108,airbags,2
VA01181,VH00108,central_locking,True
VA01182,VH00108,reverse_camera,True
VA01183,VH00108,sunroof,False
VA01184,VH00108,push_start,False
VA01185,VH00108,heated_seats,False
VA01186,VH00108,leather_interior,False
VA01187,VH00108,infotainment,None
VA01188,VH00108,child_seat_avail,False
VA01189,VH00109,engine_cc,660
VA01190,VH00109,abs,True
VA01191,VH00109,airbags,4
VA01192,VH00109,central_locking,True
VA01193,VH00109,reverse_camera,False
VA01194,VH00109,sunroof,False
VA01195,VH00109,push_start,False
VA01196,VH00109,heated_seats,False
VA01197,VH00109,leather_interior,True
VA01198,VH00109,infotainment,Android
VA01199,VH00109,child_seat_avail,False
VA01200,VH00110,engine_cc,4000
VA01201,VH00110,abs,True
VA01202,VH00110,airbags,2
VA01203,VH00110,central_locking,True
VA01204,VH00110,reverse_camera,True
VA01205,VH00110,sunroof,True
VA01206,VH00110,push_start,True
VA01207,VH00110,heated_seats,True
VA01208,VH00110,leather_interior,False
VA01209,VH00110,infotainment,Basic
VA01210,VH00110,child_seat_avail,False
VA01211,VH00111,engine_cc,4000
VA01212,VH00111,abs,False
VA01213,VH00111,airbags,2
VA01214,VH00111,central_locking,True
VA01215,VH00111,reverse_camera,False
VA01216,VH00111,sunroof,False
VA01217,VH00111,push_start,True
VA01218,VH00111,heated_seats,False
VA01219,VH00111,leather_interior,True
VA01220,VH00111,infotainment,None
VA01221,VH00111,child_seat_avail,False
VA01222,VH00112,engine_cc,1600
VA01223,VH00112,abs,True
VA01224,VH00112,airbags,4
VA01225,VH00112,central_locking,True
VA01226,VH00112,reverse_camera,True
VA01227,VH00112,sunroof,True
VA01228,VH00112,push_start,False
VA01229,VH00112,heated_seats,False
VA01230,VH00112,leather_interior,False
VA01231,VH00112,infotainment,Android
VA01232,VH00112,child_seat_avail,False
VA01233,VH00113,engine_cc,4000
VA01234,VH00113,abs,False
VA01235,VH00113,airbags,4
VA01236,VH00113,central_locking,True
VA01237,VH00113,reverse_camera,True
VA01238,VH00113,sunroof,False
VA01239,VH00113,push_start,False
VA01240,VH00113,heated_seats,False
VA01241,VH00113,leather_interior,False
VA01242,VH00113,infotainment,Android
VA01243,VH00113,child_seat_avail,False
VA01244,VH00114,engine_cc,1000
VA01245,VH00114,abs,True
VA01246,VH00114,airbags,0
VA01247,VH00114,central_locking,True
VA01248,VH00114,reverse_camera,True
VA01249,VH00114,sunroof,True
VA01250,VH00114,push_start,False
VA01251,VH00114,heated_seats,False
VA01252,VH00114,leather_interior,False
VA01253,VH00114,infotainment,Basic
VA01254,VH00114,child_seat_avail,True
VA01255,VH00115,engine_cc,2700
VA01256,VH00115,abs,False
VA01257,VH00115,airbags,0
VA01258,VH00115,central_locking,True
VA01259,VH00115,reverse_camera,True
VA01260,VH00115,sunroof,False
VA01261,VH00115,push_start,True
VA01262,VH00115,heated_seats,False
VA01263,VH00115,leather_interior,True
VA01264,VH00115,infotainment,Basic
VA01265,VH00115,child_seat_avail,False
VA01266,VH00116,engine_cc,2000
VA01267,VH00116,abs,False
VA01268,VH00116,airbags,2
VA01269,VH00116,central_locking,True
VA01270,VH00116,reverse_camera,False
VA01271,VH00116,sunroof,False
VA01272,VH00116,push_start,True
VA01273,VH00116,heated_seats,False
VA01274,VH00116,leather_interior,False
VA01275,VH00116,infotainment,Apple CarPlay
VA01276,VH00116,child_seat_avail,True
VA01277,VH00117,engine_cc,2700
VA01278,VH00117,abs,True
VA01279,VH00117,airbags,4
VA01280,VH00117,central_locking,True
VA01281,VH00117,reverse_camera,True
VA01282,VH00117,sunroof,False
VA01283,VH00117,push_start,False
VA01284,VH00117,heated_seats,False
VA01285,VH00117,leather_interior,False
VA01286,VH00117,infotainment,Android
VA01287,VH00117,child_seat_avail,False
VA01288,VH00118,engine_cc,1300
VA01289,VH00118,abs,True
VA01290,VH00118,airbags,6
VA01291,VH00118,central_locking,True
VA01292,VH00118,reverse_camera,True
VA01293,VH00118,sunroof,False
VA01294,VH00118,push_start,False
VA01295,VH00118,heated_seats,False
VA01296,VH00118,leather_interior,False
VA01297,VH00118,infotainment,Basic
VA01298,VH00118,child_seat_avail,False
VA01299,VH00119,engine_cc,660
VA01300,VH00119,abs,True
VA01301,VH00119,airbags,2
VA01302,VH00119,central_locking,True
VA01303,VH00119,reverse_camera,True
VA01304,VH00119,sunroof,False
VA01305,VH00119,push_start,True
VA01306,VH00119,heated_seats,False
VA01307,VH00119,leather_interior,False
VA01308,VH00119,infotainment,None
VA01309,VH00119,child_seat_avail,False
VA01310,VH00120,engine_cc,1200
VA01311,VH00120,abs,True
VA01312,VH00120,airbags,4
VA01313,VH00120,central_locking,True
VA01314,VH00120,reverse_camera,False
VA01315,VH00120,sunroof,False
VA01316,VH00120,push_start,False
VA01317,VH00120,heated_seats,False
VA01318,VH00120,leather_interior,False
VA01319,VH00120,infotainment,Apple CarPlay
VA01320,VH00120,child_seat_avail,True
