rate_id,fleet_id,vehicle_type_id,daily_rate_pkr,hourly_rate_pkr,km_rate_pkr,outstation_mult,night_surcharge_pct,airport_surcharge_pkr,security_deposit_pkr,min_hours,cancellation_fee_pct,fuel_included,driver_included,effective_from,effective_to,booking_type_id,booking_type_name
RC000206,FL002,VT008,18738.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000207,FL002,VT008,11043.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000208,FL002,VT008,15127.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000209,FL002,VT009,16557.0,1800,35,1.2,10,4000,50000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000210,FL002,VT009,21009.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000211,FL002,VT009,21046.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000212,FL002,VT009,23951.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000213,FL002,VT009,17920.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000214,FL002,VT009,22078.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000215,FL002,VT009,12634.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000216,FL002,VT009,20707.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000217,FL002,VT010,19470.0,2000,38,1.2,10,4000,55000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000218,FL002,VT010,23840.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000219,FL002,VT010,23485.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000220,FL002,VT010,21673.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000221,FL002,VT010,19545.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000222,FL002,VT010,21362.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000223,FL002,VT010,15572.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000224,FL002,VT010,21525.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000225,FL002,VT011,26952.0,2500,50,1.2,10,4000,80000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000226,FL002,VT011,28056.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000227,FL002,VT011,25955.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000228,FL002,VT011,32345.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000229,FL002,VT011,25824.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000230,FL002,VT011,28012.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000231,FL002,VT011,20259.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000232,FL002,VT011,32765.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000233,FL002,VT012,26632.0,3500,70,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000234,FL002,VT012,29160.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000235,FL002,VT012,37025.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000236,FL002,VT012,35733.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000237,FL002,VT012,32273.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000238,FL002,VT012,30673.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000239,FL002,VT012,24132.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000240,FL002,VT012,33112.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000241,FL002,VT013,31021.0,3000,60,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000242,FL002,VT013,37510.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000243,FL002,VT013,35453.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000244,FL002,VT013,42237.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000245,FL002,VT013,32820.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000246,FL002,VT013,40734.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000247,FL002,VT013,22384.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000248,FL002,VT013,36376.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000249,FL002,VT014,78051.0,5000,80,1.2,10,4000,150000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000250,FL002,VT014,51007.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000251,FL002,VT014,69686.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000252,FL002,VT014,71722.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000253,FL002,VT014,48267.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000254,FL002,VT014,79858.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000255,FL002,VT014,29813.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000256,FL002,VT014,80879.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000257,FL002,VT015,100265.0,12000,200,1.2,10,4000,300000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000258,FL002,VT015,171101.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000259,FL002,VT015,168682.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000260,FL002,VT015,182011.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000261,FL002,VT015,154258.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000262,FL002,VT015,137222.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000263,FL002,VT015,78227.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000264,FL002,VT015,175783.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000265,FL002,VT016,5098.0,600,15,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000266,FL002,VT016,6066.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000267,FL002,VT016,7166.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000268,FL002,VT016,7438.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000269,FL002,VT016,6956.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000270,FL002,VT016,8161.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000271,FL002,VT016,4761.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000272,FL002,VT016,8167.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000273,FL002,VT017,10478.0,1100,25,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000274,FL002,VT017,14679.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000275,FL002,VT017,12155.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000276,FL002,VT017,19562.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000277,FL002,VT017,13630.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000278,FL002,VT017,16416.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000279,FL002,VT017,10204.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000280,FL002,VT017,15156.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000281,FL002,VT018,16142.0,1800,35,1.2,10,4000,50000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000282,FL002,VT018,17068.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000283,FL002,VT018,18074.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000284,FL002,VT018,24715.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000285,FL002,VT018,18206.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000286,FL002,VT018,22281.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000287,FL002,VT018,11554.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000288,FL002,VT018,18464.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000289,FL003,VT001,3792.0,400,12,1.2,10,4000,10000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000290,FL003,VT001,4367.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000291,FL003,VT001,4292.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000292,FL003,VT001,5227.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000293,FL003,VT001,3719.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000294,FL003,VT001,5329.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000295,FL003,VT001,3571.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000296,FL003,VT001,4316.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000297,FL003,VT002,5076.0,500,14,1.2,10,4000,15000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000298,FL003,VT002,5040.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000299,FL003,VT002,6350.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000300,FL003,VT002,6175.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000301,FL003,VT002,5846.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000302,FL003,VT002,5897.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000303,FL003,VT002,4080.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000304,FL003,VT002,6152.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000305,FL003,VT003,7212.0,700,18,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000306,FL003,VT003,5709.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000307,FL003,VT003,8791.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000308,FL003,VT003,8207.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000309,FL003,VT003,6335.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000310,FL003,VT003,6578.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000311,FL003,VT003,4364.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000312,FL003,VT003,7386.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000313,FL003,VT004,7156.0,650,17,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000314,FL003,VT004,8492.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000315,FL003,VT004,7506.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000316,FL003,VT004,9112.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000317,FL003,VT004,7309.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000318,FL003,VT004,8320.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000319,FL003,VT004,5833.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000320,FL003,VT004,9474.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000321,FL003,VT005,11145.0,1000,22,1.2,10,4000,30000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000322,FL003,VT005,12817.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000323,FL003,VT005,12886.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000324,FL003,VT005,14016.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000325,FL003,VT005,10882.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000326,FL003,VT005,13611.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000327,FL003,VT005,6829.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000328,FL003,VT005,13404.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000329,FL003,VT006,7057.0,800,20,1.2,10,4000,25000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000330,FL003,VT006,8330.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000331,FL003,VT006,7746.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000332,FL003,VT006,9146.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000333,FL003,VT006,8785.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000334,FL003,VT006,7791.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000335,FL003,VT006,5166.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000336,FL003,VT006,9795.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000337,FL003,VT007,13976.0,1200,28,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000338,FL003,VT007,15818.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000339,FL003,VT007,14160.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000340,FL003,VT007,17051.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000341,FL003,VT007,12659.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000342,FL003,VT007,17128.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000343,FL003,VT007,9129.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000344,FL003,VT007,16299.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000345,FL003,VT008,13234.0,1200,28,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000346,FL003,VT008,14202.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000347,FL003,VT008,16127.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000348,FL003,VT008,17150.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000349,FL003,VT008,15040.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000350,FL003,VT008,17516.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000351,FL003,VT008,11244.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000352,FL003,VT008,16274.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000353,FL003,VT009,19411.0,1800,35,1.2,10,4000,50000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000354,FL003,VT009,20127.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000355,FL003,VT009,21663.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000356,FL003,VT009,23245.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000357,FL003,VT009,17039.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000358,FL003,VT009,23515.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000359,FL003,VT009,13724.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000360,FL003,VT009,21784.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000361,FL003,VT010,18637.0,2000,38,1.2,10,4000,55000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000362,FL003,VT010,19781.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000363,FL003,VT010,21875.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000364,FL003,VT010,23016.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000365,FL003,VT010,19581.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000366,FL003,VT010,20974.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000367,FL003,VT010,14120.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000368,FL003,VT010,23260.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000369,FL003,VT011,26835.0,2500,50,1.2,10,4000,80000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000370,FL003,VT011,27053.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000371,FL003,VT011,31601.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000372,FL003,VT011,29488.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000373,FL003,VT011,25188.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000374,FL003,VT011,30042.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000375,FL003,VT011,19062.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000376,FL003,VT011,27292.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000377,FL003,VT012,29304.0,3500,70,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000378,FL003,VT012,32420.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000379,FL003,VT012,44805.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000380,FL003,VT012,36900.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000381,FL003,VT012,28702.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000382,FL003,VT012,37662.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000383,FL003,VT012,26209.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000384,FL003,VT012,34530.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000385,FL003,VT013,30038.0,3000,60,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000386,FL003,VT013,32721.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000387,FL003,VT013,39017.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000388,FL003,VT013,41300.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000389,FL003,VT013,33371.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000390,FL003,VT013,35230.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000391,FL003,VT013,23102.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000392,FL003,VT013,41410.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000393,FL003,VT014,38499.0,5000,80,1.2,10,4000,150000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000394,FL003,VT014,54584.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000395,FL003,VT014,60740.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000396,FL003,VT014,63541.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000397,FL003,VT014,60636.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000398,FL003,VT014,82241.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000399,FL003,VT014,37256.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000400,FL003,VT014,74481.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000401,FL003,VT015,112474.0,12000,200,1.2,10,4000,300000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000402,FL003,VT015,129141.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000403,FL003,VT015,199962.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000404,FL003,VT015,126272.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000405,FL003,VT015,178084.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000406,FL003,VT015,171158.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000407,FL003,VT015,84734.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000408,FL003,VT015,164924.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000409,FL003,VT016,6134.0,600,15,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000410,FL003,VT016,7166.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000411,FL003,VT016,7406.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
