line_id,invoice_id,charge_type,description,qty,unit_price,amount_pkr
LI0006375,INV003128,Base Rental Fare,Monthly Contract – 29.72 day(s),29.72,7721.668909825034,229488.0
LI0006376,INV003129,Base Rental Fare,City Ride – 0.8 day(s),0.8,25093.75,20075.0
LI0006377,INV003130,Base Rental Fare,Corporate – 5.8 day(s),5.8,20528.620689655174,119066.0
LI0006378,INV003131,Base Rental Fare,Intercity – 2.13 day(s),2.13,19880.751173708923,42346.0
LI0006379,INV003132,Base Rental Fare,Intercity – 1.55 day(s),1.55,9099.354838709678,14104.0
LI0006380,INV003133,Base Rental Fare,Airport Transfer – 0.23 day(s),0.23,257500.0,59225.0
LI0006381,INV003133,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006382,INV003133,Surcharge,Toll Charges,1.0,2500.0,2500.0
LI0006383,INV003134,Base Rental Fare,Corporate – 1.86 day(s),1.86,6262.365591397849,11648.0
LI0006384,INV003134,Surcharge,Night Surcharge,1.0,5000.0,5000.0
LI0006385,INV003135,Base Rental Fare,Tourism / Northern Areas – 5.15 day(s),5.15,8412.427184466018,43324.0
LI0006386,INV003136,Base Rental Fare,City Ride – 0.52 day(s),0.52,10363.461538461537,5389.0
LI0006387,INV003137,Base Rental Fare,City Ride – 0.3 day(s),0.3,91610.0,27483.0
LI0006388,INV003137,Surcharge,Night Surcharge,1.0,2748.0,2748.0
LI0006389,INV003137,Surcharge,Airport Pickup/Drop,1.0,500.0,500.0
LI0006390,INV003138,Base Rental Fare,Tourism / Northern Areas – 8.53 day(s),8.53,6935.0527549824155,59156.0
LI0006391,INV003139,Base Rental Fare,Wedding – 1.67 day(s),1.67,18131.736526946108,30280.0
LI0006392,INV003139,Surcharge,Night Surcharge,1.0,3028.0,3028.0
LI0006393,INV003139,Surcharge,Toll Charges,1.0,1000.0,1000.0
LI0006394,INV003140,Base Rental Fare,Wedding – 2.42 day(s),2.42,18033.88429752066,43642.0
LI0006395,INV003140,Surcharge,Outstation Surcharge,1.0,3000.0,3000.0
LI0006396,INV003141,Base Rental Fare,City Ride – 0.44 day(s),0.44,5106.818181818182,2247.0
LI0006397,INV003141,Surcharge,Peak Season Premium,1.0,4000.0,4000.0
LI0006398,INV003142,Base Rental Fare,Corporate – 3.32 day(s),3.32,7387.951807228916,24528.0
LI0006399,INV003142,Surcharge,Night Surcharge,1.0,2453.0,2453.0
LI0006400,INV003143,Base Rental Fare,City Ride – 0.89 day(s),0.89,25007.865168539327,22257.0
LI0006401,INV003143,Surcharge,Night Surcharge,1.0,2226.0,2226.0
LI0006402,INV003143,Surcharge,Night Surcharge,1.0,1000.0,1000.0
LI0006403,INV003143,Discount,Promotional / Loyalty Discount,1.0,-3929.0,-3929.0
LI0006404,INV003144,Base Rental Fare,Airport Transfer – 0.48 day(s),0.48,86593.75,41565.0
LI0006405,INV003144,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006406,INV003145,Base Rental Fare,City Ride – 0.44 day(s),0.44,74277.27272727272,32682.0
LI0006407,INV003145,Surcharge,Waiting Charges,1.0,2000.0,2000.0
LI0006408,INV003145,Surcharge,Extra KM,1.0,500.0,500.0
LI0006409,INV003146,Base Rental Fare,Airport Transfer – 0.11 day(s),0.11,22381.81818181818,2462.0
LI0006410,INV003146,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006411,INV003146,Surcharge,Night Surcharge,1.0,246.0,246.0
LI0006412,INV003146,Surcharge,Extra Hours,1.0,4000.0,4000.0
LI0006413,INV003147,Base Rental Fare,Tourism / Northern Areas – 6.57 day(s),6.57,4715.372907153729,30980.0
LI0006414,INV003148,Base Rental Fare,City Ride – 0.43 day(s),0.43,14767.441860465116,6350.0
LI0006415,INV003148,Surcharge,Night Surcharge,1.0,635.0,635.0
LI0006416,INV003148,Surcharge,Extra KM,1.0,5000.0,5000.0
LI0006417,INV003149,Base Rental Fare,Intercity – 2.27 day(s),2.27,27553.74449339207,62547.0
LI0006418,INV003150,Base Rental Fare,City Ride – 0.44 day(s),0.44,9543.181818181818,4199.0
LI0006419,INV003150,Surcharge,Peak Season Premium,1.0,3000.0,3000.0
LI0006420,INV003151,Base Rental Fare,Tourism / Northern Areas – 6.99 day(s),6.99,12128.183118741059,84776.0
LI0006421,INV003151,Surcharge,Extra Hours,1.0,2000.0,2000.0
LI0006422,INV003152,Base Rental Fare,Tourism / Northern Areas – 6.83 day(s),6.83,9941.142020497804,67898.0
LI0006423,INV003152,Surcharge,Airport Pickup/Drop,1.0,2000.0,2000.0
LI0006424,INV003152,Surcharge,Outstation Surcharge,1.0,4000.0,4000.0
LI0006425,INV003153,Base Rental Fare,City Ride – 0.9 day(s),0.9,1464.4444444444443,1318.0
LI0006426,INV003153,Surcharge,Waiting Charges,1.0,5000.0,5000.0
LI0006427,INV003153,Discount,Promotional / Loyalty Discount,1.0,-245.0,-245.0
LI0006428,INV003154,Base Rental Fare,City Ride – 0.38 day(s),0.38,18500.0,7030.0
LI0006429,INV003154,Surcharge,Extra KM,1.0,2000.0,2000.0
LI0006430,INV003155,Base Rental Fare,City Ride – 0.76 day(s),0.76,20803.947368421053,15811.0
LI0006431,INV003155,Surcharge,Night Surcharge,1.0,1581.0,1581.0
LI0006432,INV003156,Base Rental Fare,Corporate – 4.46 day(s),4.46,13149.103139013452,58645.0
LI0006433,INV003156,Surcharge,Extra KM,1.0,3000.0,3000.0
LI0006434,INV003157,Base Rental Fare,Airport Transfer – 0.25 day(s),0.25,49312.0,12328.0
LI0006435,INV003157,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006436,INV003157,Surcharge,Night Surcharge,1.0,1233.0,1233.0
LI0006437,INV003157,Surcharge,Waiting Charges,1.0,1000.0,1000.0
LI0006438,INV003158,Base Rental Fare,Monthly Contract – 32.19 day(s),32.19,4002.9822926374654,128856.0
LI0006439,INV003158,Surcharge,Security Deposit,1.0,1000.0,1000.0
LI0006440,INV003159,Base Rental Fare,Corporate – 4.33 day(s),4.33,80327.25173210162,347817.0
LI0006441,INV003159,Surcharge,Toll Charges,1.0,2500.0,2500.0
LI0006442,INV003160,Base Rental Fare,Airport Transfer – 0.15 day(s),0.15,16293.333333333334,2444.0
LI0006443,INV003160,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006444,INV003160,Surcharge,Night Surcharge,1.0,2000.0,2000.0
LI0006445,INV003161,Base Rental Fare,City Ride – 0.65 day(s),0.65,35976.92307692308,23385.0
LI0006446,INV003161,Surcharge,Night Surcharge,1.0,2338.0,2338.0
LI0006447,INV003161,Surcharge,Airport Pickup/Drop,1.0,1000.0,1000.0
LI0006448,INV003162,Base Rental Fare,Airport Transfer – 0.46 day(s),0.46,13626.086956521738,6268.0
LI0006449,INV003162,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0006450,INV003163,Base Rental Fare,Intercity – 2.45 day(s),2.45,18765.30612244898,45975.0
LI0006451,INV003164,Base Rental Fare,Airport Transfer – 0.47 day(s),0.47,25638.297872340427,12050.0
LI0006452,INV003164,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0006453,INV003164,Surcharge,Night Surcharge,1.0,1205.0,1205.0
LI0006454,INV003165,Base Rental Fare,Tourism / Northern Areas – 8.17 day(s),8.17,18711.995104039168,152877.0
LI0006455,INV003166,Base Rental Fare,Airport Transfer – 0.38 day(s),0.38,21321.052631578947,8102.0
LI0006456,INV003166,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0006457,INV003167,Base Rental Fare,Wedding – 1.96 day(s),1.96,80283.67346938775,157356.0
LI0006458,INV003167,Surcharge,Night Surcharge,1.0,15736.0,15736.0
LI0006459,INV003167,Surcharge,Waiting Charges,1.0,4000.0,4000.0
LI0006460,INV003167,Discount,Promotional / Loyalty Discount,1.0,-11850.0,-11850.0
LI0006461,INV003168,Base Rental Fare,Event – 1.42 day(s),1.42,7258.450704225353,10307.0
LI0006462,INV003169,Base Rental Fare,Wedding – 1.92 day(s),1.92,13821.354166666668,26537.0
LI0006463,INV003169,Surcharge,Night Surcharge,1.0,2654.0,2654.0
LI0006464,INV003170,Base Rental Fare,Intercity – 2.43 day(s),2.43,21419.75308641975,52050.0
LI0006465,INV003170,Discount,Promotional / Loyalty Discount,1.0,-5472.0,-5472.0
LI0006466,INV003171,Base Rental Fare,Wedding – 1.49 day(s),1.49,39600.6711409396,59005.0
LI0006467,INV003172,Base Rental Fare,Intercity – 2.2 day(s),2.2,68065.90909090909,149745.0
LI0006468,INV003172,Surcharge,Night Surcharge,1.0,14974.0,14974.0
LI0006469,INV003172,Discount,Promotional / Loyalty Discount,1.0,-24573.0,-24573.0
LI0006470,INV003173,Base Rental Fare,City Ride – 0.68 day(s),0.68,58967.647058823524,40098.0
LI0006471,INV003173,Surcharge,Night Surcharge,1.0,4010.0,4010.0
LI0006472,INV003174,Base Rental Fare,Intercity – 1.69 day(s),1.69,68681.0650887574,116071.0
LI0006473,INV003174,Discount,Promotional / Loyalty Discount,1.0,-12114.0,-12114.0
LI0006474,INV003175,Base Rental Fare,Airport Transfer – 0.36 day(s),0.36,16911.111111111113,6088.0
LI0006475,INV003175,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0006476,INV003175,Surcharge,Peak Season Premium,1.0,3000.0,3000.0
LI0006477,INV003176,Base Rental Fare,Intercity – 2.5 day(s),2.5,28607.2,71518.0
LI0006478,INV003177,Base Rental Fare,City Ride – 0.55 day(s),0.55,187827.2727272727,103305.0
LI0006479,INV003177,Discount,Promotional / Loyalty Discount,1.0,-15704.0,-15704.0
LI0006480,INV003178,Base Rental Fare,Monthly Contract – 29.54 day(s),29.54,4895.971563981043,144627.0
LI0006481,INV003178,Surcharge,Outstation Surcharge,1.0,2000.0,2000.0
LI0006482,INV003179,Base Rental Fare,City Ride – 0.76 day(s),0.76,14861.842105263158,11295.0
LI0006483,INV003180,Base Rental Fare,City Ride – 0.36 day(s),0.36,28166.666666666668,10140.0
LI0006484,INV003180,Surcharge,Toll Charges,1.0,2500.0,2500.0
LI0006485,INV003181,Base Rental Fare,City Ride – 0.6 day(s),0.6,12521.666666666668,7513.0
LI0006486,INV003181,Surcharge,Night Surcharge,1.0,751.0,751.0
LI0006487,INV003181,Surcharge,Waiting Charges,1.0,4000.0,4000.0
LI0006488,INV003182,Base Rental Fare,Airport Transfer – 0.26 day(s),0.26,232180.76923076922,60367.0
LI0006489,INV003182,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006490,INV003182,Surcharge,Night Surcharge,1.0,6037.0,6037.0
LI0006491,INV003183,Base Rental Fare,Event – 0.74 day(s),0.74,4701.351351351352,3479.0
LI0006492,INV003183,Surcharge,Night Surcharge,1.0,348.0,348.0
LI0006493,INV003183,Surcharge,Extra Hours,1.0,500.0,500.0
LI0006494,INV003183,Surcharge,Outstation Surcharge,1.0,2500.0,2500.0
LI0006495,INV003184,Base Rental Fare,City Ride – 0.74 day(s),0.74,41794.59459459459,30928.0
LI0006496,INV003184,Surcharge,Night Surcharge,1.0,3093.0,3093.0
LI0006497,INV003184,Surcharge,Peak Season Premium,1.0,4000.0,4000.0
LI0006498,INV003184,Surcharge,Waiting Charges,1.0,5000.0,5000.0
LI0006499,INV003184,Discount,Promotional / Loyalty Discount,1.0,-4072.0,-4072.0
LI0006500,INV003185,Base Rental Fare,City Ride – 0.82 day(s),0.82,32441.46341463415,26602.0
LI0006501,INV003186,Base Rental Fare,Corporate – 2.39 day(s),2.39,13032.217573221757,31147.0
LI0006502,INV003186,Discount,Promotional / Loyalty Discount,1.0,-4378.0,-4378.0
LI0006503,INV003187,Base Rental Fare,Wedding – 1.05 day(s),1.05,15494.285714285714,16269.0
LI0006504,INV003188,Base Rental Fare,Intercity – 2.92 day(s),2.92,25538.356164383564,74572.0
LI0006505,INV003189,Base Rental Fare,Monthly Contract – 32.25 day(s),32.25,3944.093023255814,127197.0
LI0006506,INV003189,Surcharge,Outstation Surcharge,1.0,1000.0,1000.0
LI0006507,INV003189,Surcharge,Extra KM,1.0,4000.0,4000.0
LI0006508,INV003189,Discount,Promotional / Loyalty Discount,1.0,-13559.0,-13559.0
LI0006509,INV003190,Base Rental Fare,Intercity – 1.53 day(s),1.53,109650.98039215687,167766.0
LI0006510,INV003190,Discount,Promotional / Loyalty Discount,1.0,-25263.0,-25263.0
LI0006511,INV003191,Base Rental Fare,City Ride – 0.47 day(s),0.47,52463.82978723405,24658.0
LI0006512,INV003191,Surcharge,Peak Season Premium,1.0,4000.0,4000.0
LI0006513,INV003192,Base Rental Fare,Airport Transfer – 0.35 day(s),0.35,10477.142857142859,3667.0
LI0006514,INV003192,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006515,INV003192,Surcharge,Extra KM,1.0,2000.0,2000.0
LI0006516,INV003192,Discount,Promotional / Loyalty Discount,1.0,-639.0,-639.0
LI0006517,INV003193,Base Rental Fare,Intercity – 1.59 day(s),1.59,104004.40251572327,165367.0
LI0006518,INV003193,Surcharge,Security Deposit,1.0,3000.0,3000.0
LI0006519,INV003194,Base Rental Fare,City Ride – 0.44 day(s),0.44,21695.454545454544,9546.0
LI0006520,INV003195,Base Rental Fare,Corporate – 4.28 day(s),4.28,1931.7757009345794,8268.0
LI0006521,INV003196,Base Rental Fare,Airport Transfer – 0.27 day(s),0.27,56274.07407407407,15194.0
LI0006522,INV003196,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006523,INV003196,Surcharge,Fuel Surcharge,1.0,3000.0,3000.0
LI0006524,INV003196,Surcharge,Peak Season Premium,1.0,500.0,500.0
LI0006525,INV003197,Base Rental Fare,Corporate – 1.76 day(s),1.76,160305.68181818182,282138.0
LI0006526,INV003197,Surcharge,Fuel Surcharge,1.0,4000.0,4000.0
LI0006527,INV003197,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0006528,INV003197,Discount,Promotional / Loyalty Discount,1.0,-62510.0,-62510.0
LI0006529,INV003198,Base Rental Fare,Intercity – 1.57 day(s),1.57,7755.414012738853,12176.0
LI0006530,INV003198,Surcharge,Security Deposit,1.0,4000.0,4000.0
LI0006531,INV003199,Base Rental Fare,City Ride – 0.88 day(s),0.88,21767.045454545456,19155.0
LI0006532,INV003199,Surcharge,Night Surcharge,1.0,1916.0,1916.0
LI0006533,INV003199,Discount,Promotional / Loyalty Discount,1.0,-1561.0,-1561.0
LI0006534,INV003200,Base Rental Fare,Airport Transfer – 0.24 day(s),0.24,144541.6666666667,34690.0
LI0006535,INV003200,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006536,INV003201,Base Rental Fare,Wedding – 1.16 day(s),1.16,15397.41379310345,17861.0
LI0006537,INV003201,Surcharge,Fuel Surcharge,1.0,1000.0,1000.0
LI0006538,INV003201,Surcharge,Extra Hours,1.0,1000.0,1000.0
LI0006539,INV003202,Base Rental Fare,City Ride – 0.47 day(s),0.47,9342.553191489362,4391.0
LI0006540,INV003203,Base Rental Fare,Corporate – 1.32 day(s),1.32,19284.848484848484,25456.0
LI0006541,INV003203,Discount,Promotional / Loyalty Discount,1.0,-4844.0,-4844.0
LI0006542,INV003204,Base Rental Fare,Intercity – 2.12 day(s),2.12,10961.32075471698,23238.0
LI0006543,INV003205,Base Rental Fare,Monthly Contract – 32.6 day(s),32.6,4114.9693251533745,134148.0
LI0006544,INV003205,Surcharge,Fuel Surcharge,1.0,4000.0,4000.0
LI0006545,INV003206,Base Rental Fare,Tourism / Northern Areas – 9.72 day(s),9.72,12175.20576131687,118343.0
LI0006546,INV003207,Base Rental Fare,Intercity – 2.58 day(s),2.58,41507.36434108527,107089.0
LI0006547,INV003207,Surcharge,Peak Season Premium,1.0,5000.0,5000.0
LI0006548,INV003208,Base Rental Fare,Corporate – 1.45 day(s),1.45,20002.068965517243,29003.0
LI0006549,INV003208,Surcharge,Airport Pickup/Drop,1.0,1000.0,1000.0
LI0006550,INV003209,Base Rental Fare,Event – 0.7 day(s),0.7,1864.2857142857144,1305.0
LI0006551,INV003209,Surcharge,Night Surcharge,1.0,130.0,130.0
LI0006552,INV003209,Surcharge,Waiting Charges,1.0,1500.0,1500.0
LI0006553,INV003209,Surcharge,Extra KM,1.0,1000.0,1000.0
LI0006554,INV003210,Base Rental Fare,Wedding – 2.65 day(s),2.65,4316.981132075472,11440.0
LI0006555,INV003211,Base Rental Fare,Tourism / Northern Areas – 8.02 day(s),8.02,12191.27182044888,97774.0
LI0006556,INV003211,Surcharge,Extra Hours,1.0,2000.0,2000.0
LI0006557,INV003212,Base Rental Fare,Wedding – 1.39 day(s),1.39,25292.805755395686,35157.0
LI0006558,INV003213,Base Rental Fare,Corporate – 1.48 day(s),1.48,29504.054054054053,43666.0
LI0006559,INV003213,Surcharge,Night Surcharge,1.0,4367.0,4367.0
LI0006560,INV003214,Base Rental Fare,City Ride – 0.9 day(s),0.9,11890.0,10701.0
LI0006561,INV003215,Base Rental Fare,Intercity – 2.21 day(s),2.21,64361.08597285068,142238.0
LI0006562,INV003216,Base Rental Fare,City Ride – 0.39 day(s),0.39,48069.230769230766,18747.0
LI0006563,INV003217,Base Rental Fare,Intercity – 1.1 day(s),1.1,31041.81818181818,34146.0
LI0006564,INV003217,Surcharge,Outstation Surcharge,1.0,5000.0,5000.0
LI0006565,INV003218,Base Rental Fare,Wedding – 1.7 day(s),1.7,35537.64705882353,60414.0
LI0006566,INV003218,Surcharge,Extra Hours,1.0,1500.0,1500.0
LI0006567,INV003218,Surcharge,Airport Pickup/Drop,1.0,3000.0,3000.0
LI0006568,INV003219,Base Rental Fare,Tourism / Northern Areas – 8.29 day(s),8.29,6983.594692400483,57894.0
LI0006569,INV003220,Base Rental Fare,Airport Transfer – 0.27 day(s),0.27,225.92592592592592,61.0
LI0006570,INV003220,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006571,INV003221,Base Rental Fare,Monthly Contract – 29.27 day(s),29.27,15711.615989067304,459879.0
LI0006572,INV003221,Surcharge,Night Surcharge,1.0,45988.0,45988.0
LI0006573,INV003221,Surcharge,Security Deposit,1.0,2500.0,2500.0
LI0006574,INV003221,Surcharge,Airport Pickup/Drop,1.0,1000.0,1000.0
LI0006575,INV003222,Base Rental Fare,Tourism / Northern Areas – 9.08 day(s),9.08,17082.929515418502,155113.0
LI0006576,INV003222,Surcharge,Outstation Surcharge,1.0,1000.0,1000.0
LI0006577,INV003223,Base Rental Fare,City Ride – 0.43 day(s),0.43,41481.39534883721,17837.0
LI0006578,INV003223,Discount,Promotional / Loyalty Discount,1.0,-4236.0,-4236.0
LI0006579,INV003224,Base Rental Fare,Tourism / Northern Areas – 3.1 day(s),3.1,3880.6451612903224,12030.0
LI0006580,INV003224,Surcharge,Security Deposit,1.0,3000.0,3000.0
LI0006581,INV003225,Base Rental Fare,Intercity – 1.65 day(s),1.65,18444.242424242424,30433.0
LI0006582,INV003226,Base Rental Fare,Airport Transfer – 0.41 day(s),0.41,121.95121951219512,50.0
LI0006583,INV003226,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006584,INV003226,Surcharge,Toll Charges,1.0,1500.0,1500.0
LI0006585,INV003226,Surcharge,Toll Charges,1.0,2000.0,2000.0
LI0006586,INV003227,Base Rental Fare,City Ride – 0.91 day(s),0.91,734.065934065934,668.0
LI0006587,INV003228,Base Rental Fare,Wedding – 1.06 day(s),1.06,26729.245283018867,28333.0
LI0006588,INV003228,Surcharge,Extra KM,1.0,500.0,500.0
LI0006589,INV003229,Base Rental Fare,Event – 0.51 day(s),0.51,22474.50980392157,11462.0
LI0006590,INV003229,Surcharge,Security Deposit,1.0,2000.0,2000.0
LI0006591,INV003230,Base Rental Fare,City Ride – 0.97 day(s),0.97,124522.68041237113,120787.0
LI0006592,INV003231,Base Rental Fare,Monthly Contract – 33.58 day(s),33.58,3949.225729600953,132615.0
LI0006593,INV003232,Base Rental Fare,Monthly Contract – 32.12 day(s),32.12,5083.281444582814,163275.0
LI0006594,INV003233,Base Rental Fare,Corporate – 6.85 day(s),6.85,17350.65693430657,118852.0
LI0006595,INV003233,Surcharge,Extra Hours,1.0,2500.0,2500.0
LI0006596,INV003234,Base Rental Fare,Airport Transfer – 0.32 day(s),0.32,19815.625,6341.0
LI0006597,INV003234,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006598,INV003234,Surcharge,Peak Season Premium,1.0,500.0,500.0
LI0006599,INV003235,Base Rental Fare,City Ride – 0.75 day(s),0.75,17144.0,12858.0
LI0006600,INV003235,Surcharge,Airport Pickup/Drop,1.0,2000.0,2000.0
LI0006601,INV003236,Base Rental Fare,Airport Transfer – 0.34 day(s),0.34,62811.76470588235,21356.0
LI0006602,INV003236,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006603,INV003237,Base Rental Fare,Corporate – 6.74 day(s),6.74,22283.53115727003,150191.0
LI0006604,INV003237,Discount,Promotional / Loyalty Discount,1.0,-8796.0,-8796.0
LI0006605,INV003238,Base Rental Fare,Corporate – 5.9 day(s),5.9,15808.983050847457,93273.0
LI0006606,INV003238,Surcharge,Night Surcharge,1.0,9327.0,9327.0
LI0006607,INV003238,Surcharge,Extra Hours,1.0,2500.0,2500.0
LI0006608,INV003238,Surcharge,Outstation Surcharge,1.0,3000.0,3000.0
LI0006609,INV003239,Base Rental Fare,City Ride – 0.92 day(s),0.92,14625.0,13455.0
LI0006610,INV003240,Base Rental Fare,City Ride – 0.31 day(s),0.31,7954.8387096774195,2466.0
LI0006611,INV003241,Base Rental Fare,Airport Transfer – 0.33 day(s),0.33,100254.54545454546,33084.0
LI0006612,INV003241,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006613,INV003242,Base Rental Fare,Airport Transfer – 0.33 day(s),0.33,43384.84848484848,14317.0
LI0006614,INV003242,Surcharge,Airport Pickup/Drop,1.0,4000.0,4000.0
LI0006615,INV003243,Base Rental Fare,Corporate – 6.01 day(s),6.01,7383.860232945091,44377.0
LI0006616,INV003244,Base Rental Fare,Monthly Contract – 29.17 day(s),29.17,7289.886870071991,212646.0
LI0006617,INV003245,Base Rental Fare,Monthly Contract – 34.53 day(s),34.53,11112.423979148565,383712.0
LI0006618,INV003246,Base Rental Fare,Wedding – 1.89 day(s),1.89,21238.09523809524,40140.0
LI0006619,INV003247,Base Rental Fare,Event – 1.86 day(s),1.86,5013.440860215053,9325.0
LI0006620,INV003247,Discount,Promotional / Loyalty Discount,1.0,-2224.0,-2224.0
LI0006621,INV003248,Base Rental Fare,Intercity – 2.47 day(s),2.47,14534.817813765181,35901.0
LI0006622,INV003248,Surcharge,Peak Season Premium,1.0,1000.0,1000.0
LI0006623,INV003249,Base Rental Fare,City Ride – 0.75 day(s),0.75,13116.0,9837.0
LI0006624,INV003250,Base Rental Fare,City Ride – 0.38 day(s),0.38,7521.0526315789475,2858.0
LI0006625,INV003250,Surcharge,Extra KM,1.0,1500.0,1500.0
LI0006626,INV003251,Base Rental Fare,Airport Transfer – 0.18 day(s),0.18,168372.22222222222,30307.0
LI0006627,INV003251,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006628,INV003252,Base Rental Fare,Airport Transfer – 0.24 day(s),0.24,48045.833333333336,11531.0
LI0006629,INV003252,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006630,INV003252,Surcharge,Toll Charges,1.0,2500.0,2500.0
LI0006631,INV003253,Base Rental Fare,Intercity – 1.1 day(s),1.1,15844.545454545454,17429.0
LI0006632,INV003253,Surcharge,Night Surcharge,1.0,1743.0,1743.0
LI0006633,INV003253,Surcharge,Night Surcharge,1.0,500.0,500.0
LI0006634,INV003254,Base Rental Fare,Corporate – 2.85 day(s),2.85,16225.61403508772,46243.0
LI0006635,INV003254,Surcharge,Peak Season Premium,1.0,5000.0,5000.0
LI0006636,INV003255,Base Rental Fare,Intercity – 2.26 day(s),2.26,14601.32743362832,32999.0
LI0006637,INV003255,Surcharge,Toll Charges,1.0,1000.0,1000.0
LI0006638,INV003256,Base Rental Fare,Airport Transfer – 0.45 day(s),0.45,11715.555555555555,5272.0
LI0006639,INV003256,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006640,INV003257,Base Rental Fare,Intercity – 2.49 day(s),2.49,17339.759036144576,43176.0
LI0006641,INV003257,Surcharge,Waiting Charges,1.0,1000.0,1000.0
LI0006642,INV003257,Surcharge,Waiting Charges,1.0,1500.0,1500.0
LI0006643,INV003258,Base Rental Fare,Corporate – 2.89 day(s),2.89,16297.923875432525,47101.0
LI0006644,INV003259,Base Rental Fare,Airport Transfer – 0.41 day(s),0.41,23604.87804878049,9678.0
LI0006645,INV003259,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006646,INV003260,Base Rental Fare,City Ride – 0.33 day(s),0.33,366.66666666666663,121.0
LI0006647,INV003261,Base Rental Fare,City Ride – 0.51 day(s),0.51,19486.27450980392,9938.0
LI0006648,INV003261,Surcharge,Night Surcharge,1.0,994.0,994.0
LI0006649,INV003262,Base Rental Fare,City Ride – 0.81 day(s),0.81,6834.567901234567,5536.0
LI0006650,INV003263,Base Rental Fare,Airport Transfer – 0.1 day(s),0.1,214200.0,21420.0
LI0006651,INV003263,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006652,INV003264,Base Rental Fare,Tourism / Northern Areas – 5.76 day(s),5.76,14356.770833333334,82695.0
LI0006653,INV003264,Surcharge,Fuel Surcharge,1.0,1500.0,1500.0
LI0006654,INV003264,Surcharge,Fuel Surcharge,1.0,2500.0,2500.0
LI0006655,INV003264,Discount,Promotional / Loyalty Discount,1.0,-18069.0,-18069.0
LI0006656,INV003265,Base Rental Fare,Corporate – 3.94 day(s),3.94,11275.888324873096,44427.0
LI0006657,INV003266,Base Rental Fare,City Ride – 0.63 day(s),0.63,7361.9047619047615,4638.0
LI0006658,INV003267,Base Rental Fare,Airport Transfer – 0.49 day(s),0.49,60824.489795918365,29804.0
LI0006659,INV003267,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006660,INV003267,Discount,Promotional / Loyalty Discount,1.0,-4993.0,-4993.0
LI0006661,INV003268,Base Rental Fare,Intercity – 1.51 day(s),1.51,32231.7880794702,48670.0
LI0006662,INV003269,Base Rental Fare,Airport Transfer – 0.42 day(s),0.42,14733.333333333334,6188.0
LI0006663,INV003269,Surcharge,Airport Pickup/Drop,1.0,4500.0,4500.0
LI0006664,INV003270,Base Rental Fare,Corporate – 3.32 day(s),3.32,14361.44578313253,47680.0
LI0006665,INV003270,Surcharge,Outstation Surcharge,1.0,4000.0,4000.0
LI0006666,INV003271,Base Rental Fare,Airport Transfer – 0.15 day(s),0.15,57720.0,8658.0
LI0006667,INV003271,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006668,INV003271,Surcharge,Night Surcharge,1.0,866.0,866.0
LI0006669,INV003272,Base Rental Fare,Wedding – 2.02 day(s),2.02,5557.425742574257,11226.0
LI0006670,INV003272,Surcharge,Night Surcharge,1.0,1123.0,1123.0
LI0006671,INV003273,Base Rental Fare,Airport Transfer – 0.5 day(s),0.5,315574.0,157787.0
LI0006672,INV003273,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006673,INV003274,Base Rental Fare,Airport Transfer – 0.44 day(s),0.44,22127.272727272728,9736.0
LI0006674,INV003274,Surcharge,Airport Pickup/Drop,1.0,3500.0,3500.0
LI0006675,INV003274,Surcharge,Night Surcharge,1.0,2000.0,2000.0
LI0006676,INV003274,Surcharge,Extra KM,1.0,4000.0,4000.0
