leg_id,trip_id,leg_sequence,city,lat,lon,km_so_far,stop_type,stop_duration_min
LG0003055,TR002321,4,Waypoint-4,31.507718,73.129483,127.5,Toll,30
LG0003056,TR002331,1,Waypoint-1,32.517938,71.097509,300.2,Toll,19
LG0003057,TR002331,2,Waypoint-2,31.360573,68.963512,600.5,Toll,29
LG0003058,TR002331,3,Waypoint-3,30.169735,66.993952,900.7,Rest Stop,10
LG0003059,TR002333,1,Waypoint-1,32.011662,74.085893,95.4,Toll,29
LG0003060,TR002333,2,Waypoint-2,32.604934,73.61893,190.8,Toll,13
LG0003061,TR002333,3,Waypoint-3,33.182119,73.383234,286.2,Fuel Stop,42
LG0003062,TR002333,4,Waypoint-4,33.777066,73.053669,381.6,Toll,41
LG0003063,TR002338,1,Waypoint-1,31.961551,74.06071,74.1,Waypoint,24
LG0003064,TR002338,2,Waypoint-2,32.438633,73.82396,148.2,Toll,41
LG0003065,TR002338,3,Waypoint-3,32.790884,73.59009,222.4,Waypoint,42
LG0003066,TR002338,4,Waypoint-4,33.257545,73.318895,296.5,Toll,34
LG0003067,TR002338,5,Waypoint-5,33.718446,73.064835,370.6,Fuel Stop,31
LG0003068,TR002340,1,Waypoint-1,30.696276,71.026926,496.7,Waypoint,45
LG0003069,TR002340,2,Waypoint-2,27.753001,68.940181,993.4,Rest Stop,37
LG0003070,TR002340,3,Waypoint-3,24.851563,67.020742,1490.1,Waypoint,27
LG0003071,TR002341,1,Waypoint-1,25.889927,67.875518,192.1,Waypoint,29
LG0003072,TR002341,2,Waypoint-2,26.903008,68.790449,384.1,Fuel Stop,24
LG0003073,TR002341,3,Waypoint-3,28.058729,69.639155,576.2,Rest Stop,23
LG0003074,TR002341,4,Waypoint-4,29.159576,70.553196,768.2,Toll,37
LG0003075,TR002341,5,Waypoint-5,30.246934,71.528951,960.3,Rest Stop,12
LG0003076,TR002344,1,Waypoint-1,33.905558,73.131089,41.2,Rest Stop,45
LG0003077,TR002344,2,Waypoint-2,34.027862,73.1195,82.5,Rest Stop,38
LG0003078,TR002344,3,Waypoint-3,34.177889,73.190386,123.7,Waypoint,32
LG0003079,TR002346,1,Waypoint-1,32.212783,73.603695,124.7,Toll,32
LG0003080,TR002346,2,Waypoint-2,32.82845,73.021225,249.3,Waypoint,8
LG0003081,TR002346,3,Waypoint-3,33.36343,72.16456,374.0,Fuel Stop,18
LG0003082,TR002346,4,Waypoint-4,34.033577,71.587017,498.6,Rest Stop,22
LG0003083,TR002348,1,Waypoint-1,31.933142,74.141358,75.7,Rest Stop,12
LG0003084,TR002348,2,Waypoint-2,32.3286,73.801566,151.5,Rest Stop,5
LG0003085,TR002348,3,Waypoint-3,32.89277,73.605034,227.2,Fuel Stop,45
LG0003086,TR002348,4,Waypoint-4,33.244896,73.290459,303.0,Fuel Stop,26
LG0003087,TR002348,5,Waypoint-5,33.784643,73.062077,378.7,Toll,41
LG0003088,TR002352,1,Waypoint-1,27.221233,68.52442,388.1,Rest Stop,43
LG0003089,TR002352,2,Waypoint-2,29.429406,70.171231,776.1,Rest Stop,17
LG0003090,TR002352,3,Waypoint-3,31.815132,71.685476,1164.2,Rest Stop,29
LG0003091,TR002352,4,Waypoint-4,34.228735,73.239566,1552.2,Waypoint,10
LG0003092,TR002354,1,Waypoint-1,32.669457,72.916372,249.3,Waypoint,6
LG0003093,TR002354,2,Waypoint-2,33.953496,71.592892,498.6,Rest Stop,32
LG0003094,TR002355,1,Waypoint-1,30.886369,72.928425,162.1,Rest Stop,35
LG0003095,TR002355,2,Waypoint-2,30.147538,71.511262,324.1,Rest Stop,41
LG0003096,TR002359,1,Waypoint-1,28.894847,70.392864,240.1,Fuel Stop,32
LG0003097,TR002359,2,Waypoint-2,27.457418,69.340399,480.1,Toll,6
LG0003098,TR002359,3,Waypoint-3,26.232418,68.101431,720.2,Waypoint,6
LG0003099,TR002359,4,Waypoint-4,24.91125,66.958513,960.3,Rest Stop,18
LG0003100,TR002362,1,Waypoint-1,31.917112,74.076862,74.3,Toll,21
LG0003101,TR002362,2,Waypoint-2,32.363121,73.868539,148.6,Waypoint,44
LG0003102,TR002362,3,Waypoint-3,32.828019,73.492667,223.0,Rest Stop,10
LG0003103,TR002362,4,Waypoint-4,33.223328,73.380632,297.3,Fuel Stop,13
LG0003104,TR002362,5,Waypoint-5,33.698533,72.995255,371.6,Waypoint,22
LG0003105,TR002363,1,Waypoint-1,32.856811,72.981977,249.3,Rest Stop,17
LG0003106,TR002363,2,Waypoint-2,33.998631,71.519438,498.6,Rest Stop,31
LG0003107,TR002366,1,Waypoint-1,31.166153,72.474931,234.1,Rest Stop,12
LG0003108,TR002366,2,Waypoint-2,30.855576,70.702538,468.2,Rest Stop,12
LG0003109,TR002366,3,Waypoint-3,30.543463,68.741303,702.3,Toll,38
LG0003110,TR002366,4,Waypoint-4,30.130114,67.028444,936.4,Rest Stop,41
LG0003111,TR002367,1,Waypoint-1,32.074388,73.801596,99.7,Toll,9
LG0003112,TR002367,2,Waypoint-2,32.54626,73.213973,199.4,Waypoint,8
LG0003113,TR002367,3,Waypoint-3,32.990868,72.598694,299.2,Rest Stop,45
LG0003114,TR002367,4,Waypoint-4,33.546786,71.9615,398.9,Fuel Stop,34
LG0003115,TR002367,5,Waypoint-5,34.044832,71.510791,498.6,Toll,31
LG0003116,TR002368,1,Waypoint-1,32.511136,73.126484,161.6,Waypoint,31
LG0003117,TR002368,2,Waypoint-2,33.663954,73.009341,323.1,Toll,26
LG0003118,TR002370,1,Waypoint-1,32.55959,73.70057,181.3,Fuel Stop,5
LG0003119,TR002370,2,Waypoint-2,33.745956,73.100408,362.6,Waypoint,36
LG0003120,TR002373,1,Waypoint-1,29.244131,70.137793,699.7,Toll,34
LG0003121,TR002373,2,Waypoint-2,33.685214,73.086407,1399.4,Rest Stop,33
LG0003122,TR002375,1,Waypoint-1,29.234276,69.985241,738.4,Fuel Stop,13
LG0003123,TR002375,2,Waypoint-2,33.719087,72.975547,1476.8,Fuel Stop,15
LG0003124,TR002377,1,Waypoint-1,33.257157,72.488695,166.2,Rest Stop,30
LG0003125,TR002377,2,Waypoint-2,32.354387,73.462726,332.4,Waypoint,6
LG0003126,TR002377,3,Waypoint-3,31.641544,74.391,498.6,Toll,28
LG0003127,TR002379,1,Waypoint-1,31.855636,71.807718,270.1,Rest Stop,11
LG0003128,TR002379,2,Waypoint-2,30.146568,70.573732,540.3,Rest Stop,19
LG0003129,TR002379,3,Waypoint-3,28.405765,69.34807,810.4,Fuel Stop,12
LG0003130,TR002379,4,Waypoint-4,26.681505,68.181651,1080.6,Waypoint,12
LG0003131,TR002379,5,Waypoint-5,24.800797,66.933941,1350.7,Waypoint,29
LG0003132,TR002380,1,Waypoint-1,27.088311,68.124083,360.1,Fuel Stop,39
LG0003133,TR002380,2,Waypoint-2,29.416512,69.261669,720.1,Waypoint,19
LG0003134,TR002380,3,Waypoint-3,31.622909,70.450011,1080.2,Fuel Stop,18
LG0003135,TR002380,4,Waypoint-4,33.965162,71.527576,1440.2,Rest Stop,11
LG0003136,TR002382,1,Waypoint-1,33.859505,72.741807,42.4,Waypoint,29
LG0003137,TR002382,2,Waypoint-2,33.802177,72.319236,84.8,Toll,41
LG0003138,TR002382,3,Waypoint-3,33.91649,71.887395,127.2,Toll,43
LG0003139,TR002382,4,Waypoint-4,33.932226,71.491817,169.6,Rest Stop,34
LG0003140,TR002385,1,Waypoint-1,32.547047,73.706,182.2,Waypoint,29
LG0003141,TR002385,2,Waypoint-2,31.5427,74.355116,364.5,Toll,29
LG0003142,TR002389,1,Waypoint-1,27.49923,67.004691,384.4,Rest Stop,14
LG0003143,TR002389,2,Waypoint-2,30.298299,66.966757,768.9,Fuel Stop,34
LG0003144,TR002393,1,Waypoint-1,32.57201,72.559893,181.0,Waypoint,28
LG0003145,TR002393,2,Waypoint-2,31.314274,72.075563,362.0,Fuel Stop,13
LG0003146,TR002393,3,Waypoint-3,30.184607,71.538935,543.0,Waypoint,42
LG0003147,TR002397,1,Waypoint-1,31.927975,74.130222,76.6,Rest Stop,27
LG0003148,TR002397,2,Waypoint-2,32.339275,73.777897,153.3,Toll,43
LG0003149,TR002397,3,Waypoint-3,32.768017,73.595528,229.9,Toll,32
LG0003150,TR002397,4,Waypoint-4,33.391661,73.272675,306.6,Fuel Stop,35
LG0003151,TR002397,5,Waypoint-5,33.719163,73.046147,383.2,Waypoint,29
LG0003152,TR002398,1,Waypoint-1,26.670184,68.25395,271.9,Waypoint,11
LG0003153,TR002398,2,Waypoint-2,28.467639,69.437859,543.8,Toll,24
LG0003154,TR002398,3,Waypoint-3,30.14802,70.681564,815.8,Rest Stop,17
LG0003155,TR002398,4,Waypoint-4,31.90942,71.822943,1087.7,Rest Stop,43
LG0003156,TR002398,5,Waypoint-5,33.759968,73.047727,1359.6,Fuel Stop,21
LG0003157,TR002400,1,Waypoint-1,33.107861,73.33721,90.3,Waypoint,18
LG0003158,TR002400,2,Waypoint-2,32.580891,73.705906,180.7,Fuel Stop,34
LG0003159,TR002400,3,Waypoint-3,31.946988,74.02161,271.0,Toll,45
LG0003160,TR002400,4,Waypoint-4,31.567092,74.414712,361.3,Toll,33
LG0003161,TR002401,1,Waypoint-1,32.313631,74.074542,128.9,Waypoint,6
LG0003162,TR002401,2,Waypoint-2,33.233913,73.713252,257.8,Rest Stop,9
LG0003163,TR002401,3,Waypoint-3,34.100402,73.374913,386.7,Waypoint,38
LG0003164,TR002402,1,Waypoint-1,31.509827,71.501411,337.9,Fuel Stop,42
LG0003165,TR002402,2,Waypoint-2,29.306881,70.037049,675.8,Toll,27
LG0003166,TR002402,3,Waypoint-3,27.041983,68.536042,1013.6,Rest Stop,16
LG0003167,TR002402,4,Waypoint-4,24.8394,66.962722,1351.5,Fuel Stop,21
LG0003168,TR002405,1,Waypoint-1,32.557245,73.732242,181.0,Toll,11
LG0003169,TR002405,2,Waypoint-2,33.759367,73.085028,362.0,Toll,22
LG0003170,TR002406,1,Waypoint-1,27.071427,68.468971,337.6,Rest Stop,33
LG0003171,TR002406,2,Waypoint-2,29.260039,70.04966,675.2,Waypoint,15
LG0003172,TR002406,3,Waypoint-3,31.489883,71.606426,1012.9,Fuel Stop,16
LG0003173,TR002406,4,Waypoint-4,33.641663,73.057886,1350.5,Rest Stop,32
LG0003174,TR002410,1,Waypoint-1,33.471226,73.260754,51.4,Fuel Stop,29
LG0003175,TR002410,2,Waypoint-2,33.018697,73.57918,102.9,Waypoint,43
LG0003176,TR002410,3,Waypoint-3,32.796104,73.714411,154.3,Toll,45
LG0003177,TR002410,4,Waypoint-4,32.487234,73.93479,205.8,Fuel Stop,17
LG0003178,TR002410,5,Waypoint-5,32.160216,74.079621,257.2,Fuel Stop,8
LG0003179,TR002416,1,Waypoint-1,31.53852,73.519599,42.1,Waypoint,8
LG0003180,TR002416,2,Waypoint-2,31.460146,74.024963,84.1,Waypoint,34
LG0003181,TR002416,3,Waypoint-3,31.524512,74.323279,126.2,Waypoint,44
LG0003182,TR002417,1,Waypoint-1,31.464197,74.11931,27.0,Rest Stop,6
LG0003183,TR002417,2,Waypoint-2,31.523435,73.822942,54.0,Toll,38
LG0003184,TR002417,3,Waypoint-3,31.48775,73.582408,80.9,Toll,41
LG0003185,TR002417,4,Waypoint-4,31.543267,73.362267,107.9,Fuel Stop,20
LG0003186,TR002417,5,Waypoint-5,31.441361,73.131928,134.9,Rest Stop,28
LG0003187,TR002420,1,Waypoint-1,26.643606,68.437635,320.1,Toll,44
LG0003188,TR002420,2,Waypoint-2,28.412075,70.026569,640.2,Rest Stop,10
LG0003189,TR002420,3,Waypoint-3,30.166055,71.638004,960.3,Toll,43
LG0003190,TR002422,1,Waypoint-1,26.739771,68.23321,310.4,Toll,45
LG0003191,TR002422,2,Waypoint-2,28.559011,69.488228,620.9,Rest Stop,11
LG0003192,TR002422,3,Waypoint-3,30.555691,70.780288,931.3,Rest Stop,16
LG0003193,TR002422,4,Waypoint-4,32.257471,71.974739,1241.8,Fuel Stop,35
LG0003194,TR002422,5,Waypoint-5,34.103582,73.284679,1552.2,Fuel Stop,19
LG0003195,TR002424,1,Waypoint-1,26.743054,68.192903,310.4,Waypoint,41
LG0003196,TR002424,2,Waypoint-2,28.582298,69.412235,620.8,Waypoint,9
LG0003197,TR002424,3,Waypoint-3,30.34404,70.877329,931.2,Rest Stop,6
LG0003198,TR002424,4,Waypoint-4,32.14406,72.142313,1241.6,Toll,15
LG0003199,TR002424,5,Waypoint-5,34.073003,73.395962,1552.0,Fuel Stop,40
LG0003200,TR002425,1,Waypoint-1,33.206175,73.671445,121.5,Fuel Stop,37
LG0003201,TR002425,2,Waypoint-2,32.322392,73.998588,243.1,Waypoint,7
LG0003202,TR002425,3,Waypoint-3,31.526734,74.356736,364.6,Toll,16
LG0003203,TR002426,1,Waypoint-1,29.239572,70.035976,710.0,Waypoint,24
LG0003204,TR002426,2,Waypoint-2,33.767342,73.120945,1420.0,Rest Stop,8
LG0003205,TR002428,1,Waypoint-1,33.894551,72.055111,55.0,Toll,45
LG0003206,TR002428,2,Waypoint-2,33.799776,72.537734,110.0,Rest Stop,20
LG0003207,TR002428,3,Waypoint-3,33.598034,73.04454,165.0,Rest Stop,8
LG0003208,TR002429,1,Waypoint-1,33.994561,73.207581,28.9,Waypoint,18
LG0003209,TR002429,2,Waypoint-2,33.919821,73.15422,57.8,Toll,11
LG0003210,TR002429,3,Waypoint-3,33.806644,72.975091,86.6,Waypoint,31
LG0003211,TR002429,4,Waypoint-4,33.762975,72.99697,115.5,Toll,34
LG0003212,TR002431,1,Waypoint-1,29.196219,69.981566,734.4,Fuel Stop,6
LG0003213,TR002431,2,Waypoint-2,33.562875,73.046173,1468.7,Waypoint,35
LG0003214,TR002432,1,Waypoint-1,31.907977,71.943175,280.1,Waypoint,33
LG0003215,TR002432,2,Waypoint-2,30.254824,70.593958,560.2,Waypoint,9
LG0003216,TR002432,3,Waypoint-3,28.346517,69.401447,840.2,Waypoint,37
LG0003217,TR002432,4,Waypoint-4,26.557707,68.256026,1120.3,Waypoint,31
LG0003218,TR002432,5,Waypoint-5,24.856992,66.920546,1400.4,Fuel Stop,29
LG0003219,TR002433,1,Waypoint-1,31.873048,70.008546,444.1,Rest Stop,14
LG0003220,TR002433,2,Waypoint-2,30.175932,66.985868,888.3,Fuel Stop,13
LG0003221,TR002434,1,Waypoint-1,34.088504,73.175245,31.2,Fuel Stop,24
LG0003222,TR002434,2,Waypoint-2,33.819719,73.135491,62.4,Toll,41
LG0003223,TR002434,3,Waypoint-3,33.863684,73.096173,93.6,Rest Stop,27
LG0003224,TR002434,4,Waypoint-4,33.732439,73.065146,124.8,Waypoint,23
LG0003225,TR002439,1,Waypoint-1,32.963158,73.404407,84.5,Waypoint,14
LG0003226,TR002439,2,Waypoint-2,32.45936,73.730541,168.9,Rest Stop,14
LG0003227,TR002439,3,Waypoint-3,31.967517,73.950037,253.4,Fuel Stop,11
LG0003228,TR002439,4,Waypoint-4,31.583013,74.326314,337.8,Waypoint,10
LG0003229,TR002444,1,Waypoint-1,33.883833,71.971227,63.6,Rest Stop,29
LG0003230,TR002444,2,Waypoint-2,33.735231,72.583214,127.1,Waypoint,9
LG0003231,TR002444,3,Waypoint-3,33.532367,72.934223,190.7,Toll,43
LG0003232,TR002445,1,Waypoint-1,32.066397,74.024741,92.1,Toll,45
LG0003233,TR002445,2,Waypoint-2,32.585011,73.66107,184.2,Fuel Stop,15
LG0003234,TR002445,3,Waypoint-3,33.184128,73.36173,276.4,Toll,20
LG0003235,TR002445,4,Waypoint-4,33.687977,73.025605,368.5,Toll,15
LG0003236,TR002448,1,Waypoint-1,32.572151,73.704399,168.9,Toll,45
LG0003237,TR002448,2,Waypoint-2,33.617971,73.036178,337.8,Waypoint,22
LG0003238,TR002450,1,Waypoint-1,32.303394,73.955004,129.4,Waypoint,6
LG0003239,TR002450,2,Waypoint-2,32.993386,73.488117,258.9,Toll,10
LG0003240,TR002450,3,Waypoint-3,33.680262,73.047029,388.3,Rest Stop,19
LG0003241,TR002451,1,Waypoint-1,27.791052,69.045472,495.1,Fuel Stop,7
LG0003242,TR002451,2,Waypoint-2,30.770645,71.006064,990.3,Fuel Stop,19
LG0003243,TR002451,3,Waypoint-3,33.708039,73.011434,1485.4,Toll,44
LG0003244,TR002452,1,Waypoint-1,33.06703,73.440881,84.5,Waypoint,29
LG0003245,TR002452,2,Waypoint-2,32.486322,73.678049,168.9,Toll,18
LG0003246,TR002452,3,Waypoint-3,32.086247,74.082,253.4,Rest Stop,20
LG0003247,TR002452,4,Waypoint-4,31.587483,74.416898,337.8,Rest Stop,27
LG0003248,TR002456,1,Waypoint-1,27.130793,69.421688,405.4,Rest Stop,11
LG0003249,TR002456,2,Waypoint-2,29.238475,71.937133,810.7,Rest Stop,26
LG0003250,TR002456,3,Waypoint-3,31.520171,74.370324,1216.1,Toll,13
LG0003251,TR002458,1,Waypoint-1,29.2093,70.106443,693.6,Fuel Stop,21
LG0003252,TR002458,2,Waypoint-2,24.853928,66.912245,1387.2,Waypoint,42
LG0003253,TR002464,1,Waypoint-1,32.699295,73.793094,186.8,Rest Stop,19
LG0003254,TR002464,2,Waypoint-2,33.765594,73.077602,373.5,Rest Stop,19
LG0003255,TR002466,1,Waypoint-1,31.985241,74.034514,84.5,Toll,22
LG0003256,TR002466,2,Waypoint-2,32.483093,73.729237,168.9,Toll,15
LG0003257,TR002466,3,Waypoint-3,33.135293,73.466906,253.4,Rest Stop,39
LG0003258,TR002466,4,Waypoint-4,33.562863,72.973226,337.8,Waypoint,8
LG0003259,TR002468,1,Waypoint-1,33.990298,73.1017,40.5,Waypoint,15
LG0003260,TR002468,2,Waypoint-2,33.828694,73.129665,81.1,Rest Stop,13
LG0003261,TR002468,3,Waypoint-3,33.664532,73.016285,121.6,Rest Stop,33
LG0003262,TR002475,1,Waypoint-1,32.704996,73.770991,202.2,Fuel Stop,17
LG0003263,TR002475,2,Waypoint-2,34.260484,73.227849,404.3,Toll,35
LG0003264,TR002476,1,Waypoint-1,29.448267,69.215732,720.1,Rest Stop,37
LG0003265,TR002476,2,Waypoint-2,34.062177,71.450993,1440.2,Rest Stop,21
LG0003266,TR002479,1,Waypoint-1,32.017798,73.790167,99.7,Rest Stop,7
LG0003267,TR002479,2,Waypoint-2,32.610842,73.21125,199.4,Toll,39
LG0003268,TR002479,3,Waypoint-3,32.997668,72.635009,299.2,Fuel Stop,25
LG0003269,TR002479,4,Waypoint-4,33.541765,72.086783,398.9,Toll,23
LG0003270,TR002479,5,Waypoint-5,34.03579,71.472018,498.6,Fuel Stop,17
LG0003271,TR002483,1,Waypoint-1,26.619354,68.219749,271.9,Toll,17
LG0003272,TR002483,2,Waypoint-2,28.414846,69.38294,543.8,Waypoint,28
LG0003273,TR002483,3,Waypoint-3,30.18335,70.672627,815.6,Waypoint,13
LG0003274,TR002483,4,Waypoint-4,31.956469,71.814315,1087.5,Waypoint,40
LG0003275,TR002483,5,Waypoint-5,33.702877,73.062963,1359.4,Rest Stop,16
LG0003276,TR002487,1,Waypoint-1,27.284105,69.390223,466.0,Waypoint,19
LG0003277,TR002487,2,Waypoint-2,29.771003,71.832836,931.9,Toll,25
LG0003278,TR002487,3,Waypoint-3,32.228876,74.162777,1397.9,Fuel Stop,32
LG0003279,TR002489,1,Waypoint-1,27.027454,69.379308,397.1,Fuel Stop,18
LG0003280,TR002489,2,Waypoint-2,29.266168,71.954486,794.3,Rest Stop,15
LG0003281,TR002489,3,Waypoint-3,31.548819,74.341126,1191.4,Rest Stop,19
LG0003282,TR002491,1,Waypoint-1,27.783564,69.041868,489.6,Waypoint,15
LG0003283,TR002491,2,Waypoint-2,30.617186,71.014317,979.1,Toll,25
LG0003284,TR002491,3,Waypoint-3,33.481436,73.056449,1468.7,Fuel Stop,35
LG0003285,TR002493,1,Waypoint-1,32.566693,73.676422,168.9,Toll,32
LG0003286,TR002493,2,Waypoint-2,33.551944,73.063822,337.8,Toll,44
LG0003287,TR002494,1,Waypoint-1,33.8741,72.484409,59.4,Fuel Stop,29
LG0003288,TR002494,2,Waypoint-2,33.976649,72.021297,118.9,Waypoint,19
LG0003289,TR002494,3,Waypoint-3,33.945737,71.531385,178.3,Fuel Stop,41
LG0003290,TR002497,1,Waypoint-1,26.221865,68.171506,246.3,Rest Stop,10
LG0003291,TR002497,2,Waypoint-2,27.509156,69.486167,492.7,Fuel Stop,42
LG0003292,TR002497,3,Waypoint-3,28.817495,70.786533,739.0,Rest Stop,39
LG0003293,TR002497,4,Waypoint-4,30.212048,71.888607,985.4,Waypoint,35
LG0003294,TR002497,5,Waypoint-5,31.426351,73.159395,1231.7,Fuel Stop,42
LG0003295,TR002499,1,Waypoint-1,32.938868,73.560864,128.6,Fuel Stop,42
LG0003296,TR002499,2,Waypoint-2,33.691247,73.041609,257.2,Rest Stop,45
LG0003297,TR002500,1,Waypoint-1,32.7252,73.854474,182.3,Toll,17
LG0003298,TR002500,2,Waypoint-2,31.483719,74.369748,364.6,Rest Stop,30
LG0003299,TR002510,1,Waypoint-1,32.391733,74.084974,128.9,Waypoint,38
LG0003300,TR002510,2,Waypoint-2,33.226798,73.727893,257.8,Waypoint,42
LG0003301,TR002510,3,Waypoint-3,34.027926,73.372541,386.7,Waypoint,34
LG0003302,TR002511,1,Waypoint-1,33.794172,72.725949,38.1,Waypoint,8
LG0003303,TR002511,2,Waypoint-2,33.72765,72.342236,76.3,Fuel Stop,26
LG0003304,TR002511,3,Waypoint-3,33.92458,72.222521,114.4,Toll,9
LG0003305,TR002511,4,Waypoint-4,33.846074,71.779039,152.6,Toll,26
LG0003306,TR002511,5,Waypoint-5,34.098879,71.490416,190.7,Rest Stop,44
LG0003307,TR002512,1,Waypoint-1,33.897106,71.911016,54.7,Fuel Stop,9
LG0003308,TR002512,2,Waypoint-2,33.872496,72.517312,109.5,Waypoint,28
LG0003309,TR002512,3,Waypoint-3,33.749993,73.036277,164.2,Fuel Stop,42
LG0003310,TR002517,1,Waypoint-1,32.347389,73.950898,131.8,Waypoint,44
LG0003311,TR002517,2,Waypoint-2,33.002024,73.406085,263.7,Toll,36
LG0003312,TR002517,3,Waypoint-3,33.711722,73.126661,395.5,Toll,7
LG0003313,TR002521,1,Waypoint-1,32.098982,74.084966,95.4,Toll,6
LG0003314,TR002521,2,Waypoint-2,32.621873,73.705179,190.8,Waypoint,37
LG0003315,TR002521,3,Waypoint-3,33.125954,73.425425,286.3,Waypoint,19
LG0003316,TR002521,4,Waypoint-4,33.642292,73.063975,381.7,Fuel Stop,31
LG0003317,TR002523,1,Waypoint-1,32.135983,74.194727,91.2,Rest Stop,34
LG0003318,TR002523,2,Waypoint-2,32.71045,73.879959,182.3,Waypoint,7
LG0003319,TR002523,3,Waypoint-3,33.261907,73.616832,273.5,Toll,23
LG0003320,TR002523,4,Waypoint-4,33.976245,73.376993,364.6,Waypoint,5
LG0003321,TR002525,1,Waypoint-1,30.932389,71.564047,111.5,Waypoint,41
LG0003322,TR002525,2,Waypoint-2,31.733511,71.539799,223.0,Toll,14
LG0003323,TR002525,3,Waypoint-3,32.373824,71.695046,334.6,Waypoint,27
LG0003324,TR002525,4,Waypoint-4,33.261832,71.495028,446.1,Rest Stop,23
LG0003325,TR002525,5,Waypoint-5,33.986524,71.647194,557.6,Rest Stop,21
LG0003326,TR002529,1,Waypoint-1,29.361557,70.150566,767.4,Rest Stop,34
LG0003327,TR002529,2,Waypoint-2,33.942276,73.415425,1534.7,Rest Stop,35
LG0003328,TR002533,1,Waypoint-1,32.570194,73.740854,191.9,Rest Stop,9
LG0003329,TR002533,2,Waypoint-2,33.767217,73.035695,383.9,Fuel Stop,21
LG0003330,TR002534,1,Waypoint-1,32.03617,71.524682,278.8,Fuel Stop,11
LG0003331,TR002534,2,Waypoint-2,34.053223,71.499321,557.6,Toll,7
LG0003332,TR002535,1,Waypoint-1,29.241275,70.077766,726.0,Rest Stop,5
LG0003333,TR002535,2,Waypoint-2,33.747734,73.053469,1451.9,Waypoint,37
LG0003334,TR002536,1,Waypoint-1,31.906289,72.26675,271.5,Fuel Stop,7
LG0003335,TR002536,2,Waypoint-2,33.612969,73.01615,543.0,Fuel Stop,44
LG0003336,TR002538,1,Waypoint-1,28.141459,70.669389,605.7,Waypoint,17
LG0003337,TR002538,2,Waypoint-2,24.943145,66.959171,1211.4,Toll,26
LG0003338,TR002540,1,Waypoint-1,29.522913,69.279584,720.1,Rest Stop,38
LG0003339,TR002540,2,Waypoint-2,34.043994,71.482609,1440.2,Rest Stop,42
LG0003340,TR002541,1,Waypoint-1,33.270785,73.57521,134.8,Rest Stop,7
LG0003341,TR002541,2,Waypoint-2,32.3107,73.963511,269.5,Toll,32
LG0003342,TR002541,3,Waypoint-3,31.517182,74.384412,404.3,Rest Stop,29
LG0003343,TR002544,1,Waypoint-1,33.783238,72.207242,84.0,Waypoint,13
LG0003344,TR002544,2,Waypoint-2,34.099769,71.581255,168.1,Fuel Stop,16
LG0003345,TR002545,1,Waypoint-1,31.90568,71.848153,294.7,Rest Stop,13
LG0003346,TR002545,2,Waypoint-2,30.20043,70.576206,589.4,Fuel Stop,21
LG0003347,TR002545,3,Waypoint-3,28.374453,69.419272,884.0,Toll,14
LG0003348,TR002545,4,Waypoint-4,26.623613,68.176677,1178.7,Toll,16
LG0003349,TR002545,5,Waypoint-5,24.811806,67.000629,1473.4,Toll,28
LG0003350,TR002548,1,Waypoint-1,26.64078,68.208449,297.5,Toll,28
LG0003351,TR002548,2,Waypoint-2,28.367933,69.388043,595.0,Waypoint,30
LG0003352,TR002548,3,Waypoint-3,30.223614,70.571961,892.5,Waypoint,21
LG0003353,TR002548,4,Waypoint-4,32.011382,71.797716,1190.0,Waypoint,22
LG0003354,TR002548,5,Waypoint-5,33.688077,72.91095,1487.5,Toll,31
LG0003355,TR002549,1,Waypoint-1,27.815613,68.943843,482.7,Waypoint,19
LG0003356,TR002549,2,Waypoint-2,30.736229,70.983807,965.4,Fuel Stop,6
LG0003357,TR002549,3,Waypoint-3,33.783584,73.070301,1448.1,Waypoint,23
LG0003358,TR002556,1,Waypoint-1,30.794442,70.989583,456.3,Waypoint,16
LG0003359,TR002556,2,Waypoint-2,27.801178,69.026349,912.6,Waypoint,9
LG0003360,TR002556,3,Waypoint-3,24.779631,67.052403,1368.9,Fuel Stop,25
LG0003361,TR002562,1,Waypoint-1,33.770769,73.046712,25.0,Waypoint,21
LG0003362,TR002562,2,Waypoint-2,33.838838,73.105899,50.0,Rest Stop,36
LG0003363,TR002562,3,Waypoint-3,33.86206,73.128251,75.1,Toll,29
LG0003364,TR002562,4,Waypoint-4,34.037769,73.350527,100.1,Waypoint,10
LG0003365,TR002562,5,Waypoint-5,34.082557,73.327721,125.1,Fuel Stop,40
LG0003366,TR002564,1,Waypoint-1,33.443202,72.127884,99.7,Toll,16
LG0003367,TR002564,2,Waypoint-2,32.97861,72.60565,199.4,Toll,16
LG0003368,TR002564,3,Waypoint-3,32.501464,73.312203,299.2,Fuel Stop,24
LG0003369,TR002564,4,Waypoint-4,31.922025,73.822794,398.9,Waypoint,41
LG0003370,TR002564,5,Waypoint-5,31.578706,74.304837,498.6,Waypoint,45
LG0003371,TR002569,1,Waypoint-1,32.226909,73.918094,112.6,Rest Stop,7
LG0003372,TR002569,2,Waypoint-2,32.896257,73.527899,225.2,Toll,40
LG0003373,TR002569,3,Waypoint-3,33.51471,73.076861,337.8,Waypoint,29
LG0003374,TR002572,1,Waypoint-1,33.692777,72.75616,33.8,Rest Stop,14
LG0003375,TR002572,2,Waypoint-2,33.882216,72.436236,67.6,Fuel Stop,18
LG0003376,TR002572,3,Waypoint-3,33.859362,72.161351,101.5,Waypoint,24
