rate_id,fleet_id,vehicle_type_id,booking_type,daily_rate_pkr,hourly_rate_pkr,km_rate_pkr,outstation_mult,night_surcharge_pct,airport_surcharge_pkr,security_deposit_pkr,min_hours,cancellation_fee_pct,fuel_included,driver_included,effective_from,effective_to
RC000219,FL002,VT010,Intercity,23485.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000220,FL002,VT010,Wedding,21673.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000221,FL002,VT010,Corporate,19545.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000222,FL002,VT010,Tourism / Northern Areas,21362.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000223,FL002,VT010,Monthly Contract,15572.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000224,FL002,VT010,Event,21525.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000225,FL002,VT011,City Ride,26952.0,2500,50,1.2,10,4000,80000,4,15,False,False,2022-01-01,2026-12-31
RC000226,FL002,VT011,Airport Transfer,28056.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000227,FL002,VT011,Intercity,25955.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000228,FL002,VT011,Wedding,32345.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000229,FL002,VT011,Corporate,25824.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000230,FL002,VT011,Tourism / Northern Areas,28012.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000231,FL002,VT011,Monthly Contract,20259.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000232,FL002,VT011,Event,32765.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000233,FL002,VT012,City Ride,26632.0,3500,70,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31
RC000234,FL002,VT012,Airport Transfer,29160.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000235,FL002,VT012,Intercity,37025.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000236,FL002,VT012,Wedding,35733.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000237,FL002,VT012,Corporate,32273.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000238,FL002,VT012,Tourism / Northern Areas,30673.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000239,FL002,VT012,Monthly Contract,24132.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000240,FL002,VT012,Event,33112.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000241,FL002,VT013,City Ride,31021.0,3000,60,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31
RC000242,FL002,VT013,Airport Transfer,37510.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000243,FL002,VT013,Intercity,35453.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000244,FL002,VT013,Wedding,42237.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000245,FL002,VT013,Corporate,32820.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000246,FL002,VT013,Tourism / Northern Areas,40734.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000247,FL002,VT013,Monthly Contract,22384.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000248,FL002,VT013,Event,36376.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000249,FL002,VT014,City Ride,78051.0,5000,80,1.2,10,4000,150000,4,15,False,False,2022-01-01,2026-12-31
RC000250,FL002,VT014,Airport Transfer,51007.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000251,FL002,VT014,Intercity,69686.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000252,FL002,VT014,Wedding,71722.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000253,FL002,VT014,Corporate,48267.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000254,FL002,VT014,Tourism / Northern Areas,79858.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000255,FL002,VT014,Monthly Contract,29813.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000256,FL002,VT014,Event,80879.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000257,FL002,VT015,City Ride,100265.0,12000,200,1.2,10,4000,300000,4,15,False,False,2022-01-01,2026-12-31
RC000258,FL002,VT015,Airport Transfer,171101.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000259,FL002,VT015,Intercity,168682.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000260,FL002,VT015,Wedding,182011.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000261,FL002,VT015,Corporate,154258.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000262,FL002,VT015,Tourism / Northern Areas,137222.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000263,FL002,VT015,Monthly Contract,78227.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000264,FL002,VT015,Event,175783.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000265,FL002,VT016,City Ride,5098.0,600,15,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31
RC000266,FL002,VT016,Airport Transfer,6066.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000267,FL002,VT016,Intercity,7166.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000268,FL002,VT016,Wedding,7438.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000269,FL002,VT016,Corporate,6956.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000270,FL002,VT016,Tourism / Northern Areas,8161.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000271,FL002,VT016,Monthly Contract,4761.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000272,FL002,VT016,Event,8167.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000273,FL002,VT017,City Ride,10478.0,1100,25,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31
RC000274,FL002,VT017,Airport Transfer,14679.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000275,FL002,VT017,Intercity,12155.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000276,FL002,VT017,Wedding,19562.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000277,FL002,VT017,Corporate,13630.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000278,FL002,VT017,Tourism / Northern Areas,16416.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000279,FL002,VT017,Monthly Contract,10204.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000280,FL002,VT017,Event,15156.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000281,FL002,VT018,City Ride,16142.0,1800,35,1.2,10,4000,50000,4,15,False,False,2022-01-01,2026-12-31
RC000282,FL002,VT018,Airport Transfer,17068.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000283,FL002,VT018,Intercity,18074.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000284,FL002,VT018,Wedding,24715.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000285,FL002,VT018,Corporate,18206.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000286,FL002,VT018,Tourism / Northern Areas,22281.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000287,FL002,VT018,Monthly Contract,11554.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000288,FL002,VT018,Event,18464.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000289,FL003,VT001,City Ride,3792.0,400,12,1.2,10,4000,10000,4,15,False,False,2022-01-01,2026-12-31
RC000290,FL003,VT001,Airport Transfer,4367.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000291,FL003,VT001,Intercity,4292.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000292,FL003,VT001,Wedding,5227.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000293,FL003,VT001,Corporate,3719.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000294,FL003,VT001,Tourism / Northern Areas,5329.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000295,FL003,VT001,Monthly Contract,3571.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000296,FL003,VT001,Event,4316.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000297,FL003,VT002,City Ride,5076.0,500,14,1.2,10,4000,15000,4,15,False,False,2022-01-01,2026-12-31
RC000298,FL003,VT002,Airport Transfer,5040.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000299,FL003,VT002,Intercity,6350.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000300,FL003,VT002,Wedding,6175.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000301,FL003,VT002,Corporate,5846.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000302,FL003,VT002,Tourism / Northern Areas,5897.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000303,FL003,VT002,Monthly Contract,4080.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000304,FL003,VT002,Event,6152.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31
RC000305,FL003,VT003,City Ride,7212.0,700,18,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31
RC000306,FL003,VT003,Airport Transfer,5709.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000307,FL003,VT003,Intercity,8791.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000308,FL003,VT003,Wedding,8207.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000309,FL003,VT003,Corporate,6335.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000310,FL003,VT003,Tourism / Northern Areas,6578.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000311,FL003,VT003,Monthly Contract,4364.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000312,FL003,VT003,Event,7386.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000313,FL003,VT004,City Ride,7156.0,650,17,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31
RC000314,FL003,VT004,Airport Transfer,8492.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000315,FL003,VT004,Intercity,7506.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000316,FL003,VT004,Wedding,9112.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000317,FL003,VT004,Corporate,7309.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000318,FL003,VT004,Tourism / Northern Areas,8320.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000319,FL003,VT004,Monthly Contract,5833.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000320,FL003,VT004,Event,9474.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000321,FL003,VT005,City Ride,11145.0,1000,22,1.2,10,4000,30000,4,15,False,False,2022-01-01,2026-12-31
RC000322,FL003,VT005,Airport Transfer,12817.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000323,FL003,VT005,Intercity,12886.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000324,FL003,VT005,Wedding,14016.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000325,FL003,VT005,Corporate,10882.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000326,FL003,VT005,Tourism / Northern Areas,13611.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000327,FL003,VT005,Monthly Contract,6829.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000328,FL003,VT005,Event,13404.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31
RC000329,FL003,VT006,City Ride,7057.0,800,20,1.2,10,4000,25000,4,15,False,False,2022-01-01,2026-12-31
RC000330,FL003,VT006,Airport Transfer,8330.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000331,FL003,VT006,Intercity,7746.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000332,FL003,VT006,Wedding,9146.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000333,FL003,VT006,Corporate,8785.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000334,FL003,VT006,Tourism / Northern Areas,7791.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000335,FL003,VT006,Monthly Contract,5166.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000336,FL003,VT006,Event,9795.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31
RC000337,FL003,VT007,City Ride,13976.0,1200,28,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31
RC000338,FL003,VT007,Airport Transfer,15818.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000339,FL003,VT007,Intercity,14160.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000340,FL003,VT007,Wedding,17051.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000341,FL003,VT007,Corporate,12659.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000342,FL003,VT007,Tourism / Northern Areas,17128.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000343,FL003,VT007,Monthly Contract,9129.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000344,FL003,VT007,Event,16299.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000345,FL003,VT008,City Ride,13234.0,1200,28,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31
RC000346,FL003,VT008,Airport Transfer,14202.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000347,FL003,VT008,Intercity,16127.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000348,FL003,VT008,Wedding,17150.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000349,FL003,VT008,Corporate,15040.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000350,FL003,VT008,Tourism / Northern Areas,17516.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000351,FL003,VT008,Monthly Contract,11244.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000352,FL003,VT008,Event,16274.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000353,FL003,VT009,City Ride,19411.0,1800,35,1.2,10,4000,50000,4,15,False,False,2022-01-01,2026-12-31
RC000354,FL003,VT009,Airport Transfer,20127.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000355,FL003,VT009,Intercity,21663.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000356,FL003,VT009,Wedding,23245.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000357,FL003,VT009,Corporate,17039.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000358,FL003,VT009,Tourism / Northern Areas,23515.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000359,FL003,VT009,Monthly Contract,13724.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000360,FL003,VT009,Event,21784.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000361,FL003,VT010,City Ride,18637.0,2000,38,1.2,10,4000,55000,4,15,False,False,2022-01-01,2026-12-31
RC000362,FL003,VT010,Airport Transfer,19781.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000363,FL003,VT010,Intercity,21875.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000364,FL003,VT010,Wedding,23016.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000365,FL003,VT010,Corporate,19581.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000366,FL003,VT010,Tourism / Northern Areas,20974.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000367,FL003,VT010,Monthly Contract,14120.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000368,FL003,VT010,Event,23260.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31
RC000369,FL003,VT011,City Ride,26835.0,2500,50,1.2,10,4000,80000,4,15,False,False,2022-01-01,2026-12-31
RC000370,FL003,VT011,Airport Transfer,27053.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000371,FL003,VT011,Intercity,31601.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000372,FL003,VT011,Wedding,29488.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000373,FL003,VT011,Corporate,25188.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000374,FL003,VT011,Tourism / Northern Areas,30042.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000375,FL003,VT011,Monthly Contract,19062.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000376,FL003,VT011,Event,27292.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31
RC000377,FL003,VT012,City Ride,29304.0,3500,70,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31
RC000378,FL003,VT012,Airport Transfer,32420.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000379,FL003,VT012,Intercity,44805.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000380,FL003,VT012,Wedding,36900.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000381,FL003,VT012,Corporate,28702.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000382,FL003,VT012,Tourism / Northern Areas,37662.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000383,FL003,VT012,Monthly Contract,26209.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000384,FL003,VT012,Event,34530.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000385,FL003,VT013,City Ride,30038.0,3000,60,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31
RC000386,FL003,VT013,Airport Transfer,32721.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000387,FL003,VT013,Intercity,39017.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000388,FL003,VT013,Wedding,41300.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000389,FL003,VT013,Corporate,33371.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000390,FL003,VT013,Tourism / Northern Areas,35230.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000391,FL003,VT013,Monthly Contract,23102.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000392,FL003,VT013,Event,41410.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31
RC000393,FL003,VT014,City Ride,38499.0,5000,80,1.2,10,4000,150000,4,15,False,False,2022-01-01,2026-12-31
RC000394,FL003,VT014,Airport Transfer,54584.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000395,FL003,VT014,Intercity,60740.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000396,FL003,VT014,Wedding,63541.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000397,FL003,VT014,Corporate,60636.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000398,FL003,VT014,Tourism / Northern Areas,82241.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000399,FL003,VT014,Monthly Contract,37256.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000400,FL003,VT014,Event,74481.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31
RC000401,FL003,VT015,City Ride,112474.0,12000,200,1.2,10,4000,300000,4,15,False,False,2022-01-01,2026-12-31
RC000402,FL003,VT015,Airport Transfer,129141.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000403,FL003,VT015,Intercity,199962.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000404,FL003,VT015,Wedding,126272.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000405,FL003,VT015,Corporate,178084.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000406,FL003,VT015,Tourism / Northern Areas,171158.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000407,FL003,VT015,Monthly Contract,84734.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000408,FL003,VT015,Event,164924.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31
RC000409,FL003,VT016,City Ride,6134.0,600,15,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31
RC000410,FL003,VT016,Airport Transfer,7166.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000411,FL003,VT016,Intercity,7406.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000412,FL003,VT016,Wedding,7468.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000413,FL003,VT016,Corporate,5277.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000414,FL003,VT016,Tourism / Northern Areas,7968.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000415,FL003,VT016,Monthly Contract,4976.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000416,FL003,VT016,Event,6495.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31
RC000417,FL003,VT017,City Ride,11786.0,1100,25,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31
RC000418,FL003,VT017,Airport Transfer,11697.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000419,FL003,VT017,Intercity,16373.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000420,FL003,VT017,Wedding,19578.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000421,FL003,VT017,Corporate,14579.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000422,FL003,VT017,Tourism / Northern Areas,15951.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000423,FL003,VT017,Monthly Contract,9065.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000424,FL003,VT017,Event,16236.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31
RC000425,FL003,VT018,City Ride,16467.0,1800,35,1.2,10,4000,50000,4,15,False,False,2022-01-01,2026-12-31
RC000426,FL003,VT018,Airport Transfer,21501.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000427,FL003,VT018,Intercity,20785.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000428,FL003,VT018,Wedding,23333.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000429,FL003,VT018,Corporate,20141.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000430,FL003,VT018,Tourism / Northern Areas,21253.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000431,FL003,VT018,Monthly Contract,13153.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000432,FL003,VT018,Event,22381.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31
RC000433,FL004,VT001,City Ride,4107.0,400,12,1.2,10,4000,10000,4,15,False,False,2022-01-01,2026-12-31
RC000434,FL004,VT001,Airport Transfer,3877.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000435,FL004,VT001,Intercity,4731.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000436,FL004,VT001,Wedding,5631.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
RC000437,FL004,VT001,Corporate,4013.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31
