telem_id,trip_id,driver_id,vehicle_id,trip_date,distance_km,duration_hours,avg_speed_kmh,max_speed_kmh,harsh_brake_events,harsh_accel_events,idle_time_minutes,speeding_km,safety_score,accident_occurred,customer_rating,complaint_filed
TL004982,TR004982,DR0044,VH00008,2025-04-12,391.6,72.72,5.9,114,6,9,503,42.7,44.0,False,3.7,False
TL004986,TR004986,DR0022,VH00032,2022-12-16,75.2,30.96,2.6,144,1,1,196,16.5,82.8,False,4.4,False
TL004988,TR004988,DR0056,VH00080,2025-08-09,960.3,19.68,53.2,106,9,7,174,64.1,51.6,False,3.9,False
TL004989,TR004989,DR0016,VH00114,2022-11-14,337.8,13.2,27.9,175,3,3,68,12.5,85.3,False,4.7,False
TL004991,TR004991,DR0049,VH00017,2022-04-12,75.5,14.64,5.6,169,0,0,63,2.6,96.1,False,4.4,False
TL004992,TR004992,DR0044,VH00039,2026-02-23,35.9,9.36,4.2,95,0,0,52,6.2,95.5,False,3.5,False
TL004994,TR004994,DR0057,VH00069,2025-05-04,73.4,11.28,7.1,132,0,0,47,3.1,96.7,False,4.2,False
TL004999,TR004999,DR0007,VH00069,2023-02-13,27.7,25.2,1.2,180,1,1,399,11.3,74.2,False,4.2,False
TL005000,TR005000,DR0013,VH00095,2026-05-08,18.0,42.72,0.5,160,0,0,350,1.8,82.0,False,4.4,False
TL005001,TR005001,DR0040,VH00044,2024-03-07,65.2,11.76,6.0,140,1,1,94,5.2,91.2,False,3.5,False
TL005002,TR005002,DR0037,VH00004,2022-03-07,257.2,45.36,6.2,170,5,3,707,43.4,41.1,False,4.7,False
TL005006,TR005006,DR0053,VH00048,2025-12-15,1361.4,22.56,65.8,84,15,14,201,111.4,20.0,False,3.9,False
TL005009,TR005009,DR0023,VH00031,2022-03-06,1400.6,7.68,198.9,123,15,14,66,60.4,42.1,False,4.8,False
TL005010,TR005010,DR0016,VH00007,2023-06-26,28.3,161.76,0.2,171,0,0,1157,2.1,41.5,False,4.0,False
TL005011,TR005011,DR0012,VH00111,2025-10-26,28.1,112.56,0.3,156,0,0,2809,9.8,0.0,False,4.2,False
TL005013,TR005013,DR0053,VH00107,2025-07-26,1217.9,3.36,395.4,90,14,12,28,92.8,37.8,False,5.0,False
TL005015,TR005015,DR0033,VH00119,2024-11-07,24.3,8.16,3.2,142,0,0,79,3.9,94.9,False,4.8,False
TL005016,TR005016,DR0026,VH00107,2022-08-26,367.3,7.44,53.9,133,10,11,149,124.1,29.3,False,4.2,False
TL005019,TR005019,DR0005,VH00059,2026-05-01,76.7,9.36,8.9,127,0,0,63,4.7,95.4,False,4.4,False
TL005020,TR005020,DR0005,VH00053,2023-11-07,337.8,5.52,66.8,80,3,3,36,18.4,85.2,False,3.2,False
TL005021,TR005021,DR0009,VH00038,2025-07-13,404.3,11.28,39.1,136,2,1,38,6.7,92.1,False,4.7,False
TL005024,TR005024,DR0029,VH00114,2026-05-05,38.3,47.76,0.9,123,0,0,525,3.5,72.7,False,5.0,False
TL005027,TR005027,DR0011,VH00046,2022-10-10,381.5,33.84,12.3,165,3,2,255,13.9,76.6,False,3.9,False
TL005028,TR005028,DR0044,VH00017,2025-06-02,13.8,719.28,0.0,167,0,0,8421,2.7,0.0,False,4.2,False
TL005030,TR005030,DR0028,VH00020,2022-05-24,39.9,166.8,0.3,132,0,0,581,1.4,70.5,False,4.4,False
TL005031,TR005031,DR0021,VH00081,2024-07-16,1280.6,21.12,66.1,117,20,29,150,178.2,0.0,False,5.0,False
TL005034,TR005034,DR0034,VH00089,2026-02-08,1231.7,30.48,44.1,89,21,23,472,251.1,0.0,False,4.8,False
TL005037,TR005037,DR0028,VH00095,2025-06-07,69.0,22.8,3.3,125,0,0,120,2.9,93.1,False,4.5,False
TL005039,TR005039,DR0058,VH00058,2025-11-17,382.5,40.8,10.2,160,7,6,529,52.4,41.3,False,4.4,False
TL005042,TR005042,DR0031,VH00111,2023-02-18,50.3,71.28,0.8,88,0,0,944,5.2,51.2,False,4.0,False
TL005045,TR005045,DR0039,VH00025,2024-12-03,29.2,54.96,0.6,151,0,0,668,6.4,64.7,False,4.1,False
TL005047,TR005047,DR0002,VH00078,2024-06-27,1234.6,108.96,12.4,87,40,42,2625,237.2,0.0,False,4.8,False
TL005048,TR005048,DR0007,VH00074,2023-10-27,1362.5,80.16,18.5,163,90,76,2499,740.5,0.0,False,4.7,False
TL005049,TR005049,DR0043,VH00026,2025-10-02,11.0,59.28,0.2,145,0,0,362,0.8,81.7,False,4.8,False
TL005055,TR005055,DR0039,VH00020,2026-04-20,16.0,52.32,0.3,134,0,0,630,2.2,67.8,False,4.1,False
TL005057,TR005057,DR0004,VH00094,2024-04-25,76.3,38.16,2.2,151,1,1,566,12.4,65.5,False,4.0,False
TL005063,TR005063,DR0015,VH00052,2024-12-11,25.1,147.36,0.2,86,0,0,1278,3.8,35.0,False,4.7,False
TL005065,TR005065,DR0032,VH00047,2024-08-08,1442.7,11.04,142.6,90,16,10,97,65.8,41.4,False,3.7,False
TL005066,TR005066,DR0007,VH00104,2026-05-18,55.9,21.12,2.9,148,3,3,653,32.6,50.1,False,3.4,False
TL005068,TR005068,DR0054,VH00094,2025-10-01,15.7,8.64,2.0,113,0,0,72,1.1,96.1,False,3.5,False
TL005070,TR005070,DR0051,VH00005,2023-12-01,25.2,14.4,1.9,178,0,0,130,5.3,91.9,False,5.0,False
TL005072,TR005072,DR0047,VH00059,2023-08-25,66.7,70.56,1.0,121,1,1,383,8.1,75.9,False,4.2,False
TL005076,TR005076,DR0003,VH00114,2025-09-27,1440.2,66.0,23.8,124,93,93,1436,635.0,0.0,False,4.9,False
TL005077,TR005077,DR0051,VH00042,2024-07-08,15.0,12.96,1.3,119,0,0,186,2.9,89.8,False,5.0,False
TL005080,TR005080,DR0013,VH00091,2025-07-06,900.7,27.84,35.3,129,11,10,87,67.5,48.9,False,5.0,False
TL005086,TR005086,DR0019,VH00110,2026-01-01,15.3,21.6,0.8,103,0,0,436,2.5,77.5,False,3.9,False
TL005087,TR005087,DR0019,VH00046,2024-07-25,57.1,8.88,7.0,155,2,2,137,14.8,83.7,False,4.9,False
TL005088,TR005088,DR0007,VH00073,2025-06-22,132.3,36.96,3.9,155,8,5,885,75.7,16.0,False,4.2,False
TL005089,TR005089,DR0040,VH00057,2025-08-22,22.7,96.0,0.3,166,0,0,785,4.0,59.5,False,3.9,False
TL005092,TR005092,DR0033,VH00007,2025-08-04,14.5,5.04,3.1,150,0,0,45,1.6,97.3,False,3.9,False
TL005096,TR005096,DR0054,VH00092,2022-03-18,1231.7,27.6,48.7,90,9,9,99,123.1,35.6,False,4.7,False
TL005098,TR005098,DR0020,VH00058,2024-06-14,1397.9,13.68,111.5,148,24,19,138,204.1,0.0,False,4.4,False
TL005101,TR005101,DR0039,VH00107,2026-04-12,960.3,56.4,18.6,143,17,16,721,170.5,0.0,False,4.7,False
TL005103,TR005103,DR0036,VH00020,2026-03-26,130.7,10.8,13.2,161,3,2,71,19.1,84.2,False,4.3,False
TL005105,TR005105,DR0043,VH00104,2025-10-14,58.8,110.16,0.6,121,0,0,845,4.6,56.4,False,5.0,False
TL005107,TR005107,DR0049,VH00011,2024-12-20,77.1,75.6,1.1,169,0,0,358,8.1,79.7,False,3.2,False
TL005109,TR005109,DR0029,VH00015,2023-02-18,257.2,147.6,1.9,167,4,3,2046,33.3,0.0,False,4.5,False
TL005111,TR005111,DR0044,VH00104,2026-01-10,10.7,19.92,0.6,91,0,0,233,1.4,87.9,False,4.2,False
TL005116,TR005116,DR0044,VH00008,2025-11-12,323.1,26.4,13.4,137,6,6,380,71.9,44.4,False,4.1,False
TL005117,TR005117,DR0046,VH00056,2026-06-24,386.7,175.68,2.4,138,29,17,4215,176.4,0.0,False,4.0,False
TL005121,TR005121,DR0026,VH00114,2026-04-15,44.5,103.44,0.5,161,1,1,885,15.7,48.5,False,4.5,False
TL005122,TR005122,DR0060,VH00022,2025-08-03,37.6,62.88,0.7,128,0,0,409,3.3,78.6,False,4.0,False
TL005123,TR005123,DR0056,VH00061,2024-04-15,386.7,38.4,11.0,141,3,3,294,29.8,68.9,False,3.5,False
TL005124,TR005124,DR0048,VH00092,2022-12-09,1468.7,29.28,54.7,157,6,7,126,49.1,63.0,False,5.0,False
TL005126,TR005126,DR0007,VH00005,2026-05-12,341.7,57.84,6.4,121,19,26,617,194.1,0.0,False,5.0,False
TL005129,TR005129,DR0058,VH00010,2023-10-21,35.7,127.68,0.3,130,0,0,1920,7.2,1.8,False,4.7,False
TL005131,TR005131,DR0002,VH00081,2023-07-08,12.1,764.4,0.0,105,0,0,11371,2.0,0.0,False,5.0,True
TL005132,TR005132,DR0034,VH00073,2025-06-03,768.9,33.84,24.8,105,14,16,495,131.5,0.0,False,4.9,False
TL005138,TR005138,DR0002,VH00058,2023-08-10,62.5,12.0,5.7,160,2,2,249,11.9,79.0,False,4.0,False
TL005141,TR005141,DR0048,VH00061,2023-04-01,60.2,15.36,4.3,148,0,0,64,2.5,96.0,False,3.5,False
TL005144,TR005144,DR0040,VH00053,2026-03-22,337.8,9.84,37.5,85,7,8,144,33.2,64.3,False,3.3,False
TL005148,TR005148,DR0022,VH00013,2025-04-16,361.2,7.44,53.0,165,6,5,109,71.5,59.1,False,5.0,False
TL005153,TR005153,DR0009,VH00017,2023-06-17,257.2,46.8,6.0,92,0,1,160,7.9,88.6,False,4.2,False
TL005154,TR005154,DR0031,VH00094,2026-06-12,69.9,21.36,3.6,108,0,1,262,8.7,83.3,False,3.2,False
TL005156,TR005156,DR0017,VH00021,2025-12-24,1240.3,3.36,402.7,136,30,31,28,245.5,0.0,False,4.4,False
TL005157,TR005157,DR0034,VH00062,2025-06-05,25.9,687.36,0.0,96,0,0,9449,2.8,0.0,False,3.3,False
TL005161,TR005161,DR0021,VH00071,2026-05-01,392.0,2.88,148.5,165,6,9,36,32.9,70.3,False,3.9,False
TL005163,TR005163,DR0056,VH00021,2026-03-12,14.4,5.04,3.1,104,0,0,37,0.6,98.0,False,5.0,False
TL005164,TR005164,DR0011,VH00107,2026-04-09,1468.7,18.0,89.0,165,15,12,125,118.0,23.9,False,4.4,False
TL005166,TR005166,DR0055,VH00036,2023-01-03,498.6,8.4,64.8,179,8,8,109,90.2,47.5,False,3.3,False
TL005170,TR005170,DR0060,VH00110,2025-01-09,364.6,30.24,13.2,159,3,2,190,34.1,73.8,False,4.2,False
TL005171,TR005171,DR0046,VH00106,2022-07-06,66.0,97.92,0.7,159,5,4,1467,19.1,9.4,False,4.5,False
TL005172,TR005172,DR0047,VH00099,2023-07-16,32.5,798.0,0.0,88,0,0,4549,4.6,0.0,False,4.1,False
TL005175,TR005175,DR0004,VH00021,2024-08-15,1534.7,716.64,2.3,134,32,25,5747,150.8,0.0,False,4.1,False
TL005176,TR005176,DR0057,VH00015,2022-12-25,1373.3,11.76,127.4,118,3,4,23,32.6,80.6,False,3.8,False
TL005179,TR005179,DR0037,VH00058,2026-06-24,323.1,31.44,11.2,180,6,5,307,48.1,56.2,False,3.9,False
TL005186,TR005186,DR0032,VH00032,2022-10-04,48.8,19.68,2.7,162,0,0,131,2.5,92.7,False,4.8,False
TL005187,TR005187,DR0047,VH00069,2025-03-03,31.3,198.48,0.2,171,0,0,2975,6.2,0.0,False,4.5,False
TL005188,TR005188,DR0015,VH00038,2025-10-07,543.0,52.56,11.3,129,13,10,771,82.2,7.3,False,3.7,False
TL005192,TR005192,DR0033,VH00116,2022-01-14,26.4,22.8,1.3,120,0,0,178,4.0,89.9,False,4.1,True
TL005193,TR005193,DR0019,VH00099,2022-10-06,169.3,33.6,5.5,135,5,7,542,49.1,43.7,False,4.1,False
TL005196,TR005196,DR0029,VH00095,2023-12-14,66.2,51.36,1.4,145,1,1,778,10.6,55.4,False,2.6,False
TL005198,TR005198,DR0016,VH00046,2025-02-24,404.3,14.88,29.6,92,4,3,123,23.0,77.9,False,5.0,False
TL005200,TR005200,DR0026,VH00058,2025-07-02,1468.7,23.04,69.5,133,44,64,282,479.7,0.0,False,4.1,False
TL005201,TR005201,DR0028,VH00041,2024-05-01,39.9,21.36,2.0,80,0,0,70,1.4,96.1,False,4.3,False
TL005204,TR005204,DR0031,VH00021,2024-07-19,1469.4,47.76,33.6,81,32,20,618,273.6,0.0,False,4.4,False
TL005205,TR005205,DR0011,VH00068,2025-02-10,65.1,96.48,0.7,147,0,0,823,4.1,57.6,False,3.6,False
TL005206,TR005206,DR0011,VH00040,2023-09-26,170.7,3.12,59.7,98,1,2,18,17.9,90.2,False,4.1,False
TL005207,TR005207,DR0025,VH00080,2024-08-26,56.9,5.28,11.8,159,1,0,62,9.4,92.6,False,3.8,False
TL005210,TR005210,DR0060,VH00046,2025-09-28,16.9,11.28,1.6,117,0,0,69,1.4,96.1,False,4.7,False
TL005211,TR005211,DR0049,VH00091,2026-04-13,10.8,8.88,1.3,107,0,0,45,1.0,97.5,False,4.2,False
TL005212,TR005212,DR0036,VH00004,2022-10-22,73.3,21.36,3.7,135,1,1,122,15.5,86.8,False,3.4,False
TL005215,TR005215,DR0022,VH00019,2023-04-05,15.5,20.16,0.8,144,0,0,160,3.4,91.0,False,5.0,False
TL005216,TR005216,DR0040,VH00089,2026-02-24,387.8,11.04,38.3,177,5,9,128,47.1,63.0,False,4.6,False
TL005221,TR005221,DR0035,VH00080,2024-08-12,79.0,80.4,1.1,99,2,2,1523,18.0,13.4,False,4.6,False
TL005225,TR005225,DR0002,VH00043,2022-03-05,1273.3,38.64,35.9,153,65,32,717,317.3,0.0,False,5.0,False
TL005228,TR005228,DR0049,VH00023,2025-08-12,37.9,12.0,3.4,158,0,0,93,3.2,94.4,False,3.5,False
TL005229,TR005229,DR0043,VH00094,2024-12-04,543.0,11.52,51.4,121,3,6,44,19.3,81.5,False,5.0,True
TL005233,TR005233,DR0035,VH00034,2022-11-07,168.7,32.4,5.7,178,6,5,643,44.3,40.6,False,3.9,False
TL005234,TR005234,DR0027,VH00054,2026-04-11,77.2,11.28,7.5,99,0,0,83,5.9,94.1,False,3.6,False
TL005240,TR005240,DR0019,VH00107,2024-06-25,56.8,5.52,11.2,172,2,1,92,8.7,88.8,False,4.6,False
TL005243,TR005243,DR0013,VH00031,2026-02-28,1489.1,9.36,173.6,169,12,15,66,56.1,46.9,False,4.0,False
TL005244,TR005244,DR0053,VH00073,2022-11-06,69.3,30.0,2.5,127,0,0,127,6.9,91.6,False,4.4,False
TL005245,TR005245,DR0049,VH00056,2025-08-02,15.2,8.64,1.9,166,0,0,62,0.6,96.7,False,3.3,False
TL005246,TR005246,DR0052,VH00061,2024-08-28,15.1,12.24,1.3,166,0,0,22,0.3,98.8,False,3.9,False
TL005249,TR005249,DR0049,VH00053,2023-02-23,51.8,56.16,1.0,172,0,0,201,4.5,88.6,False,5.0,False
TL005251,TR005251,DR0022,VH00025,2024-07-03,55.9,31.92,1.9,147,1,0,302,6.5,81.5,False,4.2,False
TL005252,TR005252,DR0036,VH00010,2024-07-15,69.6,750.72,0.1,151,1,1,11684,13.8,0.0,False,3.7,False
TL005254,TR005254,DR0042,VH00071,2024-10-19,257.2,5.52,50.8,170,2,2,36,12.6,89.4,False,4.3,False
TL005257,TR005257,DR0016,VH00004,2025-01-17,385.1,8.88,47.3,148,3,3,31,34.6,80.6,False,3.9,False
TL005258,TR005258,DR0052,VH00019,2023-11-22,16.6,16.8,1.1,170,0,0,52,0.7,97.2,False,3.1,True
TL005263,TR005263,DR0003,VH00041,2024-01-25,220.9,41.28,5.8,105,15,14,917,57.1,0.5,False,4.8,False
TL005265,TR005265,DR0011,VH00039,2023-08-20,525.5,722.4,0.8,167,4,6,3662,31.1,0.0,False,2.9,False
TL005267,TR005267,DR0049,VH00048,2026-01-23,52.0,13.44,4.2,135,0,0,120,4.1,92.8,False,5.0,False
TL005268,TR005268,DR0053,VH00016,2026-02-26,58.6,12.72,5.0,132,0,0,64,6.1,95.0,False,4.6,False
TL005269,TR005269,DR0051,VH00065,2022-02-22,63.9,237.12,0.3,173,0,1,3792,11.1,0.0,False,4.4,False
TL005270,TR005270,DR0036,VH00102,2023-10-14,337.8,15.12,24.4,86,5,4,149,61.3,62.7,False,4.2,False
TL005274,TR005274,DR0024,VH00008,2024-10-18,83.4,22.32,4.1,120,0,1,88,5.2,93.0,False,4.8,False
TL005277,TR005277,DR0036,VH00074,2022-05-19,50.2,47.04,1.2,167,0,0,268,6.9,84.5,False,3.6,False
TL005278,TR005278,DR0031,VH00084,2022-05-07,15.0,3.12,5.2,83,0,0,28,1.4,98.2,False,4.2,False
TL005280,TR005280,DR0055,VH00062,2024-06-20,1205.8,50.16,26.2,96,24,18,475,96.6,0.0,False,4.3,False
TL005281,TR005281,DR0012,VH00089,2023-10-21,10.6,98.64,0.1,90,0,0,1730,1.3,13.1,False,4.9,False
TL005284,TR005284,DR0019,VH00020,2026-06-27,30.6,777.12,0.0,105,1,1,13639,7.7,0.0,False,4.2,False
TL005285,TR005285,DR0031,VH00034,2026-04-07,65.8,751.44,0.1,110,1,1,11016,9.0,0.0,False,4.1,False
TL005287,TR005287,DR0038,VH00054,2023-12-28,1468.7,26.16,61.2,152,22,34,406,198.7,0.0,False,4.7,True
TL005289,TR005289,DR0003,VH00043,2026-01-02,396.0,5.76,75.0,125,29,28,121,101.6,0.0,False,3.5,False
TL005291,TR005291,DR0041,VH00071,2026-06-12,1231.6,50.16,26.8,132,10,10,314,109.2,26.5,False,3.5,False
TL005293,TR005293,DR0056,VH00042,2025-07-09,64.1,55.92,1.3,175,0,0,215,3.0,88.3,False,3.1,False
TL005294,TR005294,DR0043,VH00104,2023-11-19,375.2,8.64,47.4,179,4,4,70,39.0,74.8,False,4.2,True
TL005296,TR005296,DR0007,VH00088,2024-09-10,75.0,8.64,9.5,151,5,4,165,42.1,67.6,False,4.8,False
TL005299,TR005299,DR0038,VH00117,2022-06-20,386.7,5.04,83.7,131,8,8,54,79.0,53.6,False,4.2,False
TL005301,TR005301,DR0060,VH00087,2024-08-04,14.8,59.76,0.3,166,0,0,526,0.9,73.4,False,4.5,False
TL005305,TR005305,DR0060,VH00044,2026-02-26,364.6,23.28,17.1,127,2,4,86,18.4,83.2,False,4.0,False
TL005308,TR005308,DR0013,VH00011,2026-03-01,1390.6,2.88,526.7,99,14,14,21,58.0,46.6,False,4.2,False
TL005309,TR005309,DR0018,VH00010,2026-06-28,498.6,57.6,9.4,148,5,3,213,23.6,71.8,False,4.7,False
TL005310,TR005310,DR0029,VH00028,2026-06-17,80.0,163.44,0.5,143,1,1,2560,15.0,0.0,False,3.9,False
TL005311,TR005311,DR0046,VH00099,2026-06-11,404.3,50.64,8.7,119,23,26,796,93.6,0.0,False,3.9,False
TL005312,TR005312,DR0011,VH00081,2024-12-13,371.6,10.56,38.4,150,3,2,92,31.1,79.6,False,3.8,False
TL005314,TR005314,DR0011,VH00102,2023-05-12,53.2,32.64,1.8,124,0,0,261,3.1,86.0,False,3.7,False
TL005315,TR005315,DR0013,VH00031,2022-04-03,25.3,12.48,2.2,170,0,0,79,2.4,95.3,False,5.0,False
TL005318,TR005318,DR0008,VH00063,2023-11-03,121.5,11.04,12.0,174,2,2,137,24.6,80.8,False,3.8,False
TL005327,TR005327,DR0018,VH00116,2023-08-07,42.3,12.48,3.7,86,0,0,94,1.6,94.8,False,4.2,False
TL005328,TR005328,DR0042,VH00087,2025-01-05,16.5,32.16,0.6,91,0,0,260,1.5,86.5,False,4.5,False
TL005331,TR005331,DR0026,VH00053,2025-06-02,525.5,53.04,10.8,150,26,17,526,78.6,0.0,False,3.5,False
TL005333,TR005333,DR0055,VH00008,2026-03-13,543.0,68.4,8.7,125,10,11,645,63.3,22.8,False,5.0,False
TL005334,TR005334,DR0053,VH00102,2025-02-28,71.2,8.16,9.5,162,0,0,33,4.0,97.1,False,4.1,False
TL005336,TR005336,DR0019,VH00080,2023-08-05,52.0,15.6,3.6,166,2,2,187,12.8,81.8,False,3.8,False
TL005337,TR005337,DR0057,VH00054,2026-06-16,56.7,23.76,2.6,119,0,0,72,2.2,95.7,False,3.6,False
TL005340,TR005340,DR0048,VH00036,2023-12-07,11.5,7.44,1.7,115,0,0,27,0.5,98.5,False,3.7,False
TL005341,TR005341,DR0044,VH00020,2025-04-27,48.7,79.44,0.7,167,0,1,752,7.4,59.2,False,3.7,False
TL005342,TR005342,DR0038,VH00032,2026-06-06,41.2,51.12,0.9,112,0,0,364,3.7,80.7,False,4.1,False
TL005343,TR005343,DR0060,VH00022,2025-11-22,27.8,11.76,2.6,180,0,0,79,1.6,95.6,False,4.0,False
TL005348,TR005348,DR0031,VH00094,2022-04-16,337.8,100.08,3.7,102,5,5,617,73.9,34.5,False,4.2,False
TL005349,TR005349,DR0043,VH00028,2025-06-24,31.8,11.76,2.9,124,0,0,43,1.6,97.4,False,3.4,False
TL005350,TR005350,DR0013,VH00056,2022-04-12,326.1,126.24,2.8,83,3,2,1102,19.6,32.5,False,4.0,False
TL005353,TR005353,DR0053,VH00071,2023-10-23,45.2,17.04,2.9,176,0,0,149,4.5,91.2,False,4.3,False
TL005354,TR005354,DR0053,VH00080,2023-01-14,383.9,104.88,4.0,139,4,3,690,40.2,44.4,False,4.2,False
TL005356,TR005356,DR0034,VH00011,2026-02-09,768.9,28.8,29.1,128,12,15,272,90.1,26.4,False,4.9,False
TL005361,TR005361,DR0013,VH00048,2023-02-10,44.9,21.36,2.3,97,0,0,126,2.2,93.0,False,2.9,False
TL005371,TR005371,DR0008,VH00008,2025-11-09,56.1,145.44,0.4,91,0,1,1299,9.5,31.2,False,4.4,False
TL005374,TR005374,DR0018,VH00017,2025-12-01,392.4,10.56,40.5,93,3,4,37,15.0,85.2,False,4.3,False
TL005378,TR005378,DR0060,VH00117,2022-04-26,1397.9,50.64,30.1,81,16,12,266,127.2,12.5,False,3.9,False
TL005383,TR005383,DR0025,VH00043,2025-01-11,72.0,10.56,7.4,110,1,1,135,10.6,87.6,False,4.4,False
TL005385,TR005385,DR0060,VH00025,2026-03-08,390.6,11.28,37.8,173,4,4,82,28.2,77.4,False,3.1,False
TL005387,TR005387,DR0008,VH00039,2022-05-11,15.4,118.8,0.1,135,0,0,1587,1.3,20.3,False,3.4,False
TL005388,TR005388,DR0039,VH00017,2023-10-25,386.7,3.84,109.9,110,6,9,46,71.4,58.3,False,4.7,False
TL005389,TR005389,DR0024,VH00005,2026-03-19,69.3,41.52,1.8,134,0,0,298,6.3,83.2,False,4.0,False
TL005391,TR005391,DR0047,VH00013,2024-12-20,37.6,19.92,2.1,149,0,0,198,6.1,88.3,False,3.6,False
TL005392,TR005392,DR0019,VH00053,2026-06-05,1440.2,21.84,71.9,123,69,39,458,387.2,0.0,False,4.9,False
TL005393,TR005393,DR0051,VH00061,2024-12-19,18.8,22.08,0.9,179,0,0,207,2.6,88.9,False,4.8,False
TL005395,TR005395,DR0023,VH00115,2025-02-02,386.6,8.16,51.7,119,2,3,46,37.1,80.6,False,4.3,False
TL005396,TR005396,DR0032,VH00037,2026-01-28,78.6,126.24,0.7,98,0,0,797,4.7,58.7,False,4.2,False
TL005400,TR005400,DR0019,VH00084,2024-09-12,386.7,50.64,8.3,98,19,13,823,129.7,0.0,False,4.5,False
TL005401,TR005401,DR0043,VH00053,2023-07-16,132.3,39.36,3.7,129,0,1,330,4.7,81.1,False,4.6,False
TL005403,TR005403,DR0026,VH00013,2026-06-28,31.4,18.24,1.9,107,0,0,284,5.9,84.0,False,4.7,False
TL005404,TR005404,DR0010,VH00018,2023-08-03,56.3,7.92,7.8,89,0,0,59,5.9,95.3,False,4.7,False
TL005405,TR005405,DR0054,VH00061,2024-08-20,17.3,11.28,1.7,120,0,0,100,1.7,94.5,False,3.5,False
TL005408,TR005408,DR0047,VH00039,2025-04-21,26.5,12.48,2.3,149,0,0,151,2.4,91.7,False,4.1,False
TL005410,TR005410,DR0028,VH00028,2023-11-19,42.9,11.52,4.1,121,0,0,79,1.8,95.5,False,4.6,True
TL005415,TR005415,DR0047,VH00115,2025-11-02,34.3,717.84,0.1,130,0,0,6811,6.8,0.0,False,4.1,False
TL005416,TR005416,DR0027,VH00034,2025-02-18,17.0,22.08,0.8,121,0,0,129,1.4,93.1,False,4.5,False
TL005417,TR005417,DR0005,VH00087,2026-05-24,525.5,9.12,62.9,123,4,5,62,28.5,77.4,False,4.9,False
TL005418,TR005418,DR0047,VH00032,2024-09-05,323.1,70.08,5.0,81,6,7,717,32.8,38.3,False,3.7,False
TL005421,TR005421,DR0060,VH00040,2025-08-20,67.5,5.04,14.6,172,0,0,16,6.1,97.4,False,5.0,False
TL005425,TR005425,DR0039,VH00080,2023-03-19,1392.6,18.0,84.4,145,25,35,138,177.8,0.0,False,3.4,False
TL005426,TR005426,DR0056,VH00106,2024-03-14,46.0,16.08,3.1,150,0,0,115,2.8,93.4,False,3.2,False
TL005428,TR005428,DR0012,VH00031,2024-10-24,323.1,60.72,5.8,168,10,10,699,56.0,23.2,False,4.3,False
TL005429,TR005429,DR0011,VH00089,2026-03-01,52.8,93.84,0.6,92,0,0,362,2.8,81.1,False,3.9,False
TL005433,TR005433,DR0051,VH00041,2022-05-18,19.7,17.04,1.3,91,0,0,173,4.1,90.1,False,4.7,False
TL005436,TR005436,DR0047,VH00058,2023-11-26,369.3,138.96,2.9,98,8,8,1490,31.1,0.0,False,4.1,False
TL005443,TR005443,DR0053,VH00054,2026-03-09,393.7,11.52,37.3,155,4,4,71,26.8,78.4,False,5.0,False
TL005444,TR005444,DR0012,VH00048,2025-06-26,1250.1,29.76,45.8,142,64,38,384,332.1,0.0,False,4.6,False
TL005445,TR005445,DR0034,VH00046,2023-10-04,14.8,11.28,1.4,142,0,0,119,2.1,93.4,False,4.3,False
TL005446,TR005446,DR0044,VH00026,2022-12-14,1468.7,19.2,83.4,84,28,25,208,240.5,0.0,False,4.4,False
TL005447,TR005447,DR0053,VH00110,2022-01-01,66.9,55.44,1.3,100,0,0,200,4.2,88.7,False,4.2,False
TL005450,TR005450,DR0002,VH00058,2026-03-19,960.3,48.0,21.8,158,37,44,505,269.8,0.0,False,4.7,False
TL005453,TR005453,DR0010,VH00087,2023-05-11,900.7,676.08,1.5,138,8,11,4449,87.0,0.0,False,4.5,False
TL005454,TR005454,DR0018,VH00064,2022-03-01,54.2,67.68,0.9,103,0,0,278,5.4,84.5,False,3.7,False
TL005455,TR005455,DR0010,VH00118,2023-07-10,68.0,4.56,16.3,93,0,0,35,3.3,97.3,False,3.8,False
TL005457,TR005457,DR0046,VH00044,2025-12-23,48.0,114.96,0.5,127,2,2,2018,13.5,0.0,False,3.5,False
TL005458,TR005458,DR0007,VH00020,2025-02-17,245.1,74.16,3.6,82,21,13,2089,139.1,0.0,False,4.2,False
TL005459,TR005459,DR0024,VH00005,2026-05-28,43.4,53.76,0.9,123,0,0,295,2.0,84.7,False,4.6,False
TL005460,TR005460,DR0039,VH00061,2026-04-22,49.7,13.2,4.1,86,0,0,84,5.3,94.2,False,3.9,False
TL005461,TR005461,DR0060,VH00018,2024-05-12,46.3,130.8,0.4,85,0,0,1137,4.5,41.8,False,3.4,False
TL005463,TR005463,DR0022,VH00087,2024-09-26,54.3,8.4,7.1,172,1,1,54,5.9,93.0,False,4.2,False
TL005465,TR005465,DR0049,VH00099,2022-08-22,44.6,5.28,9.2,124,0,0,22,3.6,97.8,False,4.5,False
TL005466,TR005466,DR0048,VH00022,2024-06-10,498.6,41.28,13.2,84,1,1,104,13.1,88.4,False,4.7,False
TL005473,TR005473,DR0038,VH00022,2025-09-21,76.4,8.16,10.2,166,1,1,90,14.7,88.6,False,3.1,False
TL005474,TR005474,DR0031,VH00011,2022-02-14,1468.7,18.24,87.8,160,37,23,124,302.8,0.0,False,3.8,False
