expense_id,fleet_id,expense_month,category,amount_pkr,description,approved_by
EX0000537,FL002,2023-02-01,Depreciation,125638.0,Depreciation for February 2023,Fleet Manager
EX0000538,FL002,2023-02-01,Miscellaneous,60498.0,Miscellaneous for February 2023,Fleet Manager
EX0000539,FL002,2023-02-01,Communication,29647.0,Communication for February 2023,Fleet Manager
EX0000540,FL002,2023-02-01,Parking / Garage,85235.0,Parking / Garage for February 2023,Fleet Manager
EX0000541,FL003,2023-02-01,Staff Salaries,616328.0,Staff Salaries for February 2023,Fleet Manager
EX0000542,FL003,2023-02-01,Driver Salaries,853201.0,Driver Salaries for February 2023,Fleet Manager
EX0000543,FL003,2023-02-01,Office Rent,103886.0,Office Rent for February 2023,Fleet Manager
EX0000544,FL003,2023-02-01,Utilities,29548.0,Utilities for February 2023,Fleet Manager
EX0000545,FL003,2023-02-01,Marketing,57643.0,Marketing for February 2023,Fleet Manager
EX0000546,FL003,2023-02-01,Insurance Premium,96311.0,Insurance Premium for February 2023,Fleet Manager
EX0000547,FL003,2023-02-01,Depreciation,99035.0,Depreciation for February 2023,Fleet Manager
EX0000548,FL003,2023-02-01,Miscellaneous,63364.0,Miscellaneous for February 2023,Fleet Manager
EX0000549,FL003,2023-02-01,Communication,29632.0,Communication for February 2023,Fleet Manager
EX0000550,FL003,2023-02-01,Parking / Garage,106074.0,Parking / Garage for February 2023,Fleet Manager
EX0000551,FL004,2023-02-01,Staff Salaries,443696.0,Staff Salaries for February 2023,Fleet Manager
EX0000552,FL004,2023-02-01,Driver Salaries,997538.0,Driver Salaries for February 2023,Fleet Manager
EX0000553,FL004,2023-02-01,Office Rent,89692.0,Office Rent for February 2023,Fleet Manager
EX0000554,FL004,2023-02-01,Utilities,23193.0,Utilities for February 2023,Fleet Manager
EX0000555,FL004,2023-02-01,Marketing,53935.0,Marketing for February 2023,Fleet Manager
EX0000556,FL004,2023-02-01,Insurance Premium,68942.0,Insurance Premium for February 2023,Fleet Manager
EX0000557,FL004,2023-02-01,Depreciation,97670.0,Depreciation for February 2023,Fleet Manager
EX0000558,FL004,2023-02-01,Miscellaneous,63221.0,Miscellaneous for February 2023,Fleet Manager
EX0000559,FL004,2023-02-01,Communication,29056.0,Communication for February 2023,Fleet Manager
EX0000560,FL004,2023-02-01,Parking / Garage,94250.0,Parking / Garage for February 2023,Fleet Manager
EX0000561,FL001,2023-03-01,Staff Salaries,600870.0,Staff Salaries for March 2023,Fleet Manager
EX0000562,FL001,2023-03-01,Driver Salaries,560492.0,Driver Salaries for March 2023,Fleet Manager
EX0000563,FL001,2023-03-01,Office Rent,99133.0,Office Rent for March 2023,Fleet Manager
EX0000564,FL001,2023-03-01,Utilities,25299.0,Utilities for March 2023,Fleet Manager
EX0000565,FL001,2023-03-01,Marketing,53550.0,Marketing for March 2023,Fleet Manager
EX0000566,FL001,2023-03-01,Insurance Premium,63950.0,Insurance Premium for March 2023,Fleet Manager
EX0000567,FL001,2023-03-01,Depreciation,81929.0,Depreciation for March 2023,Fleet Manager
EX0000568,FL001,2023-03-01,Miscellaneous,45378.0,Miscellaneous for March 2023,Fleet Manager
EX0000569,FL001,2023-03-01,Communication,25220.0,Communication for March 2023,Fleet Manager
EX0000570,FL001,2023-03-01,Parking / Garage,62608.0,Parking / Garage for March 2023,Fleet Manager
EX0000571,FL002,2023-03-01,Staff Salaries,508864.0,Staff Salaries for March 2023,Fleet Manager
EX0000572,FL002,2023-03-01,Driver Salaries,841148.0,Driver Salaries for March 2023,Fleet Manager
EX0000573,FL002,2023-03-01,Office Rent,121401.0,Office Rent for March 2023,Fleet Manager
EX0000574,FL002,2023-03-01,Utilities,29354.0,Utilities for March 2023,Fleet Manager
EX0000575,FL002,2023-03-01,Marketing,60653.0,Marketing for March 2023,Fleet Manager
EX0000576,FL002,2023-03-01,Insurance Premium,95380.0,Insurance Premium for March 2023,Fleet Manager
EX0000577,FL002,2023-03-01,Depreciation,104696.0,Depreciation for March 2023,Fleet Manager
EX0000578,FL002,2023-03-01,Miscellaneous,48673.0,Miscellaneous for March 2023,Fleet Manager
EX0000579,FL002,2023-03-01,Communication,23853.0,Communication for March 2023,Fleet Manager
EX0000580,FL002,2023-03-01,Parking / Garage,90285.0,Parking / Garage for March 2023,Fleet Manager
EX0000581,FL003,2023-03-01,Staff Salaries,593972.0,Staff Salaries for March 2023,Fleet Manager
EX0000582,FL003,2023-03-01,Driver Salaries,861290.0,Driver Salaries for March 2023,Fleet Manager
EX0000583,FL003,2023-03-01,Office Rent,97519.0,Office Rent for March 2023,Fleet Manager
EX0000584,FL003,2023-03-01,Utilities,26308.0,Utilities for March 2023,Fleet Manager
EX0000585,FL003,2023-03-01,Marketing,68854.0,Marketing for March 2023,Fleet Manager
EX0000586,FL003,2023-03-01,Insurance Premium,79972.0,Insurance Premium for March 2023,Fleet Manager
EX0000587,FL003,2023-03-01,Depreciation,141015.0,Depreciation for March 2023,Fleet Manager
EX0000588,FL003,2023-03-01,Miscellaneous,69007.0,Miscellaneous for March 2023,Fleet Manager
EX0000589,FL003,2023-03-01,Communication,31509.0,Communication for March 2023,Fleet Manager
EX0000590,FL003,2023-03-01,Parking / Garage,77928.0,Parking / Garage for March 2023,Fleet Manager
EX0000591,FL004,2023-03-01,Staff Salaries,469642.0,Staff Salaries for March 2023,Fleet Manager
EX0000592,FL004,2023-03-01,Driver Salaries,996135.0,Driver Salaries for March 2023,Fleet Manager
EX0000593,FL004,2023-03-01,Office Rent,129874.0,Office Rent for March 2023,Fleet Manager
EX0000594,FL004,2023-03-01,Utilities,30828.0,Utilities for March 2023,Fleet Manager
EX0000595,FL004,2023-03-01,Marketing,61969.0,Marketing for March 2023,Fleet Manager
EX0000596,FL004,2023-03-01,Insurance Premium,99736.0,Insurance Premium for March 2023,Fleet Manager
EX0000597,FL004,2023-03-01,Depreciation,114375.0,Depreciation for March 2023,Fleet Manager
EX0000598,FL004,2023-03-01,Miscellaneous,56209.0,Miscellaneous for March 2023,Fleet Manager
EX0000599,FL004,2023-03-01,Communication,32884.0,Communication for March 2023,Fleet Manager
EX0000600,FL004,2023-03-01,Parking / Garage,67886.0,Parking / Garage for March 2023,Fleet Manager
EX0000601,FL001,2023-04-01,Staff Salaries,630018.0,Staff Salaries for April 2023,Fleet Manager
EX0000602,FL001,2023-04-01,Driver Salaries,556287.0,Driver Salaries for April 2023,Fleet Manager
EX0000603,FL001,2023-04-01,Office Rent,74470.0,Office Rent for April 2023,Fleet Manager
EX0000604,FL001,2023-04-01,Utilities,23133.0,Utilities for April 2023,Fleet Manager
EX0000605,FL001,2023-04-01,Marketing,45655.0,Marketing for April 2023,Fleet Manager
EX0000606,FL001,2023-04-01,Insurance Premium,60705.0,Insurance Premium for April 2023,Fleet Manager
EX0000607,FL001,2023-04-01,Depreciation,105701.0,Depreciation for April 2023,Fleet Manager
EX0000608,FL001,2023-04-01,Miscellaneous,48973.0,Miscellaneous for April 2023,Fleet Manager
EX0000609,FL001,2023-04-01,Communication,23494.0,Communication for April 2023,Fleet Manager
EX0000610,FL001,2023-04-01,Parking / Garage,72354.0,Parking / Garage for April 2023,Fleet Manager
EX0000611,FL002,2023-04-01,Staff Salaries,502827.0,Staff Salaries for April 2023,Fleet Manager
EX0000612,FL002,2023-04-01,Driver Salaries,865822.0,Driver Salaries for April 2023,Fleet Manager
EX0000613,FL002,2023-04-01,Office Rent,123035.0,Office Rent for April 2023,Fleet Manager
EX0000614,FL002,2023-04-01,Utilities,29234.0,Utilities for April 2023,Fleet Manager
EX0000615,FL002,2023-04-01,Marketing,46497.0,Marketing for April 2023,Fleet Manager
EX0000616,FL002,2023-04-01,Insurance Premium,72639.0,Insurance Premium for April 2023,Fleet Manager
EX0000617,FL002,2023-04-01,Depreciation,86353.0,Depreciation for April 2023,Fleet Manager
EX0000618,FL002,2023-04-01,Miscellaneous,48892.0,Miscellaneous for April 2023,Fleet Manager
EX0000619,FL002,2023-04-01,Communication,27749.0,Communication for April 2023,Fleet Manager
EX0000620,FL002,2023-04-01,Parking / Garage,78226.0,Parking / Garage for April 2023,Fleet Manager
EX0000621,FL003,2023-04-01,Staff Salaries,629606.0,Staff Salaries for April 2023,Fleet Manager
EX0000622,FL003,2023-04-01,Driver Salaries,870714.0,Driver Salaries for April 2023,Fleet Manager
EX0000623,FL003,2023-04-01,Office Rent,127003.0,Office Rent for April 2023,Fleet Manager
EX0000624,FL003,2023-04-01,Utilities,28137.0,Utilities for April 2023,Fleet Manager
EX0000625,FL003,2023-04-01,Marketing,53381.0,Marketing for April 2023,Fleet Manager
EX0000626,FL003,2023-04-01,Insurance Premium,78140.0,Insurance Premium for April 2023,Fleet Manager
EX0000627,FL003,2023-04-01,Depreciation,113244.0,Depreciation for April 2023,Fleet Manager
EX0000628,FL003,2023-04-01,Miscellaneous,49084.0,Miscellaneous for April 2023,Fleet Manager
EX0000629,FL003,2023-04-01,Communication,27757.0,Communication for April 2023,Fleet Manager
EX0000630,FL003,2023-04-01,Parking / Garage,86271.0,Parking / Garage for April 2023,Fleet Manager
EX0000631,FL004,2023-04-01,Staff Salaries,449282.0,Staff Salaries for April 2023,Fleet Manager
EX0000632,FL004,2023-04-01,Driver Salaries,988659.0,Driver Salaries for April 2023,Fleet Manager
EX0000633,FL004,2023-04-01,Office Rent,120321.0,Office Rent for April 2023,Fleet Manager
EX0000634,FL004,2023-04-01,Utilities,28990.0,Utilities for April 2023,Fleet Manager
EX0000635,FL004,2023-04-01,Marketing,50097.0,Marketing for April 2023,Fleet Manager
EX0000636,FL004,2023-04-01,Insurance Premium,84885.0,Insurance Premium for April 2023,Fleet Manager
EX0000637,FL004,2023-04-01,Depreciation,90072.0,Depreciation for April 2023,Fleet Manager
EX0000638,FL004,2023-04-01,Miscellaneous,61193.0,Miscellaneous for April 2023,Fleet Manager
EX0000639,FL004,2023-04-01,Communication,26664.0,Communication for April 2023,Fleet Manager
EX0000640,FL004,2023-04-01,Parking / Garage,70799.0,Parking / Garage for April 2023,Fleet Manager
EX0000641,FL001,2023-05-01,Staff Salaries,595218.0,Staff Salaries for May 2023,Fleet Manager
EX0000642,FL001,2023-05-01,Driver Salaries,562945.0,Driver Salaries for May 2023,Fleet Manager
EX0000643,FL001,2023-05-01,Office Rent,81231.0,Office Rent for May 2023,Fleet Manager
EX0000644,FL001,2023-05-01,Utilities,19415.0,Utilities for May 2023,Fleet Manager
EX0000645,FL001,2023-05-01,Marketing,44319.0,Marketing for May 2023,Fleet Manager
EX0000646,FL001,2023-05-01,Insurance Premium,68351.0,Insurance Premium for May 2023,Fleet Manager
EX0000647,FL001,2023-05-01,Depreciation,105320.0,Depreciation for May 2023,Fleet Manager
EX0000648,FL001,2023-05-01,Miscellaneous,38244.0,Miscellaneous for May 2023,Fleet Manager
EX0000649,FL001,2023-05-01,Communication,23458.0,Communication for May 2023,Fleet Manager
EX0000650,FL001,2023-05-01,Parking / Garage,72380.0,Parking / Garage for May 2023,Fleet Manager
EX0000651,FL002,2023-05-01,Staff Salaries,510590.0,Staff Salaries for May 2023,Fleet Manager
EX0000652,FL002,2023-05-01,Driver Salaries,867097.0,Driver Salaries for May 2023,Fleet Manager
EX0000653,FL002,2023-05-01,Office Rent,101249.0,Office Rent for May 2023,Fleet Manager
EX0000654,FL002,2023-05-01,Utilities,31009.0,Utilities for May 2023,Fleet Manager
EX0000655,FL002,2023-05-01,Marketing,50441.0,Marketing for May 2023,Fleet Manager
EX0000656,FL002,2023-05-01,Insurance Premium,77864.0,Insurance Premium for May 2023,Fleet Manager
EX0000657,FL002,2023-05-01,Depreciation,109718.0,Depreciation for May 2023,Fleet Manager
EX0000658,FL002,2023-05-01,Miscellaneous,46078.0,Miscellaneous for May 2023,Fleet Manager
EX0000659,FL002,2023-05-01,Communication,27808.0,Communication for May 2023,Fleet Manager
EX0000660,FL002,2023-05-01,Parking / Garage,91343.0,Parking / Garage for May 2023,Fleet Manager
EX0000661,FL003,2023-05-01,Staff Salaries,617901.0,Staff Salaries for May 2023,Fleet Manager
EX0000662,FL003,2023-05-01,Driver Salaries,886345.0,Driver Salaries for May 2023,Fleet Manager
EX0000663,FL003,2023-05-01,Office Rent,132211.0,Office Rent for May 2023,Fleet Manager
EX0000664,FL003,2023-05-01,Utilities,33835.0,Utilities for May 2023,Fleet Manager
EX0000665,FL003,2023-05-01,Marketing,56865.0,Marketing for May 2023,Fleet Manager
EX0000666,FL003,2023-05-01,Insurance Premium,105409.0,Insurance Premium for May 2023,Fleet Manager
EX0000667,FL003,2023-05-01,Depreciation,136646.0,Depreciation for May 2023,Fleet Manager
EX0000668,FL003,2023-05-01,Miscellaneous,70104.0,Miscellaneous for May 2023,Fleet Manager
EX0000669,FL003,2023-05-01,Communication,31383.0,Communication for May 2023,Fleet Manager
EX0000670,FL003,2023-05-01,Parking / Garage,99525.0,Parking / Garage for May 2023,Fleet Manager
EX0000671,FL004,2023-05-01,Staff Salaries,461006.0,Staff Salaries for May 2023,Fleet Manager
EX0000672,FL004,2023-05-01,Driver Salaries,921246.0,Driver Salaries for May 2023,Fleet Manager
EX0000673,FL004,2023-05-01,Office Rent,125892.0,Office Rent for May 2023,Fleet Manager
EX0000674,FL004,2023-05-01,Utilities,26014.0,Utilities for May 2023,Fleet Manager
EX0000675,FL004,2023-05-01,Marketing,47513.0,Marketing for May 2023,Fleet Manager
EX0000676,FL004,2023-05-01,Insurance Premium,68912.0,Insurance Premium for May 2023,Fleet Manager
EX0000677,FL004,2023-05-01,Depreciation,127648.0,Depreciation for May 2023,Fleet Manager
EX0000678,FL004,2023-05-01,Miscellaneous,52496.0,Miscellaneous for May 2023,Fleet Manager
EX0000679,FL004,2023-05-01,Communication,27950.0,Communication for May 2023,Fleet Manager
EX0000680,FL004,2023-05-01,Parking / Garage,99325.0,Parking / Garage for May 2023,Fleet Manager
EX0000681,FL001,2023-06-01,Staff Salaries,605943.0,Staff Salaries for June 2023,Fleet Manager
EX0000682,FL001,2023-06-01,Driver Salaries,552663.0,Driver Salaries for June 2023,Fleet Manager
EX0000683,FL001,2023-06-01,Office Rent,101641.0,Office Rent for June 2023,Fleet Manager
EX0000684,FL001,2023-06-01,Utilities,21657.0,Utilities for June 2023,Fleet Manager
EX0000685,FL001,2023-06-01,Marketing,53989.0,Marketing for June 2023,Fleet Manager
EX0000686,FL001,2023-06-01,Insurance Premium,67846.0,Insurance Premium for June 2023,Fleet Manager
EX0000687,FL001,2023-06-01,Depreciation,108240.0,Depreciation for June 2023,Fleet Manager
EX0000688,FL001,2023-06-01,Miscellaneous,41670.0,Miscellaneous for June 2023,Fleet Manager
EX0000689,FL001,2023-06-01,Communication,22447.0,Communication for June 2023,Fleet Manager
EX0000690,FL001,2023-06-01,Parking / Garage,75859.0,Parking / Garage for June 2023,Fleet Manager
EX0000691,FL002,2023-06-01,Staff Salaries,477515.0,Staff Salaries for June 2023,Fleet Manager
EX0000692,FL002,2023-06-01,Driver Salaries,840255.0,Driver Salaries for June 2023,Fleet Manager
EX0000693,FL002,2023-06-01,Office Rent,108189.0,Office Rent for June 2023,Fleet Manager
EX0000694,FL002,2023-06-01,Utilities,22797.0,Utilities for June 2023,Fleet Manager
EX0000695,FL002,2023-06-01,Marketing,49012.0,Marketing for June 2023,Fleet Manager
EX0000696,FL002,2023-06-01,Insurance Premium,79904.0,Insurance Premium for June 2023,Fleet Manager
EX0000697,FL002,2023-06-01,Depreciation,103325.0,Depreciation for June 2023,Fleet Manager
EX0000698,FL002,2023-06-01,Miscellaneous,54554.0,Miscellaneous for June 2023,Fleet Manager
EX0000699,FL002,2023-06-01,Communication,25385.0,Communication for June 2023,Fleet Manager
EX0000700,FL002,2023-06-01,Parking / Garage,86049.0,Parking / Garage for June 2023,Fleet Manager
EX0000701,FL003,2023-06-01,Staff Salaries,627464.0,Staff Salaries for June 2023,Fleet Manager
EX0000702,FL003,2023-06-01,Driver Salaries,867866.0,Driver Salaries for June 2023,Fleet Manager
EX0000703,FL003,2023-06-01,Office Rent,120689.0,Office Rent for June 2023,Fleet Manager
EX0000704,FL003,2023-06-01,Utilities,23709.0,Utilities for June 2023,Fleet Manager
EX0000705,FL003,2023-06-01,Marketing,67353.0,Marketing for June 2023,Fleet Manager
EX0000706,FL003,2023-06-01,Insurance Premium,75107.0,Insurance Premium for June 2023,Fleet Manager
EX0000707,FL003,2023-06-01,Depreciation,136929.0,Depreciation for June 2023,Fleet Manager
EX0000708,FL003,2023-06-01,Miscellaneous,70063.0,Miscellaneous for June 2023,Fleet Manager
EX0000709,FL003,2023-06-01,Communication,24884.0,Communication for June 2023,Fleet Manager
EX0000710,FL003,2023-06-01,Parking / Garage,72348.0,Parking / Garage for June 2023,Fleet Manager
EX0000711,FL004,2023-06-01,Staff Salaries,464658.0,Staff Salaries for June 2023,Fleet Manager
EX0000712,FL004,2023-06-01,Driver Salaries,986247.0,Driver Salaries for June 2023,Fleet Manager
EX0000713,FL004,2023-06-01,Office Rent,103070.0,Office Rent for June 2023,Fleet Manager
EX0000714,FL004,2023-06-01,Utilities,26695.0,Utilities for June 2023,Fleet Manager
EX0000715,FL004,2023-06-01,Marketing,63958.0,Marketing for June 2023,Fleet Manager
EX0000716,FL004,2023-06-01,Insurance Premium,89479.0,Insurance Premium for June 2023,Fleet Manager
EX0000717,FL004,2023-06-01,Depreciation,113728.0,Depreciation for June 2023,Fleet Manager
EX0000718,FL004,2023-06-01,Miscellaneous,49141.0,Miscellaneous for June 2023,Fleet Manager
EX0000719,FL004,2023-06-01,Communication,30477.0,Communication for June 2023,Fleet Manager
EX0000720,FL004,2023-06-01,Parking / Garage,97813.0,Parking / Garage for June 2023,Fleet Manager
EX0000721,FL001,2023-07-01,Staff Salaries,578877.0,Staff Salaries for July 2023,Fleet Manager
EX0000722,FL001,2023-07-01,Driver Salaries,569776.0,Driver Salaries for July 2023,Fleet Manager
EX0000723,FL001,2023-07-01,Office Rent,105505.0,Office Rent for July 2023,Fleet Manager
EX0000724,FL001,2023-07-01,Utilities,21293.0,Utilities for July 2023,Fleet Manager
EX0000725,FL001,2023-07-01,Marketing,38936.0,Marketing for July 2023,Fleet Manager
EX0000726,FL001,2023-07-01,Insurance Premium,58704.0,Insurance Premium for July 2023,Fleet Manager
EX0000727,FL001,2023-07-01,Depreciation,79580.0,Depreciation for July 2023,Fleet Manager
EX0000728,FL001,2023-07-01,Miscellaneous,39304.0,Miscellaneous for July 2023,Fleet Manager
EX0000729,FL001,2023-07-01,Communication,23615.0,Communication for July 2023,Fleet Manager
EX0000730,FL001,2023-07-01,Parking / Garage,56732.0,Parking / Garage for July 2023,Fleet Manager
EX0000731,FL002,2023-07-01,Staff Salaries,512902.0,Staff Salaries for July 2023,Fleet Manager
EX0000732,FL002,2023-07-01,Driver Salaries,840526.0,Driver Salaries for July 2023,Fleet Manager
EX0000733,FL002,2023-07-01,Office Rent,92942.0,Office Rent for July 2023,Fleet Manager
EX0000734,FL002,2023-07-01,Utilities,21446.0,Utilities for July 2023,Fleet Manager
EX0000735,FL002,2023-07-01,Marketing,50141.0,Marketing for July 2023,Fleet Manager
EX0000736,FL002,2023-07-01,Insurance Premium,83279.0,Insurance Premium for July 2023,Fleet Manager
EX0000737,FL002,2023-07-01,Depreciation,85831.0,Depreciation for July 2023,Fleet Manager
EX0000738,FL002,2023-07-01,Miscellaneous,61731.0,Miscellaneous for July 2023,Fleet Manager
EX0000739,FL002,2023-07-01,Communication,25003.0,Communication for July 2023,Fleet Manager
EX0000740,FL002,2023-07-01,Parking / Garage,95805.0,Parking / Garage for July 2023,Fleet Manager
EX0000741,FL003,2023-07-01,Staff Salaries,600374.0,Staff Salaries for July 2023,Fleet Manager
EX0000742,FL003,2023-07-01,Driver Salaries,885829.0,Driver Salaries for July 2023,Fleet Manager
EX0000743,FL003,2023-07-01,Office Rent,106647.0,Office Rent for July 2023,Fleet Manager
EX0000744,FL003,2023-07-01,Utilities,34580.0,Utilities for July 2023,Fleet Manager
EX0000745,FL003,2023-07-01,Marketing,66647.0,Marketing for July 2023,Fleet Manager
EX0000746,FL003,2023-07-01,Insurance Premium,72904.0,Insurance Premium for July 2023,Fleet Manager
EX0000747,FL003,2023-07-01,Depreciation,113320.0,Depreciation for July 2023,Fleet Manager
EX0000748,FL003,2023-07-01,Miscellaneous,49823.0,Miscellaneous for July 2023,Fleet Manager
EX0000749,FL003,2023-07-01,Communication,27898.0,Communication for July 2023,Fleet Manager
EX0000750,FL003,2023-07-01,Parking / Garage,93637.0,Parking / Garage for July 2023,Fleet Manager
EX0000751,FL004,2023-07-01,Staff Salaries,466786.0,Staff Salaries for July 2023,Fleet Manager
EX0000752,FL004,2023-07-01,Driver Salaries,911498.0,Driver Salaries for July 2023,Fleet Manager
EX0000753,FL004,2023-07-01,Office Rent,107737.0,Office Rent for July 2023,Fleet Manager
EX0000754,FL004,2023-07-01,Utilities,24357.0,Utilities for July 2023,Fleet Manager
EX0000755,FL004,2023-07-01,Marketing,48668.0,Marketing for July 2023,Fleet Manager
EX0000756,FL004,2023-07-01,Insurance Premium,97206.0,Insurance Premium for July 2023,Fleet Manager
EX0000757,FL004,2023-07-01,Depreciation,121469.0,Depreciation for July 2023,Fleet Manager
EX0000758,FL004,2023-07-01,Miscellaneous,54128.0,Miscellaneous for July 2023,Fleet Manager
EX0000759,FL004,2023-07-01,Communication,25907.0,Communication for July 2023,Fleet Manager
EX0000760,FL004,2023-07-01,Parking / Garage,71880.0,Parking / Garage for July 2023,Fleet Manager
EX0000761,FL001,2023-08-01,Staff Salaries,582248.0,Staff Salaries for August 2023,Fleet Manager
EX0000762,FL001,2023-08-01,Driver Salaries,520820.0,Driver Salaries for August 2023,Fleet Manager
EX0000763,FL001,2023-08-01,Office Rent,104909.0,Office Rent for August 2023,Fleet Manager
EX0000764,FL001,2023-08-01,Utilities,21019.0,Utilities for August 2023,Fleet Manager
EX0000765,FL001,2023-08-01,Marketing,55004.0,Marketing for August 2023,Fleet Manager
EX0000766,FL001,2023-08-01,Insurance Premium,75179.0,Insurance Premium for August 2023,Fleet Manager
EX0000767,FL001,2023-08-01,Depreciation,90831.0,Depreciation for August 2023,Fleet Manager
EX0000768,FL001,2023-08-01,Miscellaneous,38702.0,Miscellaneous for August 2023,Fleet Manager
EX0000769,FL001,2023-08-01,Communication,19864.0,Communication for August 2023,Fleet Manager
EX0000770,FL001,2023-08-01,Parking / Garage,63155.0,Parking / Garage for August 2023,Fleet Manager
EX0000771,FL002,2023-08-01,Staff Salaries,516203.0,Staff Salaries for August 2023,Fleet Manager
EX0000772,FL002,2023-08-01,Driver Salaries,825198.0,Driver Salaries for August 2023,Fleet Manager
EX0000773,FL002,2023-08-01,Office Rent,125679.0,Office Rent for August 2023,Fleet Manager
EX0000774,FL002,2023-08-01,Utilities,28541.0,Utilities for August 2023,Fleet Manager
EX0000775,FL002,2023-08-01,Marketing,45703.0,Marketing for August 2023,Fleet Manager
EX0000776,FL002,2023-08-01,Insurance Premium,92002.0,Insurance Premium for August 2023,Fleet Manager
EX0000777,FL002,2023-08-01,Depreciation,111926.0,Depreciation for August 2023,Fleet Manager
EX0000778,FL002,2023-08-01,Miscellaneous,51805.0,Miscellaneous for August 2023,Fleet Manager
EX0000779,FL002,2023-08-01,Communication,21663.0,Communication for August 2023,Fleet Manager
EX0000780,FL002,2023-08-01,Parking / Garage,93960.0,Parking / Garage for August 2023,Fleet Manager
EX0000781,FL003,2023-08-01,Staff Salaries,634837.0,Staff Salaries for August 2023,Fleet Manager
EX0000782,FL003,2023-08-01,Driver Salaries,810936.0,Driver Salaries for August 2023,Fleet Manager
EX0000783,FL003,2023-08-01,Office Rent,113068.0,Office Rent for August 2023,Fleet Manager
EX0000784,FL003,2023-08-01,Utilities,30821.0,Utilities for August 2023,Fleet Manager
EX0000785,FL003,2023-08-01,Marketing,69328.0,Marketing for August 2023,Fleet Manager
EX0000786,FL003,2023-08-01,Insurance Premium,105713.0,Insurance Premium for August 2023,Fleet Manager
EX0000787,FL003,2023-08-01,Depreciation,141313.0,Depreciation for August 2023,Fleet Manager
EX0000788,FL003,2023-08-01,Miscellaneous,67806.0,Miscellaneous for August 2023,Fleet Manager
EX0000789,FL003,2023-08-01,Communication,32437.0,Communication for August 2023,Fleet Manager
EX0000790,FL003,2023-08-01,Parking / Garage,103217.0,Parking / Garage for August 2023,Fleet Manager
EX0000791,FL004,2023-08-01,Staff Salaries,426277.0,Staff Salaries for August 2023,Fleet Manager
EX0000792,FL004,2023-08-01,Driver Salaries,945936.0,Driver Salaries for August 2023,Fleet Manager
EX0000793,FL004,2023-08-01,Office Rent,113282.0,Office Rent for August 2023,Fleet Manager
EX0000794,FL004,2023-08-01,Utilities,30565.0,Utilities for August 2023,Fleet Manager
EX0000795,FL004,2023-08-01,Marketing,54521.0,Marketing for August 2023,Fleet Manager
EX0000796,FL004,2023-08-01,Insurance Premium,73911.0,Insurance Premium for August 2023,Fleet Manager
EX0000797,FL004,2023-08-01,Depreciation,101790.0,Depreciation for August 2023,Fleet Manager
EX0000798,FL004,2023-08-01,Miscellaneous,63771.0,Miscellaneous for August 2023,Fleet Manager
EX0000799,FL004,2023-08-01,Communication,26517.0,Communication for August 2023,Fleet Manager
EX0000800,FL004,2023-08-01,Parking / Garage,73049.0,Parking / Garage for August 2023,Fleet Manager
EX0000801,FL001,2023-09-01,Staff Salaries,611701.0,Staff Salaries for September 2023,Fleet Manager
EX0000802,FL001,2023-09-01,Driver Salaries,554980.0,Driver Salaries for September 2023,Fleet Manager
EX0000803,FL001,2023-09-01,Office Rent,103387.0,Office Rent for September 2023,Fleet Manager
EX0000804,FL001,2023-09-01,Utilities,26675.0,Utilities for September 2023,Fleet Manager
EX0000805,FL001,2023-09-01,Marketing,45190.0,Marketing for September 2023,Fleet Manager
EX0000806,FL001,2023-09-01,Insurance Premium,74562.0,Insurance Premium for September 2023,Fleet Manager
EX0000807,FL001,2023-09-01,Depreciation,98897.0,Depreciation for September 2023,Fleet Manager
EX0000808,FL001,2023-09-01,Miscellaneous,39921.0,Miscellaneous for September 2023,Fleet Manager
EX0000809,FL001,2023-09-01,Communication,20247.0,Communication for September 2023,Fleet Manager
EX0000810,FL001,2023-09-01,Parking / Garage,82584.0,Parking / Garage for September 2023,Fleet Manager
EX0000811,FL002,2023-09-01,Staff Salaries,502472.0,Staff Salaries for September 2023,Fleet Manager
EX0000812,FL002,2023-09-01,Driver Salaries,825450.0,Driver Salaries for September 2023,Fleet Manager
EX0000813,FL002,2023-09-01,Office Rent,123364.0,Office Rent for September 2023,Fleet Manager
EX0000814,FL002,2023-09-01,Utilities,25168.0,Utilities for September 2023,Fleet Manager
EX0000815,FL002,2023-09-01,Marketing,44597.0,Marketing for September 2023,Fleet Manager
EX0000816,FL002,2023-09-01,Insurance Premium,73943.0,Insurance Premium for September 2023,Fleet Manager
EX0000817,FL002,2023-09-01,Depreciation,103388.0,Depreciation for September 2023,Fleet Manager
EX0000818,FL002,2023-09-01,Miscellaneous,44301.0,Miscellaneous for September 2023,Fleet Manager
EX0000819,FL002,2023-09-01,Communication,28409.0,Communication for September 2023,Fleet Manager
EX0000820,FL002,2023-09-01,Parking / Garage,84967.0,Parking / Garage for September 2023,Fleet Manager
EX0000821,FL003,2023-09-01,Staff Salaries,614681.0,Staff Salaries for September 2023,Fleet Manager
EX0000822,FL003,2023-09-01,Driver Salaries,821186.0,Driver Salaries for September 2023,Fleet Manager
EX0000823,FL003,2023-09-01,Office Rent,134354.0,Office Rent for September 2023,Fleet Manager
EX0000824,FL003,2023-09-01,Utilities,30781.0,Utilities for September 2023,Fleet Manager
EX0000825,FL003,2023-09-01,Marketing,66062.0,Marketing for September 2023,Fleet Manager
