trip_id,fleet_id,vehicle_id,driver_id,customer_id,booking_type,booking_datetime,pickup_datetime,dropoff_datetime,duration_days,pickup_city,dropoff_city,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,distance_km,trip_fare_pkr,driver_allowance_pkr,with_driver,self_drive,status,cancellation_reason
TR004321,FL001,VH00107,,CU01335,City Ride,2024-08-04 18:05:00,2024-08-04 19:57:00,2024-08-05 09:52:12,0.58,Rawalpindi,Gujranwala,33.550672,73.013853,32.187441,74.189401,245.1,18939.0,0.0,False,True,Completed,
TR004322,FL001,VH00023,DR0033,CU00839,Corporate,2026-03-09 09:35:00,2026-03-09 10:19:00,2026-03-11 11:16:36,2.04,Rawalpindi,Rawalpindi,33.5743,73.02267,33.558933,73.025503,61.6,74831.0,2283.0,True,False,In Progress,
TR004323,FL001,VH00082,DR0048,CU00304,Airport Transfer,2026-05-02 17:05:00,2026-05-02 19:53:00,2026-05-03 05:43:24,0.41,Karachi,Islamabad,24.883842,67.018511,33.684568,73.036546,1372.2,43397.0,1175.0,True,False,Completed,
TR004324,FL003,VH00026,DR0007,CU00948,Airport Transfer,2023-01-26 13:52:00,2023-01-26 14:28:00,2023-01-26 17:20:48,0.12,Multan,Islamabad,30.154593,71.528164,33.695831,73.049552,543.0,7014.0,1144.0,True,False,Completed,
TR004325,FL003,VH00111,DR0058,CU00796,Corporate,2026-04-23 17:57:00,2026-04-23 19:19:00,2026-04-26 13:19:00,2.75,Islamabad,Faisalabad,33.684545,73.049047,31.466249,73.144677,323.1,45260.0,1241.0,True,False,Completed,
TR004326,FL002,VH00010,DR0043,CU01217,Tourism / Northern Areas,2025-06-09 19:47:00,2025-06-09 22:18:00,2025-06-13 15:49:12,3.73,Islamabad,Islamabad,33.691778,73.042805,33.683709,73.055391,51.8,24436.0,2377.0,True,False,In Progress,
TR004327,FL003,VH00020,DR0027,CU00563,City Ride,2023-09-24 16:04:00,2023-09-24 19:42:00,2023-09-25 12:44:24,0.71,Lahore,Islamabad,31.525292,74.363981,33.68392,73.048627,387.2,11505.0,2232.0,True,False,Completed,
TR004328,FL003,VH00013,DR0018,CU00315,Intercity,2022-06-10 11:10:00,2022-06-10 12:52:00,2022-06-12 09:30:24,1.86,Islamabad,Abbottabad,33.71776,73.069926,34.139391,73.205019,122.0,63711.0,678.0,True,False,Completed,
TR004329,FL001,VH00099,,CU00104,Intercity,2024-03-07 05:23:00,2024-03-07 09:10:00,2024-03-09 04:36:24,1.81,Islamabad,Rawalpindi,33.688854,73.050108,33.56213,73.003124,15.6,16153.0,0.0,False,True,In Progress,
TR004330,FL002,VH00010,DR0017,CU01073,Corporate,2024-11-19 10:44:00,2024-11-19 12:55:00,2024-11-25 06:11:48,5.72,Quetta,Lahore,30.184327,66.989028,31.513537,74.3541,936.4,52041.0,2217.0,True,False,Completed,
TR004331,FL001,VH00017,DR0013,CU01297,Airport Transfer,2024-07-26 07:40:00,2024-07-26 10:09:00,2024-07-26 12:47:24,0.11,Karachi,Islamabad,24.856426,66.998893,33.687361,73.041647,1386.9,25819.0,555.0,True,False,Completed,
TR004332,FL002,VH00002,,CU00650,Event,2022-09-14 09:31:00,2022-09-14 10:03:00,2022-09-15 01:10:12,0.63,Abbottabad,Multan,34.133905,73.197542,30.132432,71.507816,612.4,66456.0,0.0,False,True,Completed,
TR004333,FL003,VH00038,DR0010,CU01572,Airport Transfer,2025-07-13 08:52:00,2025-07-13 12:47:00,2025-07-13 19:15:48,0.27,Islamabad,Lahore,33.664751,73.032362,31.532924,74.356518,369.1,50564.0,978.0,True,False,Completed,
TR004334,FL001,VH00087,DR0057,CU01329,Airport Transfer,2025-03-20 15:52:00,2025-03-20 17:54:00,2025-03-20 23:39:36,0.24,Karachi,Islamabad,24.875766,67.009206,33.665189,73.047346,1385.4,37395.0,2869.0,True,False,Completed,
TR004335,FL003,VH00005,DR0013,CU00705,Airport Transfer,2023-10-17 03:31:00,2023-10-17 05:36:00,2023-10-17 11:36:00,0.25,Islamabad,Islamabad,33.685288,73.038287,33.68445,73.055604,0.0,1253.0,664.0,True,False,Cancelled,Vehicle Issue
TR004336,FL003,VH00058,DR0038,CU00466,Intercity,2023-03-28 15:43:00,2023-03-28 18:39:00,2023-03-31 01:07:48,2.27,Lahore,Gujranwala,31.509275,74.356672,32.182005,74.193541,73.4,15217.0,1720.0,True,False,Completed,
TR004337,FL003,VH00118,DR0019,CU01094,Wedding,2025-07-08 06:04:00,2025-07-08 07:52:00,2025-07-11 02:49:36,2.79,Faisalabad,Lahore,31.441707,73.139075,31.513462,74.346865,126.8,132871.0,1581.0,True,False,Completed,
TR004338,FL003,VH00054,DR0058,CU00278,Tourism / Northern Areas,2025-10-19 09:49:00,2025-10-19 10:45:00,2025-10-24 10:30:36,4.99,Islamabad,Islamabad,33.671594,73.046015,33.680042,73.053995,80.0,781391.0,546.0,True,False,Completed,
TR004339,FL002,VH00056,DR0020,CU00759,Monthly Contract,2022-07-08 18:59:00,2022-07-08 21:10:00,2022-08-11 10:22:00,33.55,Rawalpindi,Lahore,33.558847,73.005249,31.502286,74.372332,337.8,230496.0,1275.0,True,False,Completed,
TR004340,FL001,VH00052,DR0024,CU00577,City Ride,2024-05-23 17:12:00,2024-05-23 21:01:00,2024-05-24 13:20:12,0.68,Islamabad,Abbottabad,33.685708,73.036882,34.128924,73.202765,123.9,18359.0,1542.0,True,False,Completed,
TR004341,FL001,VH00106,DR0007,CU01475,Monthly Contract,2023-05-17 16:44:00,2023-05-17 17:34:00,2023-06-19 09:10:00,32.65,Lahore,Lahore,31.530182,74.356662,31.49826,74.354977,62.3,117936.0,2169.0,True,False,Completed,
TR004342,FL003,VH00018,DR0002,CU00999,Intercity,2025-08-01 02:19:00,2025-08-01 05:50:00,2025-08-03 15:40:24,2.41,Islamabad,Lahore,33.680231,73.053955,31.520963,74.356395,362.9,47945.0,1318.0,True,False,Completed,
TR004343,FL004,VH00061,DR0011,CU00946,Intercity,2022-09-23 15:05:00,2022-09-23 17:16:00,2022-09-25 17:44:48,2.02,Karachi,Peshawar,24.863451,67.015087,34.018057,71.512547,1440.2,40322.0,2055.0,True,False,In Progress,
TR004344,FL001,VH00046,DR0047,CU00077,Event,2025-09-28 18:59:00,2025-09-28 20:34:00,2025-09-29 09:46:00,0.55,Multan,Lahore,30.161414,71.533167,31.534453,74.347626,319.7,23821.0,2141.0,True,False,Completed,
TR004345,FL001,VH00016,DR0023,CU01616,City Ride,2025-08-07 17:54:00,2025-08-07 19:54:00,2025-08-08 04:03:36,0.34,Murree,Murree,33.900684,73.388238,33.911081,73.376732,44.9,3113.0,2082.0,True,False,Completed,
TR004346,FL004,VH00061,DR0008,CU01439,Airport Transfer,2026-04-27 14:22:00,2026-04-27 16:52:00,2026-04-28 01:16:00,0.35,Peshawar,Islamabad,34.004016,71.511186,33.673448,73.070645,170.0,5634.0,1627.0,True,False,Completed,
TR004347,FL001,VH00032,DR0017,CU00283,Corporate,2025-06-15 08:18:00,2025-06-15 10:14:00,2025-06-21 19:35:36,6.39,Multan,Islamabad,30.144823,71.540311,33.693508,73.073885,543.0,248747.0,2656.0,True,False,Completed,
TR004348,FL003,VH00013,DR0046,CU01726,Wedding,2026-02-14 12:19:00,2026-02-14 15:12:00,2026-02-16 11:36:00,1.85,Islamabad,Islamabad,33.678068,73.054136,33.696172,73.038412,79.0,60828.0,608.0,True,False,Completed,
TR004349,FL002,VH00093,DR0051,CU00713,Monthly Contract,2024-04-08 19:42:00,2024-04-08 22:20:00,2024-05-08 13:27:12,29.63,Peshawar,Peshawar,34.024947,71.532607,34.00689,71.514082,44.7,262017.0,2055.0,True,False,Completed,
TR004350,FL001,VH00043,,CU01210,Event,2022-06-23 02:06:00,2022-06-23 04:38:00,2022-06-23 20:57:12,0.68,Karachi,Karachi,24.866881,66.99308,24.846362,66.99695,58.1,8709.0,0.0,False,True,Completed,
TR004351,FL002,VH00093,DR0052,CU01116,Corporate,2025-06-18 08:18:00,2025-06-18 11:27:00,2025-06-20 02:05:24,1.61,Lahore,Lahore,31.515936,74.363269,31.532428,74.362045,67.5,21978.0,1516.0,True,False,Completed,
TR004352,FL002,VH00042,,CU00164,City Ride,2025-01-05 19:15:00,2025-01-05 23:07:00,2025-01-06 06:47:48,0.32,Lahore,Lahore,31.525973,74.36159,31.534323,74.356731,51.6,10389.0,0.0,False,True,Completed,
TR004353,FL001,VH00069,,CU01137,Wedding,2025-08-26 09:25:00,2025-08-26 10:43:00,2025-08-28 05:55:00,1.8,Rawalpindi,Rawalpindi,33.575817,73.011989,33.55065,73.006085,40.1,11844.0,0.0,False,True,Completed,
TR004354,FL002,VH00050,DR0037,CU01917,Corporate,2025-05-17 19:16:00,2025-05-17 20:55:00,2025-05-20 03:09:24,2.26,Rawalpindi,Rawalpindi,33.558216,73.032307,33.561666,73.023484,36.4,67102.0,1014.0,True,False,Completed,
TR004355,FL001,VH00031,,CU00961,City Ride,2025-12-26 07:45:00,2025-12-26 08:28:00,2025-12-26 23:06:24,0.61,Karachi,Islamabad,24.868807,67.012539,33.693059,73.03979,1381.4,103802.0,0.0,False,True,Completed,
TR004356,FL004,VH00014,DR0012,CU00481,Event,2024-12-03 19:13:00,2024-12-03 21:30:00,2024-12-04 22:13:12,1.03,Peshawar,Rawalpindi,34.027974,71.523798,33.556971,73.032742,190.7,25830.0,2460.0,True,False,Completed,
TR004357,FL001,VH00051,DR0044,CU01354,Intercity,2023-12-08 18:17:00,2023-12-08 21:46:00,2023-12-10 22:14:48,2.02,Karachi,Lahore,24.847168,67.003177,31.515509,74.359843,1248.7,135344.0,2256.0,True,False,Completed,
TR004358,FL001,VH00045,,CU00412,City Ride,2025-10-12 16:41:00,2025-10-12 20:19:00,2025-10-13 09:31:00,0.55,Karachi,Karachi,24.856226,67.016159,24.855939,66.994015,74.1,22401.0,0.0,False,True,Completed,
TR004359,FL001,VH00043,,CU01932,Wedding,2026-05-09 20:12:00,2026-05-09 21:35:00,2026-05-12 12:56:36,2.64,Peshawar,Karachi,34.015828,71.520198,24.858895,66.988109,1440.2,60534.0,0.0,False,True,Completed,
TR004360,FL001,VH00023,DR0036,CU01997,Airport Transfer,2026-01-14 09:01:00,2026-01-14 12:59:00,2026-01-14 18:30:12,0.23,Multan,Lahore,30.144918,71.526809,31.52424,74.378493,0.0,6330.0,1074.0,True,False,Cancelled,Driver Unavailable
TR004361,FL003,VH00072,DR0003,CU01663,Airport Transfer,2025-09-20 20:20:00,2025-09-20 21:06:00,2025-09-21 02:08:24,0.21,Rawalpindi,Islamabad,33.584656,72.998632,33.693094,73.049158,14.9,3385.0,722.0,True,False,Completed,
TR004362,FL002,VH00009,DR0043,CU01558,Event,2026-02-11 17:46:00,2026-02-11 20:15:00,2026-02-13 07:17:24,1.46,Rawalpindi,Lahore,33.571858,73.021445,31.519049,74.347512,337.8,26581.0,585.0,True,False,Completed,
TR004363,FL003,VH00038,,CU01945,Wedding,2023-07-06 15:47:00,2023-07-06 17:24:00,2023-07-09 00:21:36,2.29,Murree,Murree,33.905642,73.402977,33.900895,73.394823,55.7,182872.0,0.0,False,True,Completed,
TR004364,FL001,VH00108,DR0027,CU00227,Airport Transfer,2025-05-09 18:03:00,2025-05-09 19:32:00,2025-05-10 01:32:00,0.25,Lahore,Lahore,31.526589,74.366804,31.510201,74.341604,0.0,3233.0,861.0,True,False,Cancelled,No Show
TR004365,FL001,VH00073,DR0010,CU00943,Corporate,2024-12-05 08:54:00,2024-12-05 10:21:00,2024-12-10 11:47:24,5.06,Multan,Multan,30.152578,71.532204,30.162854,71.527878,21.7,80890.0,2169.0,True,False,Completed,
TR004366,FL002,VH00094,DR0027,CU01725,City Ride,2023-03-09 03:24:00,2023-03-09 06:46:00,2023-03-09 23:34:00,0.7,Lahore,Lahore,31.51639,74.370105,31.513982,74.363174,77.9,7067.0,2977.0,True,False,Completed,
TR004367,FL001,VH00032,DR0034,CU01209,Intercity,2024-04-27 20:02:00,2024-04-27 23:04:00,2024-04-29 19:42:24,1.86,Lahore,Faisalabad,31.511841,74.361787,31.457805,73.132423,127.3,70560.0,2051.0,True,False,Completed,
TR004368,FL002,VH00066,DR0003,CU01965,City Ride,2022-03-13 11:33:00,2022-03-13 14:00:00,2022-03-14 02:43:12,0.53,Rawalpindi,Rawalpindi,33.569022,73.018602,33.58247,73.006023,65.1,7415.0,1760.0,True,False,Completed,
TR004369,FL003,VH00047,,CU00471,City Ride,2026-01-14 11:38:00,2026-01-14 14:44:00,2026-01-15 07:17:36,0.69,Islamabad,Rawalpindi,33.682877,73.047608,33.575707,73.007182,0.0,16189.0,0.0,False,True,Cancelled,Vehicle Issue
TR004370,FL004,VH00103,DR0059,CU00126,City Ride,2022-11-17 16:01:00,2022-11-17 16:57:00,2022-11-18 03:16:12,0.43,Islamabad,Islamabad,33.680521,73.069333,33.681984,73.054025,45.2,12049.0,1215.0,True,False,Completed,
TR004371,FL001,VH00025,DR0002,CU00104,Airport Transfer,2024-11-28 07:23:00,2024-11-28 11:09:00,2024-11-28 14:45:00,0.15,Multan,Islamabad,30.145521,71.537606,33.668173,73.058168,543.0,21504.0,2557.0,True,False,Completed,
TR004372,FL002,VH00080,DR0049,CU01199,Corporate,2022-11-24 18:25:00,2022-11-24 22:23:00,2022-11-28 00:03:48,3.07,Rawalpindi,Rawalpindi,33.561917,73.016235,33.558135,73.02482,0.0,4384.0,2426.0,True,False,Cancelled,Customer Request
TR004373,FL001,VH00023,DR0049,CU00809,Corporate,2026-03-09 15:05:00,2026-03-09 18:39:00,2026-03-14 02:34:12,4.33,Abbottabad,Islamabad,34.148775,73.210282,33.708105,73.049768,124.0,158359.0,2389.0,True,False,Completed,
TR004374,FL001,VH00043,DR0046,CU00105,Corporate,2024-09-17 07:29:00,2024-09-17 11:16:00,2024-09-23 19:54:24,6.36,Abbottabad,Abbottabad,34.156875,73.220917,34.132224,73.208264,22.4,69995.0,2398.0,True,False,Completed,
TR004375,FL001,VH00082,DR0060,CU01491,Intercity,2026-06-16 07:34:00,2026-06-16 10:32:00,2026-06-18 20:22:24,2.41,Karachi,Multan,24.876393,66.98274,30.152859,71.533132,960.3,56131.0,1928.0,True,False,Completed,
TR004376,FL002,VH00050,,CU01138,Monthly Contract,2023-12-20 16:03:00,2023-12-20 19:29:00,2024-01-22 08:55:24,32.56,Islamabad,Islamabad,33.708229,73.042229,33.666797,73.044652,78.0,603225.0,0.0,False,True,Completed,
TR004377,FL001,VH00081,DR0021,CU01279,City Ride,2022-08-17 19:07:00,2022-08-17 21:08:00,2022-08-18 09:08:00,0.5,Murree,Murree,33.917104,73.372551,33.910792,73.384645,49.7,16718.0,600.0,True,False,Completed,
TR004378,FL002,VH00027,,CU00099,Airport Transfer,2024-07-19 18:14:00,2024-07-19 21:11:00,2024-07-20 07:59:00,0.45,Murree,Islamabad,33.922444,73.380843,33.692983,73.049079,68.3,6757.0,0.0,False,True,Completed,
TR004379,FL003,VH00055,DR0025,CU01723,Monthly Contract,2026-04-25 05:16:00,2026-04-25 08:39:00,2026-05-28 20:39:00,33.5,Faisalabad,Faisalabad,31.467222,73.130257,31.468581,73.12662,57.7,158739.0,2742.0,True,False,Completed,
TR004380,FL001,VH00077,,CU01984,City Ride,2026-06-04 17:00:00,2026-06-04 18:51:00,2026-06-05 08:46:12,0.58,Rawalpindi,Rawalpindi,33.562416,73.021216,33.576673,73.022353,77.9,12205.0,0.0,False,True,Completed,
TR004381,FL002,VH00078,,CU01391,Corporate,2022-07-09 19:57:00,2022-07-09 20:49:00,2022-07-13 04:15:24,3.31,Islamabad,Islamabad,33.693422,73.050896,33.682114,73.058846,50.6,181534.0,0.0,False,True,Completed,
TR004382,FL001,VH00115,DR0059,CU00175,Corporate,2024-05-25 17:10:00,2024-05-25 18:06:00,2024-05-27 14:58:48,1.87,Islamabad,Karachi,33.678977,73.056641,24.871304,66.98706,1385.1,259282.0,2878.0,True,False,Completed,
TR004383,FL001,VH00033,DR0031,CU01296,Airport Transfer,2026-06-15 07:01:00,2026-06-15 09:10:00,2026-06-15 19:58:00,0.45,Lahore,Islamabad,31.521877,74.353519,33.690308,73.03775,368.3,21450.0,794.0,True,False,Completed,
TR004384,FL002,VH00009,DR0040,CU01193,Intercity,2025-12-21 17:50:00,2025-12-21 20:03:00,2025-12-24 17:39:00,2.9,Karachi,Islamabad,24.849578,66.991175,33.701165,73.038532,1477.8,72969.0,571.0,True,False,Completed,
TR004385,FL002,VH00039,DR0026,CU01952,Airport Transfer,2023-02-28 09:21:00,2023-02-28 10:27:00,2023-02-28 15:15:00,0.2,Karachi,Lahore,24.855628,66.998772,31.499769,74.367117,1176.7,89657.0,1491.0,True,False,Completed,
TR004386,FL001,VH00087,DR0055,CU01198,Intercity,2022-03-05 12:15:00,2022-03-05 14:29:00,2022-03-07 23:07:24,2.36,Lahore,Rawalpindi,31.530402,74.359176,33.548599,73.011782,0.0,4159.0,2194.0,True,False,Cancelled,Weather
TR004387,FL002,VH00100,DR0003,CU01131,Airport Transfer,2024-05-22 21:36:00,2024-05-23 00:47:00,2024-05-23 04:51:48,0.17,Karachi,Lahore,24.866446,67.002621,31.52034,74.362827,1219.3,18038.0,2448.0,True,False,Completed,
TR004388,FL001,VH00107,DR0036,CU00333,City Ride,2025-12-07 12:35:00,2025-12-07 14:44:00,2025-12-08 04:10:24,0.56,Rawalpindi,Rawalpindi,33.573226,73.020217,33.572919,73.009985,22.9,10805.0,2240.0,True,False,Completed,
TR004389,FL001,VH00007,DR0025,CU00736,Corporate,2022-12-22 16:34:00,2022-12-22 20:28:00,2022-12-28 21:40:00,6.05,Rawalpindi,Rawalpindi,33.559667,73.013362,33.575451,73.014522,74.6,33668.0,2074.0,True,False,Completed,
TR004390,FL001,VH00031,,CU00576,Airport Transfer,2022-06-28 15:06:00,2022-06-28 18:03:00,2022-06-28 23:05:24,0.21,Rawalpindi,Lahore,33.563271,73.010092,31.51861,74.345836,0.0,4345.0,0.0,False,True,Cancelled,Driver Unavailable
TR004391,FL001,VH00043,DR0034,CU01492,Wedding,2026-04-10 10:01:00,2026-04-10 12:14:00,2026-04-12 18:28:24,2.26,Islamabad,Islamabad,33.691193,73.040442,33.688408,73.04266,68.2,26198.0,1993.0,True,False,Completed,
TR004392,FL001,VH00007,DR0053,CU00013,Intercity,2023-03-26 08:13:00,2023-03-26 11:44:00,2023-03-29 04:03:12,2.68,Islamabad,Gujranwala,33.678809,73.04257,32.187411,74.206575,257.2,18276.0,1407.0,True,False,Completed,
TR004393,FL001,VH00019,DR0004,CU01685,City Ride,2025-12-12 17:23:00,2025-12-12 18:33:00,2025-12-13 16:23:24,0.91,Islamabad,Islamabad,33.681189,73.073674,33.6933,73.060756,60.4,5055.0,511.0,True,False,Completed,
TR004394,FL003,VH00026,,CU01184,Corporate,2024-10-07 15:21:00,2024-10-07 18:58:00,2024-10-10 20:24:24,3.06,Rawalpindi,Rawalpindi,33.560835,73.001303,33.575243,73.017552,33.0,13104.0,0.0,False,True,Completed,
TR004395,FL002,VH00042,DR0003,CU01984,Airport Transfer,2026-06-27 01:15:00,2026-06-27 04:41:00,2026-06-27 11:09:48,0.27,Peshawar,Islamabad,34.032604,71.522592,33.675882,73.04567,172.0,15189.0,2114.0,True,False,Completed,
TR004396,FL001,VH00036,DR0053,CU00518,Airport Transfer,2022-12-09 10:31:00,2022-12-09 11:06:00,2022-12-09 15:54:00,0.2,Karachi,Islamabad,24.840816,66.987102,33.679441,73.051192,1466.6,18339.0,2021.0,True,False,Completed,
TR004397,FL002,VH00074,DR0027,CU00605,Tourism / Northern Areas,2024-11-12 14:48:00,2024-11-12 17:48:00,2024-11-21 23:19:12,9.23,Lahore,Lahore,31.512135,74.367377,31.513119,74.355419,15.5,331814.0,2694.0,True,False,Completed,
TR004398,FL003,VH00083,DR0005,CU01507,City Ride,2022-03-17 09:56:00,2022-03-17 12:33:00,2022-03-17 22:52:12,0.43,Murree,Lahore,33.922582,73.386853,31.515508,74.37025,364.6,15610.0,2956.0,True,False,Completed,
TR004399,FL001,VH00046,DR0007,CU01850,Intercity,2024-12-07 07:22:00,2024-12-07 09:04:00,2024-12-10 04:16:00,2.8,Islamabad,Nathiagali,33.671396,73.044154,34.068124,73.371369,71.4,62135.0,2675.0,True,False,Completed,
TR004400,FL003,VH00063,DR0046,CU00169,Intercity,2022-07-20 07:35:00,2022-07-20 11:23:00,2022-07-22 23:08:36,2.49,Karachi,Rawalpindi,24.86968,67.012083,33.565521,73.005072,0.0,9654.0,2493.0,True,False,Cancelled,Vehicle Issue
TR004401,FL001,VH00102,DR0058,CU00022,City Ride,2025-12-21 13:23:00,2025-12-21 14:16:00,2025-12-21 21:56:48,0.32,Islamabad,Islamabad,33.695842,73.043767,33.678395,73.045796,72.7,7052.0,2782.0,True,False,Completed,
TR004402,FL001,VH00049,DR0024,CU01452,Monthly Contract,2025-10-04 12:59:00,2025-10-04 14:04:00,2025-11-07 06:52:00,33.7,Islamabad,Islamabad,33.68537,73.048167,33.680237,73.052937,50.6,302001.0,2383.0,True,False,Completed,
TR004403,FL001,VH00077,DR0041,CU01003,Corporate,2024-07-27 08:56:00,2024-07-27 12:30:00,2024-07-30 14:10:48,3.07,Islamabad,Islamabad,33.690815,73.031537,33.668235,73.062505,69.5,52602.0,2113.0,True,False,Completed,
TR004404,FL001,VH00084,DR0051,CU01390,Airport Transfer,2023-12-08 07:05:00,2023-12-08 08:44:00,2023-12-08 13:32:00,0.2,Rawalpindi,Lahore,33.577211,73.016601,31.510411,74.359061,337.8,12165.0,501.0,True,False,Completed,
TR004405,FL001,VH00011,DR0003,CU01116,Intercity,2024-05-14 17:02:00,2024-05-14 19:26:00,2024-05-17 03:50:00,2.35,Karachi,Lahore,24.867565,67.00431,31.546151,74.379715,1286.9,31202.0,1428.0,True,False,Completed,
TR004406,FL003,VH00048,DR0026,CU00887,Corporate,2023-01-13 15:27:00,2023-01-13 16:59:00,2023-01-17 15:03:48,3.92,Karachi,Islamabad,24.852786,66.997393,33.694678,73.044706,1402.7,118318.0,1509.0,True,False,Completed,
TR004407,FL002,VH00079,,CU01642,Intercity,2026-05-17 21:34:00,2026-05-18 01:06:00,2026-05-20 04:56:24,2.16,Karachi,Multan,24.888067,66.980968,30.153928,71.527358,960.3,55597.0,0.0,False,True,In Progress,
TR004408,FL001,VH00069,DR0003,CU01991,City Ride,2022-02-04 11:09:00,2022-02-04 13:16:00,2022-02-04 21:40:00,0.35,Islamabad,Islamabad,33.675296,73.052681,33.685385,73.049909,50.6,3031.0,767.0,True,False,Completed,
TR004409,FL003,VH00119,DR0034,CU01767,Corporate,2023-08-28 08:22:00,2023-08-28 09:09:00,2023-09-01 17:47:24,4.36,Karachi,Multan,24.856831,67.009128,30.169333,71.524568,960.3,53264.0,548.0,True,False,Completed,
TR004410,FL002,VH00002,,CU00737,Tourism / Northern Areas,2024-11-09 21:32:00,2024-11-09 22:53:00,2024-11-13 21:41:00,3.95,Nathiagali,Nathiagali,34.072335,73.382389,34.056455,73.39261,0.0,42380.0,0.0,False,True,Cancelled,Vehicle Issue
TR004411,FL001,VH00012,DR0052,CU01813,City Ride,2022-12-26 17:52:00,2022-12-26 19:22:00,2022-12-27 14:48:24,0.81,Faisalabad,Islamabad,31.456156,73.116474,33.679401,73.049735,323.1,11934.0,2883.0,True,False,Completed,
TR004412,FL001,VH00087,DR0051,CU01895,Wedding,2023-01-18 16:42:00,2023-01-18 19:26:00,2023-01-21 10:04:24,2.61,Lahore,Lahore,31.514164,74.365853,31.526808,74.344622,46.7,31177.0,2416.0,True,False,Completed,
TR004413,FL003,VH00040,DR0032,CU01676,City Ride,2024-12-17 14:58:00,2024-12-17 18:27:00,2024-12-18 06:27:00,0.5,Lahore,Peshawar,31.532497,74.336855,34.004802,71.513672,498.6,8316.0,677.0,True,False,Completed,
TR004414,FL004,VH00008,DR0038,CU00105,Corporate,2025-11-09 06:54:00,2025-11-09 08:50:00,2025-11-14 13:38:00,5.2,Lahore,Lahore,31.518625,74.37247,31.50898,74.35686,77.3,724860.0,1414.0,True,False,Completed,
TR004415,FL004,VH00101,DR0017,CU01036,City Ride,2022-05-16 11:24:00,2022-05-16 12:39:00,2022-05-17 09:31:48,0.87,Murree,Islamabad,33.925605,73.383461,33.690463,73.034477,70.9,7410.0,2627.0,True,False,Completed,
TR004416,FL002,VH00050,DR0025,CU00174,City Ride,2024-01-21 21:08:00,2024-01-21 23:43:00,2024-01-22 11:14:12,0.48,Karachi,Lahore,24.870287,67.011595,31.509487,74.351121,0.0,31.0,830.0,True,False,Cancelled,Weather
TR004417,FL001,VH00102,,CU00575,Airport Transfer,2022-07-14 19:01:00,2022-07-14 20:35:00,2022-07-15 06:25:24,0.41,Islamabad,Lahore,33.688381,73.053877,31.517912,74.369859,379.6,17056.0,0.0,False,True,Completed,
TR004418,FL002,VH00093,,CU01156,Airport Transfer,2026-01-04 06:07:00,2026-01-04 07:21:00,2026-01-04 17:54:36,0.44,Islamabad,Islamabad,33.681615,73.0377,33.676914,73.05192,0.0,1923.0,0.0,False,True,Cancelled,Weather
TR004419,FL003,VH00058,DR0009,CU00757,Tourism / Northern Areas,2025-12-06 03:46:00,2025-12-06 04:29:00,2025-12-10 08:33:48,4.17,Karachi,Karachi,24.854967,66.981871,24.856152,67.000272,20.4,25666.0,1552.0,True,False,Completed,
TR004420,FL002,VH00097,DR0021,CU01460,City Ride,2026-05-07 15:49:00,2026-05-07 16:43:00,2026-05-08 01:50:12,0.38,Nathiagali,Lahore,34.072928,73.382074,31.525778,74.379275,386.7,35706.0,2413.0,True,False,Completed,
TR004421,FL001,VH00084,DR0040,CU01017,City Ride,2022-12-13 08:14:00,2022-12-13 10:51:00,2022-12-13 22:36:36,0.49,Islamabad,Islamabad,33.658136,73.047664,33.677584,73.046732,66.4,8491.0,2791.0,True,False,Completed,
TR004422,FL001,VH00024,DR0060,CU01617,Airport Transfer,2022-03-01 17:22:00,2022-03-01 21:13:00,2022-03-02 03:41:48,0.27,Faisalabad,Islamabad,31.449011,73.138244,33.68022,73.031385,323.1,16126.0,2477.0,True,False,No Show,
TR004423,FL002,VH00004,DR0047,CU00074,Corporate,2025-11-19 20:51:00,2025-11-19 21:32:00,2025-11-24 15:46:24,4.76,Islamabad,Islamabad,33.680798,73.070432,33.691526,73.052983,0.0,18416.0,1529.0,True,False,Cancelled,
TR004424,FL003,VH00028,,CU00854,Airport Transfer,2022-09-13 16:16:00,2022-09-13 17:31:00,2022-09-13 22:47:48,0.22,Murree,Lahore,33.912827,73.387621,31.495393,74.35727,364.6,12532.0,0.0,False,True,In Progress,
TR004425,FL003,VH00038,DR0023,CU00401,Corporate,2026-06-18 18:43:00,2026-06-18 21:50:00,2026-06-21 13:11:36,2.64,Rawalpindi,Lahore,33.561092,73.011528,31.504106,74.35168,337.8,232709.0,1764.0,True,False,In Progress,
TR004426,FL004,VH00029,DR0005,CU01279,Wedding,2025-01-23 21:39:00,2025-01-23 23:53:00,2025-01-25 02:17:00,1.1,Abbottabad,Abbottabad,34.134554,73.219036,34.128725,73.195453,26.0,15626.0,1282.0,True,False,Completed,
TR004427,FL004,VH00061,DR0013,CU00339,Intercity,2023-06-04 18:11:00,2023-06-04 21:18:00,2023-06-06 09:32:24,1.51,Karachi,Quetta,24.867798,67.002476,30.184984,66.98051,768.9,24911.0,1319.0,True,False,Completed,
TR004428,FL002,VH00022,DR0034,CU01994,Airport Transfer,2026-01-27 21:16:00,2026-01-27 23:04:00,2026-01-28 11:04:00,0.5,Peshawar,Islamabad,34.016807,71.528535,33.676992,73.072953,176.6,5622.0,2794.0,True,False,Completed,
