invoice_id,trip_id,customer_id,fleet_id,invoice_date,due_date,base_fare_pkr,total_surcharge_pkr,discount_pkr,driver_allowance_pkr,tax_pkr,total_amount_pkr,paid_amount_pkr,outstanding_pkr,payment_method,payment_status,advance_paid_pct
INV004949,TR005093,CU00687,FL003,2022-11-09,2022-11-16,6387.0,4000.0,1573.0,867.0,0.0,9681.0,9681.0,0.0,Cash,Paid,100
INV004950,TR005094,CU01898,FL003,2025-12-04,2025-12-11,198905.0,0.0,15029.0,1603.0,0.0,185479.0,185479.0,0.0,Cash,Paid,50
INV004951,TR005095,CU00903,FL003,2024-07-09,2024-07-16,241557.0,0.0,0.0,2084.0,0.0,243641.0,243641.0,0.0,EasyPaisa,Paid,20
INV004952,TR005096,CU00300,FL004,2022-03-19,2022-03-26,31198.0,0.0,3992.0,1894.0,0.0,29100.0,29100.0,0.0,Cash,Paid,0
INV004953,TR005097,CU00787,FL002,2022-06-12,2022-06-19,5620.0,2000.0,0.0,0.0,0.0,7620.0,7620.0,0.0,Bank Transfer,Paid,100
INV004954,TR005098,CU01437,FL003,2024-06-15,2024-06-22,31410.0,5000.0,0.0,1360.0,0.0,37770.0,37770.0,0.0,JazzCash,Paid,20
INV004955,TR005099,CU01637,FL002,2022-11-28,2022-12-05,8920.0,1000.0,1053.0,1334.0,0.0,10201.0,8454.0,1747.0,Bank Transfer,Partial,0
INV004956,TR005100,CU00273,FL001,2025-07-08,2025-07-15,21473.0,4000.0,0.0,2031.0,0.0,27504.0,27504.0,0.0,Bank Transfer,Paid,0
INV004957,TR005101,CU01758,FL001,2026-04-15,2026-04-22,75589.0,0.0,0.0,2149.0,0.0,77738.0,77738.0,0.0,Cash,Paid,100
INV004958,TR005102,CU00809,FL004,2022-12-11,2022-12-18,2801.0,4280.0,0.0,938.0,0.0,8019.0,8019.0,0.0,JazzCash,Paid,100
INV004959,TR005103,CU01761,FL003,2026-03-27,2026-04-03,5227.0,4500.0,0.0,2862.0,0.0,12589.0,12589.0,0.0,JazzCash,Paid,50
INV004960,TR005104,CU00058,FL003,2024-05-24,2024-05-31,20500.0,3000.0,5057.0,0.0,0.0,18443.0,6092.0,12351.0,Card (POS),Partial,20
INV004961,TR005105,CU01188,FL003,2025-10-18,2025-10-25,37232.0,8000.0,6282.0,2263.0,0.0,41213.0,41213.0,0.0,EasyPaisa,Paid,50
INV004962,TR005106,CU00116,FL002,2022-08-27,2022-09-03,6223.0,0.0,0.0,1207.0,0.0,7430.0,6281.0,1149.0,Bank Transfer,Partial,50
INV004963,TR005107,CU00793,FL001,2024-12-23,2024-12-30,18754.0,1000.0,4386.0,2678.0,0.0,18046.0,18046.0,0.0,Cash,Paid,20
INV004964,TR005108,CU00403,FL003,2026-01-19,2026-01-26,497449.0,0.0,0.0,0.0,0.0,497449.0,497449.0,0.0,Cash,Paid,0
INV004965,TR005109,CU00770,FL002,2023-02-25,2023-03-04,92422.0,9242.0,0.0,513.0,0.0,102177.0,85948.0,16229.0,Cash,Partial,0
INV004966,TR005110,CU00713,FL002,2024-10-16,2024-10-23,213523.0,21352.0,0.0,0.0,0.0,234875.0,234875.0,0.0,Card (POS),Paid,0
INV004967,TR005111,CU00598,FL003,2026-01-11,2026-01-18,6734.0,1500.0,0.0,1079.0,0.0,9313.0,9313.0,0.0,JazzCash,Paid,50
INV004968,TR005112,CU00285,FL003,2022-11-23,2022-11-30,8065.0,0.0,0.0,0.0,0.0,8065.0,8065.0,0.0,EasyPaisa,Paid,20
INV004969,TR005113,CU00008,FL003,2024-03-27,2024-04-03,103449.0,0.0,0.0,0.0,0.0,103449.0,103449.0,0.0,EasyPaisa,Paid,50
INV004970,TR005114,CU00909,FL004,2023-03-27,2023-04-03,140434.0,14043.0,0.0,2922.0,0.0,157399.0,157399.0,0.0,Cash,Paid,0
INV004971,TR005115,CU00842,FL003,2022-11-27,2022-12-04,69792.0,4500.0,0.0,0.0,0.0,74292.0,74292.0,0.0,Cash,Paid,50
INV004972,TR005116,CU01119,FL004,2025-11-13,2025-11-20,214685.0,1000.0,0.0,1398.0,0.0,217083.0,217083.0,0.0,JazzCash,Paid,20
INV004973,TR005117,CU00186,FL002,2026-06-24,2026-07-01,88852.0,5000.0,0.0,1359.0,0.0,95211.0,95211.0,0.0,EasyPaisa,Paid,100
INV004974,TR005118,CU01856,FL002,2026-05-16,2026-05-23,45181.0,5000.0,8513.0,1654.0,0.0,43322.0,43322.0,0.0,Cash,Paid,20
INV004975,TR005119,CU00085,FL001,2023-05-14,2023-05-21,227003.0,22700.0,0.0,2544.0,0.0,252247.0,135881.0,116366.0,Cash,Partial,20
INV004976,TR005120,CU00011,FL002,2024-08-11,2024-08-18,285.0,28.0,0.0,1357.0,0.0,1670.0,1670.0,0.0,JazzCash,Paid,50
INV004977,TR005121,CU01535,FL003,2026-04-19,2026-04-26,80310.0,500.0,0.0,1311.0,0.0,82121.0,43902.0,38219.0,EasyPaisa,Partial,100
INV004978,TR005122,CU01233,FL002,2025-08-06,2025-08-13,16143.0,5500.0,1704.0,845.0,0.0,20784.0,20784.0,0.0,JazzCash,Paid,100
INV004979,TR005123,CU01489,FL004,2024-04-17,2024-04-24,19120.0,0.0,0.0,2418.0,0.0,21538.0,21538.0,0.0,Bank Transfer,Paid,100
INV004980,TR005124,CU00046,FL004,2022-12-10,2022-12-17,36014.0,3000.0,0.0,2377.0,0.0,41391.0,41391.0,0.0,Cash,Paid,50
INV004981,TR005125,CU01088,FL004,2023-01-11,2023-01-18,55191.0,4000.0,0.0,0.0,0.0,59191.0,59191.0,0.0,JazzCash,Paid,50
INV004982,TR005126,CU00463,FL003,2026-05-15,2026-05-22,54122.0,0.0,0.0,2138.0,0.0,56260.0,56260.0,0.0,Cash,Paid,50
INV004983,TR005127,CU00189,FL002,2023-10-19,2023-10-26,15049.0,4000.0,0.0,0.0,0.0,19049.0,19049.0,0.0,Cash,Paid,100
INV004984,TR005128,CU00551,FL001,2022-02-27,2022-03-06,151588.0,3000.0,0.0,0.0,0.0,154588.0,154588.0,0.0,Bank Transfer,Paid,100
INV004985,TR005129,CU00156,FL002,2023-10-27,2023-11-03,34203.0,0.0,0.0,1494.0,0.0,35697.0,12986.0,22711.0,Cash,Partial,100
INV004986,TR005130,CU00030,FL003,2025-06-15,2025-06-22,35075.0,6008.0,0.0,1771.0,0.0,42854.0,42854.0,0.0,Card (POS),Paid,0
INV004987,TR005131,CU01864,FL001,2023-08-09,2023-08-16,556059.0,3000.0,0.0,2569.0,0.0,561628.0,561628.0,0.0,JazzCash,Paid,50
INV004988,TR005132,CU00625,FL001,2025-06-04,2025-06-11,43900.0,0.0,0.0,2815.0,0.0,46715.0,46715.0,0.0,Bank Transfer,Paid,0
INV004989,TR005133,CU00008,FL002,2026-02-22,2026-03-01,16751.0,0.0,0.0,914.0,0.0,17665.0,17665.0,0.0,JazzCash,Paid,50
INV004990,TR005134,CU01758,FL002,2026-06-25,2026-07-02,41557.0,7000.0,0.0,2014.0,0.0,50571.0,50571.0,0.0,Cash,Paid,20
INV004991,TR005135,CU01235,FL001,2023-02-15,2023-02-22,556059.0,0.0,0.0,2018.0,0.0,558077.0,342110.0,215967.0,Cash,Partial,100
INV004992,TR005136,CU00448,FL003,2023-06-29,2023-07-06,13987.0,5399.0,2916.0,0.0,0.0,16470.0,16470.0,0.0,JazzCash,Paid,20
INV004993,TR005137,CU00312,FL002,2023-07-28,2023-08-04,8246.0,0.0,0.0,791.0,0.0,9037.0,9037.0,0.0,Cash,Paid,50
INV004994,TR005138,CU01750,FL003,2023-08-11,2023-08-18,4278.0,5000.0,0.0,509.0,0.0,9787.0,9787.0,0.0,JazzCash,Paid,100
INV004995,TR005139,CU00367,FL003,2022-12-18,2022-12-25,31931.0,3000.0,0.0,2342.0,0.0,37273.0,37273.0,0.0,Cash,Paid,100
INV004996,TR005140,CU00145,FL001,2026-06-14,2026-06-21,30657.0,4000.0,0.0,0.0,0.0,34657.0,16913.0,17744.0,Cash,Partial,100
INV004997,TR005141,CU01272,FL004,2023-04-02,2023-04-09,6042.0,1500.0,0.0,1057.0,0.0,8599.0,8599.0,0.0,EasyPaisa,Paid,50
INV004998,TR005142,CU01869,FL001,2022-03-24,2022-03-31,30677.0,3068.0,0.0,0.0,0.0,33745.0,33745.0,0.0,EasyPaisa,Paid,100
INV004999,TR005143,CU00127,FL002,2025-09-12,2025-09-19,89762.0,0.0,0.0,2775.0,0.0,92537.0,92537.0,0.0,JazzCash,Paid,0
INV005000,TR005144,CU01039,FL002,2026-03-23,2026-03-30,11611.0,6000.0,0.0,558.0,0.0,18169.0,18169.0,0.0,EasyPaisa,Paid,0
INV005001,TR005145,CU00994,FL001,2022-11-08,2022-11-15,14976.0,0.0,0.0,1448.0,0.0,16424.0,16424.0,0.0,Cash,Paid,20
INV005002,TR005146,CU00939,FL002,2022-05-10,2022-05-17,44169.0,7417.0,5895.0,0.0,0.0,45691.0,45691.0,0.0,Cash,Paid,20
INV005003,TR005147,CU01847,FL004,2022-03-28,2022-04-04,57141.0,7500.0,0.0,1632.0,0.0,66273.0,54020.0,12253.0,Cash,Partial,100
INV005004,TR005148,CU01097,FL003,2025-04-17,2025-04-24,31071.0,11000.0,0.0,2191.0,0.0,44262.0,44262.0,0.0,EasyPaisa,Paid,100
INV005005,TR005150,CU00823,FL004,2024-02-17,2024-02-24,16780.0,1678.0,0.0,1835.0,0.0,20293.0,20293.0,0.0,Cash,Paid,50
INV005006,TR005151,CU01436,FL003,2026-05-16,2026-05-23,67806.0,0.0,0.0,1329.0,0.0,69135.0,69135.0,0.0,JazzCash,Paid,100
INV005007,TR005152,CU01108,FL002,2026-06-23,2026-06-30,16194.0,1619.0,0.0,0.0,0.0,17813.0,17813.0,0.0,JazzCash,Paid,20
INV005008,TR005153,CU00141,FL001,2023-06-19,2023-06-26,19791.0,0.0,0.0,1611.0,0.0,21402.0,21402.0,0.0,EasyPaisa,Paid,100
INV005009,TR005154,CU00221,FL002,2026-06-13,2026-06-20,8461.0,1500.0,0.0,2942.0,0.0,12903.0,12903.0,0.0,Card (POS),Paid,50
INV005010,TR005156,CU01314,FL003,2025-12-24,2025-12-31,46025.0,3500.0,0.0,1592.0,0.0,51117.0,51117.0,0.0,Cash,Paid,100
INV005011,TR005157,CU01002,FL001,2025-07-04,2025-07-11,348285.0,0.0,0.0,1144.0,0.0,349429.0,349429.0,0.0,JazzCash,Paid,0
INV005012,TR005158,CU01929,FL003,2025-05-21,2025-05-28,50315.0,0.0,0.0,2205.0,0.0,52520.0,52520.0,0.0,JazzCash,Paid,100
INV005013,TR005159,CU01409,FL001,2022-06-14,2022-06-21,7502.0,8000.0,553.0,2762.0,0.0,17711.0,17711.0,0.0,Card (POS),Paid,50
INV005014,TR005160,CU00610,FL004,2026-03-28,2026-04-04,128426.0,5000.0,0.0,2394.0,0.0,135820.0,135820.0,0.0,Bank Transfer,Paid,50
INV005015,TR005161,CU00838,FL002,2026-05-01,2026-05-08,9965.0,9000.0,0.0,2930.0,0.0,21895.0,21895.0,0.0,Bank Transfer,Paid,0
INV005016,TR005162,CU01434,FL004,2023-05-15,2023-05-22,50596.0,11500.0,0.0,2193.0,0.0,64289.0,64289.0,0.0,JazzCash,Paid,100
INV005017,TR005163,CU00641,FL003,2026-03-12,2026-03-19,4425.0,3942.0,943.0,2581.0,0.0,10005.0,10005.0,0.0,Card (POS),Paid,100
INV005018,TR005164,CU01422,FL001,2026-04-10,2026-04-17,64802.0,0.0,0.0,1744.0,0.0,66546.0,66546.0,0.0,JazzCash,Paid,50
INV005019,TR005166,CU00297,FL001,2023-01-03,2023-01-10,7277.0,7000.0,567.0,2517.0,0.0,16227.0,16227.0,0.0,Bank Transfer,Paid,20
INV005020,TR005167,CU00352,FL001,2025-03-27,2025-04-03,99766.0,15477.0,0.0,867.0,0.0,116110.0,116110.0,0.0,Card (POS),Paid,0
INV005021,TR005168,CU01223,FL004,2026-02-07,2026-02-14,42867.0,7787.0,0.0,0.0,0.0,50654.0,50654.0,0.0,Bank Transfer,Paid,50
INV005022,TR005169,CU01471,FL001,2023-10-12,2023-10-19,116108.0,11611.0,0.0,2230.0,0.0,129949.0,43919.0,86030.0,EasyPaisa,Partial,0
INV005023,TR005170,CU00712,FL002,2025-01-11,2025-01-18,52506.0,12751.0,0.0,2749.0,0.0,68006.0,68006.0,0.0,Bank Transfer,Paid,20
INV005024,TR005171,CU01254,FL001,2022-07-10,2022-07-17,23903.0,0.0,0.0,1171.0,0.0,25074.0,25074.0,0.0,Bank Transfer,Paid,50
INV005025,TR005172,CU00406,FL001,2023-08-19,2023-08-26,184149.0,2500.0,0.0,537.0,0.0,187186.0,187186.0,0.0,Cash,Paid,20
INV005026,TR005173,CU01097,FL001,2024-12-27,2025-01-03,8089.0,7500.0,0.0,753.0,0.0,16342.0,8560.0,7782.0,Bank Transfer,Partial,50
INV005027,TR005174,CU00676,FL002,2022-08-26,2022-09-02,58916.0,0.0,0.0,2289.0,0.0,61205.0,61205.0,0.0,EasyPaisa,Paid,0
INV005028,TR005175,CU01919,FL003,2024-09-14,2024-09-21,392112.0,39211.0,0.0,1779.0,0.0,433102.0,433102.0,0.0,Bank Transfer,Paid,50
INV005029,TR005176,CU00929,FL002,2022-12-26,2023-01-02,45242.0,4500.0,7286.0,2625.0,0.0,45081.0,45081.0,0.0,Cash,Paid,50
INV005030,TR005177,CU00614,FL002,2026-01-16,2026-01-23,69190.0,0.0,0.0,2857.0,0.0,72047.0,72047.0,0.0,Card (POS),Paid,20
INV005031,TR005178,CU00019,FL002,2026-04-14,2026-04-21,5585.0,0.0,0.0,2611.0,0.0,8196.0,8196.0,0.0,EasyPaisa,Paid,50
INV005032,TR005179,CU00270,FL003,2026-06-25,2026-07-02,14397.0,0.0,0.0,2328.0,0.0,16725.0,16725.0,0.0,JazzCash,Paid,50
INV005033,TR005180,CU00628,FL001,2023-01-16,2023-01-23,18309.0,5831.0,0.0,1368.0,0.0,25508.0,25508.0,0.0,JazzCash,Paid,20
INV005034,TR005181,CU01499,FL001,2022-12-14,2022-12-21,2004.0,2700.0,0.0,1098.0,0.0,5802.0,5802.0,0.0,Bank Transfer,Paid,50
INV005035,TR005182,CU01752,FL001,2024-06-15,2024-06-22,53748.0,2500.0,0.0,1726.0,0.0,57974.0,43490.0,14484.0,JazzCash,Partial,20
INV005036,TR005183,CU01919,FL003,2023-10-17,2023-10-24,1596.0,3500.0,0.0,526.0,0.0,5622.0,5622.0,0.0,Cash,Paid,0
INV005037,TR005184,CU01522,FL003,2024-07-05,2024-07-12,283941.0,0.0,0.0,0.0,0.0,283941.0,283941.0,0.0,Cash,Paid,0
INV005038,TR005185,CU01199,FL003,2022-07-04,2022-07-11,26122.0,2612.0,0.0,0.0,0.0,28734.0,28734.0,0.0,Cash,Paid,100
INV005039,TR005186,CU00618,FL001,2022-10-05,2022-10-12,30668.0,0.0,0.0,1480.0,0.0,32148.0,32148.0,0.0,Cash,Paid,20
INV005040,TR005187,CU00986,FL001,2025-03-12,2025-03-19,51814.0,3000.0,0.0,1156.0,0.0,55970.0,55970.0,0.0,EasyPaisa,Paid,0
INV005041,TR005188,CU01305,FL003,2025-10-10,2025-10-17,214065.0,0.0,0.0,1739.0,0.0,215804.0,215804.0,0.0,JazzCash,Paid,0
INV005042,TR005189,CU01419,FL002,2022-03-01,2022-03-08,54381.0,0.0,0.0,1497.0,0.0,55878.0,55878.0,0.0,Cash,Paid,0
INV005043,TR005190,CU01033,FL004,2023-09-23,2023-09-30,91874.0,0.0,0.0,0.0,0.0,91874.0,91874.0,0.0,JazzCash,Paid,100
INV005044,TR005191,CU00661,FL001,2023-05-07,2023-05-14,16028.0,4000.0,0.0,0.0,0.0,20028.0,20028.0,0.0,Cash,Paid,100
INV005045,TR005192,CU00053,FL004,2022-01-15,2022-01-22,24406.0,0.0,0.0,597.0,0.0,25003.0,8165.0,16838.0,JazzCash,Partial,20
INV005046,TR005193,CU01137,FL001,2022-10-07,2022-10-14,15324.0,1500.0,0.0,1671.0,0.0,18495.0,18495.0,0.0,Bank Transfer,Paid,50
INV005047,TR005194,CU01229,FL004,2022-07-16,2022-07-23,18016.0,4500.0,3230.0,0.0,0.0,19286.0,19286.0,0.0,JazzCash,Paid,0
INV005048,TR005195,CU00654,FL001,2022-09-19,2022-09-26,7764.0,4500.0,0.0,2547.0,0.0,14811.0,14811.0,0.0,EasyPaisa,Paid,100
INV005049,TR005196,CU01654,FL004,2023-12-16,2023-12-23,62990.0,4000.0,0.0,2329.0,0.0,69319.0,69319.0,0.0,JazzCash,Paid,0
INV005050,TR005197,CU00839,FL002,2026-01-12,2026-01-19,5121.0,6000.0,0.0,0.0,0.0,11121.0,11121.0,0.0,Bank Transfer,Paid,50
INV005051,TR005198,CU01229,FL001,2025-02-25,2025-03-04,28521.0,0.0,0.0,1306.0,0.0,29827.0,29827.0,0.0,JazzCash,Paid,0
INV005052,TR005199,CU01481,FL001,2022-03-06,2022-03-13,25317.0,0.0,0.0,0.0,0.0,25317.0,25317.0,0.0,Bank Transfer,Paid,100
INV005053,TR005200,CU01285,FL003,2025-07-03,2025-07-10,35189.0,0.0,0.0,2149.0,0.0,37338.0,37338.0,0.0,Card (POS),Paid,50
INV005054,TR005201,CU01111,FL001,2024-05-02,2024-05-09,12224.0,3000.0,0.0,2970.0,0.0,18194.0,13882.0,4312.0,Bank Transfer,Partial,20
INV005055,TR005202,CU01643,FL004,2022-06-17,2022-06-24,5442.0,4000.0,0.0,0.0,0.0,9442.0,5952.0,3490.0,Card (POS),Partial,0
INV005056,TR005203,CU01783,FL004,2026-03-06,2026-03-13,64048.0,6405.0,0.0,1850.0,0.0,72303.0,72303.0,0.0,Cash,Paid,50
INV005057,TR005204,CU01855,FL003,2024-07-21,2024-07-28,88586.0,8859.0,0.0,689.0,0.0,98134.0,98134.0,0.0,Cash,Paid,20
INV005058,TR005205,CU01007,FL002,2025-02-14,2025-02-21,42139.0,0.0,0.0,2120.0,0.0,44259.0,44259.0,0.0,EasyPaisa,Paid,100
INV005059,TR005206,CU01524,FL003,2023-09-26,2023-10-03,2655.0,8000.0,0.0,2193.0,0.0,12848.0,12848.0,0.0,JazzCash,Paid,20
INV005060,TR005207,CU01982,FL002,2024-08-26,2024-09-02,5444.0,8500.0,0.0,957.0,0.0,14901.0,14901.0,0.0,Bank Transfer,Paid,20
INV005061,TR005208,CU00279,FL001,2025-05-17,2025-05-24,96767.0,12677.0,19325.0,2936.0,0.0,93055.0,93055.0,0.0,JazzCash,Paid,0
INV005062,TR005209,CU00854,FL003,2024-04-05,2024-04-12,58024.0,0.0,0.0,0.0,0.0,58024.0,58024.0,0.0,EasyPaisa,Paid,0
INV005063,TR005210,CU01959,FL001,2025-09-29,2025-10-06,10617.0,5562.0,0.0,2044.0,0.0,18223.0,18223.0,0.0,Cash,Paid,50
INV005064,TR005211,CU00959,FL001,2026-04-13,2026-04-20,2798.0,4000.0,0.0,2834.0,0.0,9632.0,9632.0,0.0,Cash,Paid,0
INV005065,TR005212,CU00904,FL002,2022-10-23,2022-10-30,30314.0,3531.0,0.0,935.0,0.0,34780.0,34780.0,0.0,JazzCash,Paid,0
INV005066,TR005213,CU00220,FL001,2025-07-18,2025-07-25,7825.0,0.0,0.0,2389.0,0.0,10214.0,10214.0,0.0,Cash,Paid,100
INV005067,TR005214,CU01495,FL001,2024-07-21,2024-07-28,9888.0,2000.0,0.0,0.0,0.0,11888.0,11888.0,0.0,JazzCash,Paid,0
INV005068,TR005215,CU01772,FL001,2023-04-06,2023-04-13,4183.0,0.0,0.0,629.0,0.0,4812.0,4812.0,0.0,EasyPaisa,Paid,100
INV005069,TR005216,CU00658,FL001,2026-02-25,2026-03-04,21495.0,0.0,0.0,1822.0,0.0,23317.0,23317.0,0.0,Bank Transfer,Paid,50
INV005070,TR005217,CU00514,FL001,2024-08-11,2024-08-18,22638.0,4000.0,0.0,0.0,0.0,26638.0,26638.0,0.0,Bank Transfer,Paid,50
INV005071,TR005218,CU01541,FL004,2026-02-17,2026-02-24,2680.0,6000.0,186.0,0.0,0.0,8494.0,4683.0,3811.0,Cash,Partial,100
INV005072,TR005219,CU01725,FL001,2026-04-06,2026-04-13,55470.0,500.0,0.0,0.0,0.0,55970.0,55970.0,0.0,Cash,Paid,100
INV005073,TR005220,CU01153,FL004,2022-06-17,2022-06-24,55237.0,7024.0,0.0,0.0,0.0,62261.0,62261.0,0.0,Bank Transfer,Paid,100
INV005074,TR005221,CU01055,FL002,2024-08-15,2024-08-22,55343.0,0.0,0.0,2174.0,0.0,57517.0,57517.0,0.0,EasyPaisa,Paid,20
INV005075,TR005222,CU00819,FL001,2022-03-11,2022-03-18,8758.0,3500.0,0.0,2771.0,0.0,15029.0,15029.0,0.0,Cash,Paid,20
INV005076,TR005223,CU01118,FL002,2023-12-21,2023-12-28,11176.0,0.0,2003.0,0.0,0.0,9173.0,9173.0,0.0,Card (POS),Paid,20
INV005077,TR005224,CU01427,FL004,2022-08-21,2022-08-28,15329.0,0.0,0.0,0.0,0.0,15329.0,7423.0,7906.0,Cash,Partial,0
INV005078,TR005225,CU00351,FL001,2022-03-07,2022-03-14,45607.0,0.0,0.0,1924.0,0.0,47531.0,47531.0,0.0,JazzCash,Paid,100
INV005079,TR005226,CU01826,FL001,2022-03-09,2022-03-16,5003.0,0.0,0.0,0.0,0.0,5003.0,5003.0,0.0,Bank Transfer,Paid,0
INV005080,TR005227,CU00234,FL001,2023-05-09,2023-05-16,51763.0,1000.0,0.0,0.0,0.0,52763.0,52763.0,0.0,JazzCash,Paid,100
INV005081,TR005228,CU00857,FL001,2025-08-13,2025-08-20,19937.0,4000.0,0.0,705.0,0.0,24642.0,24642.0,0.0,Cash,Paid,50
INV005082,TR005229,CU01296,FL002,2024-12-04,2024-12-11,13659.0,7366.0,0.0,1404.0,0.0,22429.0,22429.0,0.0,Cash,Paid,50
INV005083,TR005230,CU00933,FL001,2024-08-11,2024-08-18,19570.0,0.0,0.0,0.0,0.0,19570.0,19570.0,0.0,EasyPaisa,Paid,0
INV005084,TR005231,CU01918,FL003,2026-05-24,2026-05-31,3621.0,4000.0,727.0,1488.0,0.0,8382.0,8382.0,0.0,Bank Transfer,Paid,20
INV005085,TR005232,CU01818,FL001,2024-02-29,2024-03-07,130888.0,0.0,0.0,0.0,0.0,130888.0,130888.0,0.0,EasyPaisa,Paid,50
INV005086,TR005233,CU01310,FL001,2022-11-09,2022-11-16,7032.0,3203.0,0.0,2933.0,0.0,13168.0,13168.0,0.0,EasyPaisa,Paid,50
INV005087,TR005234,CU01640,FL003,2026-04-11,2026-04-18,87531.0,0.0,0.0,1245.0,0.0,88776.0,88776.0,0.0,Cash,Paid,0
INV005088,TR005235,CU01243,FL001,2022-01-20,2022-01-27,93349.0,4000.0,0.0,1098.0,0.0,98447.0,22421.0,76026.0,EasyPaisa,Partial,0
INV005089,TR005236,CU00870,FL002,2024-10-17,2024-10-24,8623.0,0.0,0.0,0.0,0.0,8623.0,8623.0,0.0,Bank Transfer,Paid,0
INV005090,TR005237,CU01865,FL003,2025-09-29,2025-10-06,10109.0,4500.0,0.0,875.0,0.0,15484.0,11378.0,4106.0,Cash,Partial,100
INV005091,TR005238,CU01911,FL002,2024-05-08,2024-05-15,142190.0,0.0,0.0,0.0,0.0,142190.0,142190.0,0.0,JazzCash,Paid,50
INV005092,TR005239,CU00842,FL003,2026-01-20,2026-01-27,78052.0,4500.0,0.0,0.0,0.0,82552.0,62773.0,19779.0,EasyPaisa,Partial,100
INV005093,TR005240,CU00303,FL001,2024-06-25,2024-07-02,6096.0,4500.0,0.0,2043.0,0.0,12639.0,12639.0,0.0,Cash,Paid,20
INV005094,TR005241,CU00451,FL003,2023-08-07,2023-08-14,51254.0,0.0,0.0,1072.0,0.0,52326.0,52326.0,0.0,Bank Transfer,Paid,50
INV005095,TR005242,CU00490,FL002,2024-08-23,2024-08-30,18317.0,4500.0,0.0,2895.0,0.0,25712.0,25712.0,0.0,Cash,Paid,50
INV005096,TR005243,CU01575,FL001,2026-03-01,2026-03-08,102720.0,4000.0,0.0,1435.0,0.0,108155.0,108155.0,0.0,JazzCash,Paid,100
INV005097,TR005244,CU00259,FL001,2022-11-07,2022-11-14,21773.0,4677.0,0.0,2418.0,0.0,28868.0,28868.0,0.0,Cash,Paid,50
INV005098,TR005245,CU00215,FL002,2025-08-03,2025-08-10,4286.0,0.0,0.0,1489.0,0.0,5775.0,5775.0,0.0,Card (POS),Paid,20
INV005099,TR005246,CU00548,FL004,2024-08-29,2024-09-05,4256.0,5000.0,0.0,2487.0,0.0,11743.0,11743.0,0.0,JazzCash,Paid,0
INV005100,TR005247,CU00182,FL001,2026-02-14,2026-02-21,9565.0,3500.0,1863.0,2763.0,0.0,13965.0,4196.0,9769.0,Cash,Partial,0
INV005101,TR005248,CU01782,FL001,2024-02-21,2024-02-28,7619.0,762.0,814.0,1226.0,0.0,8793.0,8793.0,0.0,Cash,Paid,20
INV005102,TR005249,CU01855,FL002,2023-02-26,2023-03-05,24994.0,5000.0,0.0,2604.0,0.0,32598.0,32598.0,0.0,Cash,Paid,100
INV005103,TR005250,CU00266,FL002,2026-02-19,2026-02-26,54628.0,0.0,6011.0,2507.0,0.0,51124.0,51124.0,0.0,Cash,Paid,20
INV005104,TR005251,CU01728,FL001,2024-07-04,2024-07-11,24118.0,0.0,2593.0,1311.0,0.0,22836.0,22836.0,0.0,Bank Transfer,Paid,50
INV005105,TR005252,CU00502,FL002,2024-08-15,2024-08-22,132615.0,1000.0,0.0,1460.0,0.0,135075.0,135075.0,0.0,EasyPaisa,Paid,0
INV005106,TR005253,CU00595,FL002,2023-02-11,2023-02-18,24033.0,5000.0,0.0,2153.0,0.0,31186.0,31186.0,0.0,Cash,Paid,20
INV005107,TR005254,CU00942,FL002,2024-10-20,2024-10-27,8228.0,4000.0,0.0,860.0,0.0,13088.0,13088.0,0.0,Cash,Paid,0
INV005108,TR005255,CU01832,FL001,2025-01-09,2025-01-16,47796.0,0.0,0.0,0.0,0.0,47796.0,47796.0,0.0,Cash,Paid,20
INV005109,TR005256,CU01542,FL003,2023-05-21,2023-05-28,409.0,0.0,0.0,1558.0,0.0,1967.0,1967.0,0.0,JazzCash,Paid,50
INV005110,TR005257,CU00157,FL002,2025-01-18,2025-01-25,33880.0,4000.0,0.0,1989.0,0.0,39869.0,39869.0,0.0,Cash,Paid,50
INV005111,TR005258,CU01223,FL001,2023-11-23,2023-11-30,3530.0,2000.0,0.0,2687.0,0.0,8217.0,8217.0,0.0,Cash,Paid,0
INV005112,TR005259,CU01212,FL001,2026-04-24,2026-05-01,4659.0,3000.0,0.0,0.0,0.0,7659.0,7659.0,0.0,Cash,Paid,0
INV005113,TR005260,CU00809,FL003,2026-01-04,2026-01-11,26776.0,7678.0,6452.0,0.0,0.0,28002.0,28002.0,0.0,Cash,Paid,100
INV005114,TR005261,CU01824,FL002,2024-04-09,2024-04-16,209549.0,20955.0,0.0,0.0,0.0,230504.0,230504.0,0.0,Card (POS),Paid,0
INV005115,TR005262,CU00758,FL004,2024-08-09,2024-08-16,123.0,5500.0,0.0,1008.0,0.0,6631.0,6631.0,0.0,Cash,Paid,50
INV005116,TR005263,CU00926,FL001,2024-01-27,2024-02-03,27649.0,0.0,0.0,1539.0,0.0,29188.0,29188.0,0.0,JazzCash,Paid,50
INV005117,TR005264,CU01053,FL001,2022-02-21,2022-02-28,15613.0,0.0,827.0,2029.0,0.0,16815.0,16815.0,0.0,JazzCash,Paid,100
INV005118,TR005265,CU01219,FL002,2023-09-19,2023-09-26,765219.0,1500.0,146472.0,923.0,0.0,621170.0,621170.0,0.0,JazzCash,Paid,100
