fuel_id,trip_id,vehicle_id,fleet_id,driver_id,fill_date,fuel_type,litres_filled,price_per_litre_pkr,fuel_cost_pkr,km_driven,fuel_efficiency_kmpl,odometer_at_fill,fill_station,paid_by
FU0003960,TR004932,VH00086,FL004,DR0021,2026-02-03,Petrol,117.75,243.8,28707.45,1468.7,12.47,42846,Total Parco F-8,Fleet Card
FU0003961,TR004933,VH00039,FL002,,2026-04-03,Diesel,12.04,247.0,2973.88,72.5,6.02,42570,HASCOL Lahore,Petty Cash
FU0003962,TR004934,VH00057,FL003,DR0057,2023-05-13,Petrol,4.98,249.8,1244.0,42.4,8.51,99342,HASCOL Lahore,Petty Cash
FU0003963,TR004935,VH00010,FL002,,2022-11-15,Petrol,36.92,224.8,8299.62,498.6,13.5,86254,HASCOL Lahore,Fleet Card
FU0003964,TR004936,VH00093,FL002,,2023-05-07,Petrol,4.58,249.8,1144.08,46.4,10.13,56972,Total Parco DHA,Fleet Card
FU0003965,TR004937,VH00115,FL001,DR0002,2025-07-27,Petrol,10.21,249.5,2547.4,73.1,7.16,177488,Shell Gulshan,Driver Cash
FU0003966,TR004938,VH00037,FL004,,2025-12-25,Diesel,1.43,253.0,361.79,14.0,9.79,40817,HASCOL Lahore,Fleet Card
FU0003967,TR004939,VH00106,FL001,,2026-04-21,Petrol,0.99,243.8,241.36,11.4,11.52,44462,Attock Petroleum Rawalpindi,Driver Cash
FU0003968,TR004940,VH00100,FL002,DR0005,2024-08-03,Petrol,3.98,268.42,1068.31,54.8,13.77,156489,Total Parco F-8,Driver Cash
FU0003969,TR004942,VH00101,FL004,DR0031,2023-10-04,Petrol,1.14,290.45,331.11,13.7,12.02,113341,HASCOL Lahore,Petty Cash
FU0003970,TR004943,VH00005,FL003,DR0008,2022-05-05,Diesel,129.45,127.3,16478.98,1397.2,10.79,54370,Total Parco F-8,Petty Cash
FU0003971,TR004944,VH00081,FL001,,2026-05-13,Diesel,49.12,247.0,12132.64,369.0,7.51,13322,Attock Petroleum Rawalpindi,Petty Cash
FU0003972,TR004945,VH00037,FL004,DR0037,2026-01-12,Diesel,6.62,247.0,1635.14,69.7,10.53,39508,PSO Islamabad,Fleet Card
FU0003973,TR004946,VH00027,FL002,DR0029,2023-10-14,Diesel,185.32,283.0,52445.56,1472.7,7.95,25866,Total Parco F-8,Fleet Card
FU0003974,TR004947,VH00112,FL001,DR0039,2022-02-14,Petrol,28.8,144.82,4170.82,398.3,13.83,101666,HASCOL Lahore,Fleet Card
FU0003975,TR004948,VH00098,FL001,,2024-12-24,Diesel,41.87,271.34,11361.01,392.8,9.38,147329,Shell G-11,Fleet Card
FU0003976,TR004949,VH00043,FL001,DR0031,2023-04-12,Petrol,2.93,249.8,731.91,32.8,11.19,159587,Shell Gulshan,Driver Cash
FU0003977,TR004950,VH00025,FL001,DR0031,2022-07-10,Diesel,2.6,174.15,452.79,21.2,8.15,26573,Shell Gulshan,Petty Cash
FU0003978,TR004951,VH00002,FL002,DR0046,2026-04-20,Diesel,12.74,247.0,3146.78,68.2,5.35,90084,Shell G-11,Fleet Card
FU0003979,TR004952,VH00107,FL001,DR0048,2023-06-27,Diesel,175.08,263.0,46046.04,1450.4,8.28,136471,Attock Petroleum Rawalpindi,Petty Cash
FU0003980,TR004953,VH00086,FL004,,2025-12-13,Petrol,122.52,249.5,30568.74,1478.7,12.07,41057,Total Parco DHA,Driver Cash
FU0003981,TR004955,VH00011,FL001,DR0015,2023-03-06,Petrol,3.82,249.8,954.24,45.9,12.02,54532,HASCOL Lahore,Petty Cash
FU0003982,TR004957,VH00048,FL003,DR0029,2026-01-25,Diesel,124.95,247.0,30862.65,1231.7,9.86,17727,Total Parco DHA,Fleet Card
FU0003983,TR004958,VH00025,FL001,DR0024,2023-04-26,Diesel,14.02,263.0,3687.26,119.4,8.52,30477,Shell G-11,Petty Cash
FU0003984,TR004961,VH00012,FL001,,2025-02-10,Petrol,4.02,255.63,1027.63,53.1,13.21,53768,Shell G-11,Driver Cash
FU0003985,TR004962,VH00102,FL001,DR0034,2025-06-01,Petrol,100.94,255.63,25803.29,936.4,9.28,61148,HASCOL Lahore,Petty Cash
FU0003986,TR004963,VH00018,FL003,DR0031,2026-01-12,Petrol,43.42,243.8,10585.8,386.7,8.91,133171,HASCOL Lahore,Petty Cash
FU0003987,TR004964,VH00102,FL001,DR0033,2023-05-06,Petrol,2.16,249.8,539.57,21.9,10.14,60766,Shell Gulshan,Petty Cash
FU0003988,TR004965,VH00025,FL001,DR0043,2025-12-12,Diesel,8.24,253.0,2084.72,87.2,10.58,26778,Shell Gulshan,Fleet Card
FU0003989,TR004966,VH00011,FL001,DR0017,2022-02-12,Petrol,32.72,144.82,4738.51,543.0,16.6,52370,Shell G-11,Fleet Card
FU0003990,TR004967,VH00015,FL002,DR0016,2024-01-15,Petrol,38.17,279.75,10678.06,365.7,9.58,179752,Total Parco F-8,Fleet Card
FU0003991,TR004969,VH00029,FL004,,2024-03-10,Petrol,4.55,279.75,1272.86,50.3,11.05,110143,Attock Petroleum Rawalpindi,Fleet Card
FU0003992,TR004971,VH00052,FL001,DR0038,2023-01-15,Diesel,147.05,235.3,34600.87,1440.2,9.79,104027,Total Parco DHA,Driver Cash
FU0003993,TR004973,VH00038,FL003,DR0023,2022-08-16,Petrol,123.4,179.86,22194.72,900.7,7.3,112758,PSO Islamabad,Driver Cash
FU0003994,TR004974,VH00045,FL001,DR0020,2023-10-20,Petrol,42.73,290.45,12410.93,365.1,8.54,164597,PSO Karachi,Petty Cash
FU0003995,TR004975,VH00028,FL003,DR0019,2022-02-23,Diesel,35.57,127.3,4528.06,323.1,9.08,64210,PSO Karachi,Fleet Card
FU0003996,TR004976,VH00042,FL002,DR0034,2026-06-16,Petrol,5.17,243.8,1260.45,36.7,7.1,164948,Shell Gulshan,Fleet Card
FU0003997,TR004978,VH00062,FL001,DR0052,2022-03-03,Diesel,223.5,127.3,28451.55,1534.7,6.87,141326,Total Parco DHA,Fleet Card
FU0003998,TR004979,VH00015,FL002,DR0033,2024-10-25,Petrol,4.5,268.42,1207.89,45.3,10.07,177588,Total Parco DHA,Fleet Card
FU0003999,TR004980,VH00017,FL001,,2026-02-21,Petrol,139.71,243.8,34061.3,1552.2,11.11,114324,Shell Gulshan,Driver Cash
FU0004000,TR004981,VH00048,FL003,DR0023,2024-03-10,Diesel,4.93,284.0,1400.12,41.2,8.36,20086,Total Parco F-8,Fleet Card
FU0004001,TR004982,VH00008,FL004,DR0044,2025-04-12,Petrol,54.35,255.63,13893.49,391.6,7.21,121383,HASCOL Lahore,Fleet Card
FU0004002,TR004983,VH00113,FL004,,2024-07-04,Diesel,45.69,271.34,12397.52,392.1,8.58,96224,Total Parco DHA,Fleet Card
FU0004003,TR004984,VH00096,FL004,DR0005,2023-08-04,Petrol,74.83,290.45,21734.37,1426.7,19.07,109022,Total Parco F-8,Driver Cash
FU0004004,TR004985,VH00047,FL003,,2024-12-16,Petrol,7.89,268.42,2117.83,40.2,5.1,133972,Attock Petroleum Rawalpindi,Fleet Card
FU0004005,TR004986,VH00032,FL001,DR0022,2022-12-16,Petrol,8.41,224.8,1890.57,75.2,8.94,140970,Attock Petroleum Rawalpindi,Petty Cash
FU0004006,TR004987,VH00105,FL003,DR0059,2025-06-14,Petrol,28.21,255.63,7211.32,383.4,13.59,54682,PSO Karachi,Driver Cash
FU0004007,TR004988,VH00080,FL002,DR0056,2025-08-09,Diesel,118.73,253.0,30038.69,960.3,8.09,145076,Total Parco DHA,Fleet Card
FU0004008,TR004989,VH00114,FL003,DR0016,2022-11-14,Diesel,47.26,235.3,11120.28,337.8,7.15,99818,Shell Gulshan,Driver Cash
FU0004009,TR004990,VH00002,FL002,DR0018,2023-08-08,Diesel,6.68,283.0,1890.44,46.4,6.95,89316,Shell Gulshan,Fleet Card
FU0004010,TR004991,VH00017,FL001,DR0049,2022-04-12,Petrol,5.97,144.82,864.58,75.5,12.65,114188,Shell Gulshan,Fleet Card
FU0004011,TR004992,VH00039,FL002,DR0044,2026-02-23,Diesel,4.86,247.0,1200.42,35.9,7.39,40665,Shell Gulshan,Driver Cash
FU0004012,TR004994,VH00069,FL001,DR0057,2025-05-04,Petrol,6.16,255.63,1574.68,73.4,11.92,31112,PSO Islamabad,Petty Cash
FU0004013,TR004995,VH00035,FL002,DR0052,2024-02-21,Petrol,3.5,279.75,979.12,39.0,11.14,84491,Shell Gulshan,Fleet Card
FU0004014,TR004996,VH00108,FL001,DR0023,2023-09-13,Petrol,59.96,290.45,17415.38,543.0,9.06,157495,Total Parco DHA,Fleet Card
FU0004015,TR004997,VH00090,FL003,DR0032,2023-10-11,Petrol,1.04,290.45,302.07,12.4,11.92,52152,Total Parco DHA,Fleet Card
FU0004016,TR004998,VH00076,FL001,,2026-01-23,Petrol,1.74,243.8,424.21,15.7,9.02,160800,PSO Islamabad,Petty Cash
FU0004017,TR004999,VH00069,FL001,DR0007,2023-02-13,Petrol,2.35,249.8,587.03,27.7,11.79,28532,Total Parco DHA,Petty Cash
FU0004018,TR005000,VH00095,FL004,DR0013,2026-05-08,Petrol,2.32,243.8,565.62,18.0,7.76,146689,HASCOL Lahore,Fleet Card
FU0004019,TR005001,VH00044,FL002,DR0040,2024-03-07,Petrol,12.22,279.75,3418.55,65.2,5.34,144729,Total Parco DHA,Fleet Card
FU0004020,TR005002,VH00004,FL002,DR0037,2022-03-07,Petrol,34.66,144.82,5019.46,257.2,7.42,178959,Shell Gulshan,Petty Cash
FU0004021,TR005003,VH00082,FL001,DR0005,2022-09-14,Petrol,144.32,179.86,25957.4,1552.2,10.76,92449,Total Parco F-8,Fleet Card
FU0004022,TR005005,VH00012,FL001,DR0023,2023-09-28,Petrol,6.25,290.45,1815.31,67.6,10.82,57446,Total Parco F-8,Driver Cash
FU0004023,TR005006,VH00048,FL003,DR0053,2025-12-15,Diesel,135.61,253.0,34309.33,1361.4,10.04,18925,Total Parco DHA,Fleet Card
FU0004024,TR005009,VH00031,FL001,DR0023,2022-03-06,Petrol,145.82,144.82,21117.65,1400.6,9.6,13629,Shell G-11,Fleet Card
FU0004025,TR005010,VH00007,FL001,DR0016,2023-06-26,Petrol,2.38,249.8,594.52,28.3,11.89,118707,PSO Karachi,Petty Cash
FU0004026,TR005011,VH00111,FL003,DR0012,2025-10-26,Diesel,3.21,253.0,812.13,28.1,8.75,134687,PSO Karachi,Driver Cash
FU0004027,TR005012,VH00117,FL001,,2025-04-12,Petrol,1.34,255.63,342.54,13.6,10.15,80767,Total Parco DHA,Fleet Card
FU0004028,TR005013,VH00107,FL001,DR0053,2025-07-26,Diesel,147.87,253.0,37411.11,1217.9,8.24,135943,Total Parco DHA,Petty Cash
FU0004029,TR005015,VH00119,FL003,DR0033,2024-11-07,Petrol,2.05,268.42,550.26,24.3,11.85,36615,Total Parco F-8,Driver Cash
FU0004030,TR005016,VH00107,FL001,DR0026,2022-08-26,Diesel,55.06,174.15,9588.7,367.3,6.67,137724,Attock Petroleum Rawalpindi,Petty Cash
FU0004031,TR005017,VH00002,FL002,DR0017,2024-12-09,Diesel,7.71,271.34,2092.03,50.7,6.58,91304,Total Parco DHA,Driver Cash
FU0004032,TR005018,VH00103,FL004,DR0056,2023-05-05,Petrol,1.61,249.8,402.18,14.0,8.7,89308,HASCOL Lahore,Driver Cash
FU0004033,TR005019,VH00059,FL002,DR0005,2026-05-01,Diesel,12.35,247.0,3050.45,76.7,6.21,117103,HASCOL Lahore,Fleet Card
FU0004034,TR005020,VH00053,FL002,DR0005,2023-11-07,Petrol,28.0,290.45,8132.6,337.8,12.06,110658,Shell G-11,Driver Cash
FU0004035,TR005021,VH00038,FL003,DR0009,2025-07-13,Petrol,48.86,249.5,12190.57,404.3,8.27,110059,Attock Petroleum Rawalpindi,Fleet Card
FU0004036,TR005022,VH00045,FL001,,2022-09-07,Petrol,1.41,179.86,253.6,11.4,8.09,165231,HASCOL Lahore,Petty Cash
FU0004037,TR005023,VH00072,FL003,DR0052,2023-08-10,Petrol,3.08,290.45,894.59,29.2,9.48,137166,HASCOL Lahore,Petty Cash
FU0004038,TR005024,VH00114,FL003,DR0029,2026-05-05,Diesel,4.64,247.0,1146.08,38.3,8.25,102522,PSO Islamabad,Driver Cash
FU0004039,TR005025,VH00077,FL001,DR0034,2023-02-11,Diesel,14.08,263.0,3703.04,120.5,8.56,111379,PSO Islamabad,Driver Cash
FU0004040,TR005026,VH00082,FL001,,2025-10-22,Petrol,1.31,249.5,326.85,14.8,11.3,88813,PSO Islamabad,Fleet Card
FU0004041,TR005027,VH00046,FL001,DR0011,2022-10-10,Diesel,38.96,235.3,9167.29,381.5,9.79,91844,Attock Petroleum Rawalpindi,Fleet Card
FU0004042,TR005028,VH00017,FL001,DR0044,2025-06-02,Petrol,1.11,255.63,283.75,13.8,12.43,112237,Total Parco F-8,Fleet Card
FU0004043,TR005030,VH00020,FL003,DR0028,2022-05-24,Petrol,3.68,144.82,532.94,39.9,10.84,24131,PSO Islamabad,Petty Cash
FU0004044,TR005031,VH00081,FL001,DR0021,2024-07-16,Diesel,192.47,271.34,52224.81,1280.6,6.65,17731,Shell Gulshan,Driver Cash
FU0004045,TR005032,VH00012,FL001,DR0044,2023-10-09,Petrol,23.24,290.45,6750.06,313.9,13.51,52820,Total Parco F-8,Fleet Card
FU0004046,TR005033,VH00045,FL001,DR0036,2026-04-22,Petrol,37.34,243.8,9103.49,337.8,9.05,167176,HASCOL Lahore,Fleet Card
FU0004047,TR005034,VH00089,FL001,DR0034,2026-02-08,Diesel,137.4,247.0,33937.8,1231.7,8.96,176893,Shell Gulshan,Driver Cash
FU0004048,TR005035,VH00108,FL001,DR0028,2026-06-18,Petrol,9.38,243.8,2286.84,69.6,7.42,157796,PSO Islamabad,Driver Cash
FU0004049,TR005036,VH00014,FL004,DR0026,2026-06-26,Diesel,122.79,247.0,30329.13,936.4,7.63,47390,Total Parco F-8,Fleet Card
FU0004050,TR005037,VH00095,FL004,DR0028,2025-06-07,Petrol,8.96,255.63,2290.44,69.0,7.7,145551,PSO Islamabad,Fleet Card
FU0004051,TR005039,VH00058,FL003,DR0058,2025-11-17,Petrol,33.62,249.5,8388.19,382.5,11.38,144105,Shell G-11,Fleet Card
FU0004052,TR005040,VH00077,FL001,,2024-04-25,Diesel,135.03,284.0,38348.52,1397.9,10.35,110622,Attock Petroleum Rawalpindi,Driver Cash
FU0004053,TR005041,VH00107,FL001,,2024-03-14,Diesel,6.87,284.0,1951.08,49.4,7.19,135966,Attock Petroleum Rawalpindi,Fleet Card
FU0004054,TR005042,VH00111,FL003,DR0031,2023-02-18,Diesel,4.74,263.0,1246.62,50.3,10.61,137290,PSO Islamabad,Driver Cash
FU0004055,TR005044,VH00075,FL003,DR0057,2025-01-20,Petrol,21.55,255.63,5508.83,257.2,11.94,34797,Attock Petroleum Rawalpindi,Driver Cash
FU0004056,TR005045,VH00025,FL001,DR0039,2024-12-03,Diesel,3.0,271.34,814.02,29.2,9.73,28567,Total Parco F-8,Driver Cash
FU0004057,TR005047,VH00078,FL002,DR0002,2024-06-27,Petrol,150.46,279.75,42091.19,1234.6,8.21,90631,Total Parco DHA,Fleet Card
FU0004058,TR005048,VH00074,FL002,DR0007,2023-10-27,Diesel,180.68,283.0,51132.44,1362.5,7.54,152889,Shell G-11,Driver Cash
FU0004059,TR005049,VH00026,FL003,DR0043,2025-10-02,Petrol,0.59,249.5,147.2,11.0,18.64,166082,Attock Petroleum Rawalpindi,Petty Cash
FU0004060,TR005051,VH00022,FL002,,2023-12-04,Petrol,6.88,290.45,1998.3,69.8,10.15,107264,Shell G-11,Fleet Card
FU0004061,TR005052,VH00067,FL001,DR0057,2025-03-11,Petrol,69.88,255.63,17863.42,498.6,7.14,25630,Attock Petroleum Rawalpindi,Petty Cash
FU0004062,TR005053,VH00108,FL001,DR0026,2025-04-26,Petrol,9.09,255.63,2323.68,76.1,8.37,158570,HASCOL Lahore,Petty Cash
FU0004063,TR005055,VH00020,FL003,DR0039,2026-04-20,Petrol,1.44,243.8,351.07,16.0,11.11,24369,PSO Karachi,Fleet Card
FU0004064,TR005056,VH00001,FL002,DR0003,2023-02-18,Petrol,34.25,249.8,8555.65,498.6,14.56,122367,PSO Islamabad,Fleet Card
FU0004065,TR005057,VH00094,FL002,DR0004,2024-04-25,Petrol,7.03,279.75,1966.64,76.3,10.85,81087,Total Parco F-8,Petty Cash
FU0004066,TR005058,VH00060,FL003,DR0007,2023-07-21,Diesel,1.76,283.0,498.08,15.0,8.52,39963,HASCOL Lahore,Petty Cash
FU0004067,TR005059,VH00050,FL002,,2026-06-09,Petrol,44.45,243.8,10836.91,404.3,9.1,176372,PSO Islamabad,Driver Cash
FU0004068,TR005060,VH00110,FL002,,2024-04-20,Petrol,6.58,279.75,1840.76,54.0,8.21,146139,Shell Gulshan,Driver Cash
FU0004069,TR005061,VH00061,FL004,,2025-09-14,Petrol,118.17,249.5,29483.42,1534.7,12.99,170392,Shell Gulshan,Driver Cash
FU0004070,TR005062,VH00065,FL001,,2025-03-03,Petrol,112.33,255.63,28714.92,900.7,8.02,35678,Total Parco F-8,Driver Cash
FU0004071,TR005063,VH00052,FL001,DR0015,2024-12-11,Diesel,2.84,271.34,770.61,25.1,8.84,103226,Total Parco F-8,Fleet Card
FU0004072,TR005064,VH00026,FL003,,2025-03-15,Petrol,23.18,255.63,5925.5,381.3,16.45,165803,Attock Petroleum Rawalpindi,Petty Cash
FU0004073,TR005065,VH00047,FL003,DR0032,2024-08-08,Petrol,286.6,268.42,76929.17,1442.7,5.03,133625,Shell G-11,Driver Cash
FU0004074,TR005066,VH00104,FL003,DR0007,2026-05-18,Petrol,4.43,243.8,1080.03,55.9,12.62,40600,Attock Petroleum Rawalpindi,Driver Cash
FU0004075,TR005067,VH00109,FL003,DR0011,2026-03-10,Diesel,20.84,247.0,5147.48,163.2,7.83,118392,PSO Karachi,Driver Cash
FU0004076,TR005068,VH00094,FL002,DR0054,2025-10-01,Petrol,1.49,249.5,371.75,15.7,10.54,77782,Shell G-11,Fleet Card
FU0004077,TR005069,VH00067,FL001,DR0046,2025-08-21,Petrol,52.25,249.5,13036.38,323.1,6.18,26695,Shell Gulshan,Driver Cash
FU0004078,TR005070,VH00005,FL003,DR0051,2023-12-01,Diesel,2.4,283.0,679.2,25.2,10.5,52389,HASCOL Lahore,Fleet Card
FU0004079,TR005071,VH00027,FL002,,2023-08-28,Diesel,36.93,283.0,10451.19,364.6,9.87,27439,PSO Karachi,Driver Cash
FU0004080,TR005072,VH00059,FL002,DR0047,2023-08-25,Diesel,9.04,283.0,2558.32,66.7,7.38,117031,PSO Karachi,Driver Cash
FU0004081,TR005074,VH00084,FL001,,2022-08-17,Petrol,136.71,179.86,24588.66,1534.7,11.23,161853,Shell Gulshan,Petty Cash
FU0004082,TR005075,VH00060,FL003,DR0032,2024-09-17,Diesel,7.61,271.34,2064.9,71.8,9.43,40032,Shell G-11,Petty Cash
FU0004083,TR005076,VH00114,FL003,DR0003,2025-09-27,Diesel,188.37,253.0,47657.61,1440.2,7.65,100140,Shell Gulshan,Petty Cash
FU0004084,TR005077,VH00042,FL002,DR0051,2024-07-08,Petrol,2.18,268.42,585.16,15.0,6.88,169116,Attock Petroleum Rawalpindi,Fleet Card
FU0004085,TR005078,VH00022,FL002,,2025-08-15,Petrol,4.48,249.5,1117.76,43.9,9.8,111396,Total Parco F-8,Driver Cash
FU0004086,TR005080,VH00091,FL001,DR0013,2025-07-06,Petrol,66.92,249.5,16696.54,900.7,13.46,171467,Attock Petroleum Rawalpindi,Driver Cash
FU0004087,TR005083,VH00046,FL001,,2022-08-10,Diesel,115.41,174.15,20098.65,1170.4,10.14,89840,HASCOL Lahore,Petty Cash
FU0004088,TR005084,VH00047,FL003,,2022-11-06,Petrol,2.57,224.8,577.74,14.2,5.53,135772,PSO Islamabad,Driver Cash
FU0004089,TR005085,VH00082,FL001,DR0037,2025-07-11,Petrol,122.6,249.5,30588.7,1369.4,11.17,92192,HASCOL Lahore,Driver Cash
FU0004090,TR005086,VH00110,FL002,DR0019,2026-01-01,Petrol,1.96,243.8,477.85,15.3,7.81,145851,PSO Karachi,Petty Cash
FU0004091,TR005087,VH00046,FL001,DR0019,2024-07-25,Diesel,6.89,271.34,1869.53,57.1,8.29,90032,PSO Karachi,Fleet Card
FU0004092,TR005088,VH00073,FL001,DR0007,2025-06-22,Petrol,12.08,255.63,3088.01,132.3,10.95,142247,Shell Gulshan,Driver Cash
FU0004093,TR005089,VH00057,FL003,DR0040,2025-08-22,Petrol,2.77,249.5,691.12,22.7,8.19,99229,PSO Karachi,Fleet Card
FU0004094,TR005091,VH00108,FL001,DR0042,2023-12-03,Petrol,21.92,290.45,6366.66,190.7,8.7,159316,Total Parco F-8,Fleet Card
FU0004095,TR005092,VH00007,FL001,DR0033,2025-08-04,Petrol,1.12,249.5,279.44,14.5,12.95,121615,Shell Gulshan,Fleet Card
FU0004096,TR005094,VH00060,FL003,DR0043,2025-11-27,Diesel,145.77,253.0,36879.81,1390.5,9.54,40315,PSO Islamabad,Petty Cash
FU0004097,TR005095,VH00109,FL003,DR0029,2024-07-03,Diesel,220.41,271.34,59806.05,1231.7,5.59,117307,Total Parco F-8,Fleet Card
FU0004098,TR005096,VH00092,FL004,DR0054,2022-03-18,Petrol,89.07,144.82,12899.12,1231.7,13.83,176168,Shell G-11,Driver Cash
FU0004099,TR005097,VH00100,FL002,,2022-06-11,Petrol,1.02,179.86,183.46,15.2,14.9,156591,PSO Karachi,Petty Cash
FU0004100,TR005098,VH00058,FL003,DR0020,2024-06-14,Petrol,113.34,279.75,31706.87,1397.9,12.33,143700,Shell Gulshan,Petty Cash
FU0004101,TR005099,VH00001,FL002,DR0048,2022-11-26,Petrol,7.67,224.8,1724.22,125.6,16.38,122935,Total Parco F-8,Fleet Card
FU0004102,TR005100,VH00003,FL001,DR0048,2025-07-07,Petrol,13.4,249.5,3343.3,135.6,10.12,99561,Attock Petroleum Rawalpindi,Driver Cash
FU0004103,TR005101,VH00107,FL001,DR0039,2026-04-12,Diesel,118.88,247.0,29363.36,960.3,8.08,137716,Total Parco DHA,Driver Cash
FU0004104,TR005103,VH00020,FL003,DR0036,2026-03-26,Petrol,9.78,243.8,2384.36,130.7,13.36,22795,Total Parco F-8,Petty Cash
FU0004105,TR005104,VH00109,FL003,,2024-05-23,Diesel,12.19,284.0,3461.96,75.6,6.2,116633,PSO Karachi,Driver Cash
FU0004106,TR005105,VH00104,FL003,DR0043,2025-10-14,Petrol,4.69,249.5,1170.16,58.8,12.54,40946,Shell G-11,Driver Cash
FU0004107,TR005107,VH00011,FL001,DR0049,2024-12-20,Petrol,5.89,268.42,1580.99,77.1,13.09,56784,Total Parco F-8,Petty Cash
FU0004108,TR005108,VH00047,FL003,,2026-01-16,Petrol,60.3,243.8,14701.14,364.6,6.05,137815,HASCOL Lahore,Fleet Card
FU0004109,TR005109,VH00015,FL002,DR0029,2023-02-18,Petrol,25.02,249.8,6250.0,257.2,10.28,175924,Total Parco DHA,Petty Cash
FU0004110,TR005110,VH00002,FL002,,2024-10-10,Diesel,8.22,271.34,2230.41,60.4,7.35,89466,Total Parco DHA,Fleet Card
FU0004111,TR005111,VH00104,FL003,DR0044,2026-01-10,Petrol,0.92,243.8,224.3,10.7,11.63,38759,PSO Karachi,Driver Cash
FU0004112,TR005112,VH00104,FL003,,2022-11-22,Petrol,3.7,224.8,831.76,49.6,13.41,43021,HASCOL Lahore,Petty Cash
FU0004113,TR005113,VH00109,FL003,,2024-03-24,Diesel,51.22,284.0,14546.48,383.8,7.49,118289,Total Parco DHA,Driver Cash
FU0004114,TR005115,VH00114,FL003,,2022-11-23,Diesel,9.48,235.3,2230.64,78.1,8.24,101926,Total Parco DHA,Fleet Card
FU0004115,TR005116,VH00008,FL004,DR0044,2025-11-12,Petrol,62.72,249.5,15648.64,323.1,5.15,121428,PSO Islamabad,Fleet Card
FU0004116,TR005117,VH00056,FL002,DR0046,2026-06-24,Petrol,31.21,243.8,7609.0,386.7,12.39,55831,Total Parco DHA,Petty Cash
FU0004117,TR005119,VH00108,FL001,DR0022,2023-05-12,Petrol,117.58,249.8,29371.48,960.3,8.17,158838,PSO Islamabad,Fleet Card
FU0004118,TR005121,VH00114,FL003,DR0026,2026-04-15,Diesel,6.68,247.0,1649.96,44.5,6.66,99527,Attock Petroleum Rawalpindi,Petty Cash
FU0004119,TR005122,VH00022,FL002,DR0060,2025-08-03,Petrol,3.28,249.5,818.36,37.6,11.46,107449,PSO Karachi,Petty Cash
FU0004120,TR005123,VH00061,FL004,DR0056,2024-04-15,Petrol,32.26,279.75,9024.73,386.7,11.99,173433,Total Parco F-8,Petty Cash
FU0004121,TR005124,VH00092,FL004,DR0048,2022-12-09,Petrol,104.69,224.8,23534.31,1468.7,14.03,179393,Total Parco F-8,Fleet Card
FU0004122,TR005125,VH00008,FL004,,2023-01-11,Petrol,9.71,224.8,2182.81,64.5,6.64,117984,HASCOL Lahore,Driver Cash
FU0004123,TR005126,VH00005,FL003,DR0007,2026-05-12,Diesel,38.11,247.0,9413.17,341.7,8.97,53573,PSO Islamabad,Driver Cash
FU0004124,TR005127,VH00068,FL002,,2023-10-18,Petrol,7.07,290.45,2053.48,71.9,10.17,110238,Shell G-11,Driver Cash
FU0004125,TR005128,VH00081,FL001,,2022-02-24,Diesel,184.41,127.3,23475.39,1212.3,6.57,13508,PSO Karachi,Driver Cash
FU0004126,TR005129,VH00010,FL002,DR0058,2023-10-21,Petrol,2.82,290.45,819.07,35.7,12.66,87441,Shell Gulshan,Driver Cash
FU0004127,TR005130,VH00109,FL003,DR0038,2025-06-15,Diesel,29.91,259.9,7773.61,190.7,6.38,119111,Total Parco F-8,Petty Cash
FU0004128,TR005131,VH00081,FL001,DR0002,2023-07-08,Diesel,2.04,283.0,577.32,12.1,5.93,13009,Shell Gulshan,Driver Cash
FU0004129,TR005132,VH00073,FL001,DR0034,2025-06-03,Petrol,75.22,255.63,19228.49,768.9,10.22,142718,PSO Karachi,Fleet Card
FU0004130,TR005134,VH00093,FL002,DR0039,2026-06-25,Petrol,137.53,243.8,33529.81,1381.7,10.05,57112,Total Parco DHA,Fleet Card
FU0004131,TR005136,VH00111,FL003,,2023-06-28,Diesel,46.81,263.0,12311.03,370.2,7.91,138562,Total Parco F-8,Fleet Card
FU0004132,TR005138,VH00058,FL003,DR0002,2023-08-10,Petrol,4.69,290.45,1362.21,62.5,13.33,143794,PSO Karachi,Petty Cash
FU0004133,TR005140,VH00065,FL001,,2026-06-13,Petrol,48.97,243.8,11938.89,369.1,7.54,35144,PSO Karachi,Fleet Card
FU0004134,TR005141,VH00061,FL004,DR0048,2023-04-01,Petrol,4.6,249.8,1149.08,60.2,13.09,173577,PSO Karachi,Driver Cash
FU0004135,TR005142,VH00052,FL001,,2022-03-22,Diesel,7.71,127.3,981.48,73.0,9.47,104852,Total Parco DHA,Driver Cash
FU0004136,TR005143,VH00097,FL002,DR0022,2025-09-09,Petrol,17.49,249.5,4363.75,125.0,7.15,113860,Shell G-11,Petty Cash
FU0004137,TR005144,VH00053,FL002,DR0040,2026-03-22,Petrol,31.71,243.8,7730.9,337.8,10.65,111180,HASCOL Lahore,Driver Cash
FU0004138,TR005146,VH00078,FL002,,2022-05-09,Petrol,2.72,144.82,393.91,22.6,8.31,90034,Attock Petroleum Rawalpindi,Fleet Card
FU0004139,TR005147,VH00029,FL004,DR0053,2022-03-27,Petrol,143.16,144.82,20732.43,1552.2,10.84,112759,Total Parco DHA,Driver Cash
FU0004140,TR005148,VH00013,FL003,DR0022,2025-04-16,Petrol,40.68,255.63,10399.03,361.2,8.88,152211,Attock Petroleum Rawalpindi,Petty Cash
