booking_id,trip_id,customer_id,fleet_id,vehicle_id,driver_id,booking_type_id,booking_datetime,pickup_city,dropoff_city,pickup_datetime_requested,duration_days_requested,with_driver,estimated_fare_pkr,advance_paid_pkr,payment_method,status,cancellation_reason,notes,created_at
BK000926,TR000926,CU01888,FL001,VH00064,DR0009,BT002,2024-07-15 11:39:00,Islamabad,Islamabad,2024-07-15 12:16:00,0.94,True,5813.0,1163.0,Bank Transfer,In Progress,,,2024-07-15 11:39:00
BK000927,TR000927,CU01037,FL001,VH00036,DR0019,BT001,2022-07-15 16:24:00,Lahore,Lahore,2022-07-15 18:17:00,0.16,True,1027.0,205.0,Bank Transfer,In Progress,,,2022-07-15 16:24:00
BK000928,TR000928,CU01378,FL001,VH00076,DR0049,BT003,2025-05-26 08:44:00,Lahore,Lahore,2025-05-26 09:46:00,1.37,True,18467.0,3693.0,Cash,Completed,,,2025-05-26 08:44:00
BK000929,TR000929,CU00172,FL001,VH00017,DR0015,BT005,2026-04-08 08:36:00,Karachi,Peshawar,2026-04-08 09:11:00,1.62,True,38519.0,7704.0,EasyPaisa,Completed,,,2026-04-08 08:36:00
BK000930,TR000930,CU01587,FL003,VH00018,DR0024,BT002,2023-07-20 18:50:00,Islamabad,Islamabad,2023-07-20 20:32:00,0.91,True,16031.0,3206.0,Cash,Completed,,,2023-07-20 18:50:00
BK000931,TR000931,CU00031,FL004,VH00095,DR0058,BT003,2026-06-22 12:22:00,Nathiagali,Karachi,2026-06-22 14:39:00,5.83,True,240187.0,48037.0,JazzCash,Completed,,,2026-06-22 12:22:00
BK000932,TR000932,CU01633,FL001,VH00007,DR0010,BT005,2025-09-06 15:07:00,Islamabad,Peshawar,2025-09-06 16:56:00,2.99,True,18531.0,3706.0,Card (POS),Completed,,,2025-09-06 15:07:00
BK000933,TR000933,CU00470,FL003,VH00057,DR0054,BT006,2025-03-10 17:40:00,Lahore,Lahore,2025-03-10 19:45:00,33.68,True,677166.0,135433.0,Bank Transfer,Completed,,,2025-03-10 17:40:00
BK000934,TR000934,CU01269,FL001,VH00082,DR0033,BT002,2023-01-28 22:32:00,Karachi,Islamabad,2023-01-29 02:19:00,0.47,True,47434.0,9487.0,Cash,Completed,,,2023-01-28 22:32:00
BK000935,TR000935,CU00659,FL002,VH00022,,BT006,2026-03-12 14:20:00,Rawalpindi,Gujranwala,2026-03-12 15:24:00,33.89,False,124866.0,24973.0,EasyPaisa,Completed,,,2026-03-12 14:20:00
BK000936,TR000936,CU00969,FL004,VH00092,DR0060,BT007,2024-02-21 18:25:00,Rawalpindi,Rawalpindi,2024-02-21 20:24:00,3.88,True,31264.0,6253.0,EasyPaisa,Completed,,,2024-02-21 18:25:00
BK000937,TR000937,CU00382,FL001,VH00045,DR0015,BT002,2022-04-11 08:48:00,Lahore,Lahore,2022-04-11 11:02:00,0.74,True,25273.0,5055.0,EasyPaisa,Completed,,,2022-04-11 08:48:00
BK000938,TR000938,CU00552,FL001,VH00064,DR0042,BT002,2026-05-06 18:28:00,Karachi,Karachi,2026-05-06 19:20:00,0.46,True,3147.0,0.0,JazzCash,No Show,,,2026-05-06 18:28:00
BK000939,TR000939,CU00218,FL002,VH00039,,BT002,2025-04-22 23:40:00,Islamabad,Islamabad,2025-04-23 03:34:00,0.52,False,1662.0,0.0,Card (POS),Cancelled,,,2025-04-22 23:40:00
BK000940,TR000940,CU01218,FL001,VH00087,,BT002,2022-03-12 14:07:00,Rawalpindi,Islamabad,2022-03-12 16:48:00,0.32,False,4059.0,812.0,Card (POS),Completed,,,2022-03-12 14:07:00
BK000941,TR000941,CU01912,FL003,VH00057,DR0058,BT002,2023-11-09 10:49:00,Lahore,Islamabad,2023-11-09 13:43:00,0.87,True,50206.0,10041.0,Card (POS),Completed,,,2023-11-09 10:49:00
BK000942,TR000942,CU01334,FL003,VH00048,DR0022,BT001,2025-04-07 17:55:00,Karachi,Islamabad,2025-04-07 21:16:00,0.14,True,54052.0,10810.0,Bank Transfer,Completed,,,2025-04-07 17:55:00
BK000943,TR000943,CU00523,FL004,VH00086,DR0043,BT001,2023-07-21 08:47:00,Karachi,Islamabad,2023-07-21 12:42:00,0.2,True,25237.0,5047.0,EasyPaisa,Completed,,,2023-07-21 08:47:00
BK000944,TR000944,CU01844,FL003,VH00005,DR0057,BT001,2022-06-03 13:28:00,Abbottabad,Islamabad,2022-06-03 14:15:00,0.35,True,10432.0,2086.0,Cash,Completed,,,2022-06-03 13:28:00
BK000945,TR000945,CU01741,FL001,VH00024,DR0002,BT001,2026-06-05 06:21:00,Islamabad,Lahore,2026-06-05 08:42:00,0.22,True,17428.0,3486.0,Bank Transfer,Completed,,,2026-06-05 06:21:00
BK000946,TR000946,CU01603,FL004,VH00092,,BT002,2025-06-15 08:06:00,Lahore,Karachi,2025-06-15 09:57:00,0.42,False,25615.0,5123.0,EasyPaisa,Completed,,,2025-06-15 08:06:00
BK000947,TR000947,CU00296,FL002,VH00015,DR0037,BT006,2026-04-25 15:53:00,Islamabad,Multan,2026-04-25 16:43:00,31.65,True,66637.0,6664.0,Card (POS),Cancelled,Driver Unavailable,,2026-04-25 15:53:00
BK000948,TR000948,CU00980,FL003,VH00055,DR0031,BT001,2025-07-25 06:09:00,Karachi,Islamabad,2025-07-25 08:38:00,0.38,True,4104.0,410.0,EasyPaisa,Cancelled,Weather,,2025-07-25 06:09:00
BK000949,TR000949,CU01989,FL004,VH00113,,BT002,2023-11-18 05:29:00,Murree,Murree,2023-11-18 07:42:00,0.41,False,9767.0,1953.0,EasyPaisa,In Progress,,,2023-11-18 05:29:00
BK000950,TR000950,CU00007,FL003,VH00040,DR0059,BT001,2026-01-21 18:10:00,Karachi,Islamabad,2026-01-21 21:35:00,0.23,True,18124.0,3625.0,Cash,In Progress,,,2026-01-21 18:10:00
BK000951,TR000951,CU01240,FL001,VH00041,DR0035,BT002,2022-01-22 18:47:00,Rawalpindi,Islamabad,2022-01-22 20:28:00,0.81,True,10528.0,2106.0,Cash,Completed,,,2022-01-22 18:47:00
BK000952,TR000952,CU00998,FL002,VH00100,DR0009,BT003,2023-06-03 12:42:00,Islamabad,Islamabad,2023-06-03 16:28:00,5.51,True,4241.0,0.0,Bank Transfer,Cancelled,,,2023-06-03 12:42:00
BK000953,TR000953,CU01542,FL002,VH00044,DR0002,BT002,2024-06-28 16:32:00,Islamabad,Islamabad,2024-06-28 20:18:00,0.88,True,16378.0,1638.0,Cash,Cancelled,Driver Unavailable,,2024-06-28 16:32:00
BK000954,TR000954,CU00802,FL004,VH00103,,BT002,2026-06-15 19:09:00,Multan,Islamabad,2026-06-15 21:27:00,0.88,False,7390.0,0.0,Bank Transfer,Cancelled,,,2026-06-15 19:09:00
BK000955,TR000955,CU00895,FL004,VH00092,DR0007,BT001,2026-03-26 14:48:00,Abbottabad,Lahore,2026-03-26 16:32:00,0.13,True,8298.0,1660.0,Card (POS),Completed,,,2026-03-26 14:48:00
BK000956,TR000956,CU00468,FL003,VH00028,DR0008,BT002,2023-02-05 16:35:00,Islamabad,Islamabad,2023-02-05 18:49:00,0.71,True,3804.0,380.0,EasyPaisa,Cancelled,,,2023-02-05 16:35:00
BK000957,TR000957,CU01881,FL002,VH00066,DR0013,BT003,2026-06-08 00:35:00,Rawalpindi,Rawalpindi,2026-06-08 03:22:00,1.48,True,16573.0,3315.0,Cash,Completed,,,2026-06-08 00:35:00
BK000958,TR000958,CU00396,FL002,VH00093,DR0024,BT005,2022-09-26 11:33:00,Lahore,Nathiagali,2022-09-26 14:29:00,2.43,True,41147.0,8229.0,Cash,Completed,,,2022-09-26 11:33:00
BK000959,TR000959,CU01337,FL002,VH00010,DR0057,BT002,2026-05-22 06:19:00,Peshawar,Karachi,2026-05-22 07:29:00,0.87,True,29977.0,5995.0,JazzCash,Completed,,,2026-05-22 06:19:00
BK000960,TR000960,CU00522,FL003,VH00114,,BT006,2026-03-23 06:15:00,Karachi,Rawalpindi,2026-03-23 08:56:00,34.54,False,383712.0,76742.0,JazzCash,Completed,,,2026-03-23 06:15:00
BK000961,TR000961,CU00254,FL003,VH00119,DR0007,BT001,2023-04-21 08:22:00,Karachi,Lahore,2023-04-21 11:32:00,0.42,True,26041.0,5208.0,Card (POS),Completed,,,2023-04-21 08:22:00
BK000962,TR000962,CU01663,FL003,VH00075,,BT005,2022-01-07 13:41:00,Karachi,Lahore,2022-01-07 16:46:00,2.26,False,38095.0,7619.0,Cash,Completed,,,2022-01-07 13:41:00
BK000963,TR000963,CU01344,FL004,VH00037,DR0016,BT002,2025-01-18 13:03:00,Rawalpindi,Karachi,2025-01-18 14:39:00,0.5,True,43188.0,8638.0,Cash,Completed,,,2025-01-18 13:03:00
BK000964,TR000964,CU01710,FL004,VH00037,DR0019,BT001,2025-11-12 17:24:00,Rawalpindi,Lahore,2025-11-12 18:21:00,0.31,True,12457.0,2491.0,Bank Transfer,Completed,,,2025-11-12 17:24:00
BK000965,TR000965,CU00356,FL001,VH00045,,BT002,2024-08-27 20:26:00,Islamabad,Peshawar,2024-08-27 23:09:00,0.95,False,41699.0,8340.0,Card (POS),Completed,,,2024-08-27 20:26:00
BK000966,TR000966,CU01328,FL003,VH00088,DR0018,BT008,2025-08-20 16:00:00,Peshawar,Peshawar,2025-08-20 18:58:00,2.82,True,18696.0,3739.0,JazzCash,Completed,,,2025-08-20 16:00:00
BK000967,TR000967,CU00963,FL001,VH00099,DR0056,BT001,2023-01-07 08:49:00,Karachi,Islamabad,2023-01-07 10:17:00,0.46,True,30722.0,6144.0,Card (POS),Completed,,,2023-01-07 08:49:00
BK000968,TR000968,CU00355,FL001,VH00069,DR0037,BT002,2022-02-12 18:08:00,Lahore,Lahore,2022-02-12 19:01:00,0.79,True,5123.0,1025.0,JazzCash,Completed,,,2022-02-12 18:08:00
BK000969,TR000969,CU00957,FL003,VH00072,DR0011,BT005,2022-12-25 08:07:00,Karachi,Murree,2022-12-25 11:46:00,2.05,True,71946.0,14389.0,JazzCash,Completed,,,2022-12-25 08:07:00
BK000970,TR000970,CU01051,FL001,VH00034,DR0033,BT005,2022-12-23 16:38:00,Lahore,Murree,2022-12-23 17:40:00,1.88,True,11348.0,2270.0,Bank Transfer,Completed,,,2022-12-23 16:38:00
BK000971,TR000971,CU00010,FL001,VH00045,DR0052,BT005,2022-01-26 16:36:00,Karachi,Abbottabad,2022-01-26 19:18:00,2.39,True,171154.0,34231.0,Card (POS),Completed,,,2022-01-26 16:36:00
BK000972,TR000972,CU00388,FL002,VH00015,,BT002,2026-05-08 21:44:00,Lahore,Lahore,2026-05-08 22:17:00,0.35,False,6586.0,1317.0,EasyPaisa,Completed,,,2026-05-08 21:44:00
BK000973,TR000973,CU00297,FL002,VH00097,DR0015,BT006,2025-04-16 09:16:00,Multan,Multan,2025-04-16 10:35:00,30.88,True,691005.0,138201.0,Bank Transfer,Completed,,,2025-04-16 09:16:00
BK000974,TR000974,CU01092,FL001,VH00025,DR0011,BT005,2022-07-25 18:23:00,Islamabad,Quetta,2022-07-25 20:06:00,1.52,True,56852.0,0.0,Bank Transfer,No Show,,,2022-07-25 18:23:00
BK000975,TR000975,CU01097,FL003,VH00088,DR0013,BT003,2026-01-26 07:58:00,Lahore,Lahore,2026-01-26 09:13:00,6.2,True,40115.0,8023.0,Bank Transfer,Completed,,,2026-01-26 07:58:00
BK000976,TR000976,CU00308,FL002,VH00001,DR0015,BT008,2024-02-26 14:34:00,Rawalpindi,Rawalpindi,2024-02-26 16:42:00,1.1,True,4560.0,912.0,EasyPaisa,Completed,,,2024-02-26 14:34:00
BK000977,TR000977,CU01148,FL001,VH00077,,BT005,2022-11-13 14:00:00,Lahore,Quetta,2022-11-13 15:07:00,1.82,False,62516.0,12503.0,Card (POS),Completed,,,2022-11-13 14:00:00
BK000978,TR000978,CU01805,FL002,VH00035,DR0055,BT001,2024-07-22 18:03:00,Lahore,Islamabad,2024-07-22 20:17:00,0.33,True,15265.0,3053.0,Cash,Completed,,,2024-07-22 18:03:00
BK000979,TR000979,CU01737,FL001,VH00107,DR0029,BT002,2025-12-08 10:11:00,Islamabad,Islamabad,2025-12-08 14:01:00,0.8,True,16656.0,3331.0,EasyPaisa,Completed,,,2025-12-08 10:11:00
BK000980,TR000980,CU00960,FL001,VH00017,DR0041,BT005,2024-11-27 07:41:00,Lahore,Abbottabad,2024-11-27 11:11:00,1.61,True,19795.0,3959.0,EasyPaisa,Completed,,,2024-11-27 07:41:00
BK000981,TR000981,CU01445,FL002,VH00074,DR0015,BT005,2024-06-13 21:41:00,Karachi,Quetta,2024-06-14 00:48:00,2.26,True,134803.0,26961.0,JazzCash,Completed,,,2024-06-13 21:41:00
BK000982,TR000982,CU01721,FL002,VH00068,DR0040,BT001,2022-08-15 16:01:00,Lahore,Lahore,2022-08-15 18:51:00,0.27,True,749.0,0.0,Cash,Cancelled,Vehicle Issue,,2022-08-15 16:01:00
BK000983,TR000983,CU01632,FL001,VH00091,DR0024,BT004,2022-06-14 19:50:00,Lahore,Lahore,2022-06-14 21:41:00,1.48,True,11601.0,2320.0,EasyPaisa,Completed,,,2022-06-14 19:50:00
BK000984,TR000984,CU01154,FL002,VH00078,DR0029,BT008,2025-05-10 15:29:00,Lahore,Lahore,2025-05-10 16:36:00,2.69,True,146552.0,29310.0,Card (POS),Completed,,,2025-05-10 15:29:00
BK000985,TR000985,CU00698,FL003,VH00026,DR0005,BT001,2023-07-02 16:25:00,Lahore,Islamabad,2023-07-02 16:57:00,0.35,True,5952.0,1190.0,Cash,Completed,,,2023-07-02 16:25:00
BK000986,TR000986,CU01175,FL001,VH00033,DR0046,BT007,2026-03-19 09:17:00,Rawalpindi,Rawalpindi,2026-03-19 11:58:00,4.29,True,84089.0,16818.0,EasyPaisa,In Progress,,,2026-03-19 09:17:00
BK000987,TR000987,CU01089,FL001,VH00115,DR0033,BT008,2024-04-20 19:52:00,Karachi,Karachi,2024-04-20 23:44:00,1.05,True,89104.0,17821.0,Card (POS),Completed,,,2024-04-20 19:52:00
BK000988,TR000988,CU00756,FL002,VH00110,,BT001,2023-04-08 22:05:00,Lahore,Islamabad,2023-04-09 00:09:00,0.46,False,30653.0,6131.0,Cash,Completed,,,2023-04-08 22:05:00
BK000989,TR000989,CU01414,FL003,VH00028,DR0012,BT001,2026-03-28 07:59:00,Lahore,Islamabad,2026-03-28 10:22:00,0.39,True,1197.0,120.0,JazzCash,Cancelled,Driver Unavailable,,2026-03-28 07:59:00
BK000990,TR000990,CU01042,FL001,VH00034,DR0025,BT001,2025-06-25 10:29:00,Lahore,Islamabad,2025-06-25 11:53:00,0.11,True,5116.0,1023.0,Card (POS),Completed,,,2025-06-25 10:29:00
BK000991,TR000991,CU00075,FL004,VH00029,DR0025,BT001,2025-01-18 21:30:00,Islamabad,Lahore,2025-01-18 23:34:00,0.37,True,3031.0,0.0,Bank Transfer,Cancelled,,,2025-01-18 21:30:00
BK000992,TR000992,CU01370,FL001,VH00051,DR0038,BT001,2025-01-04 13:19:00,Faisalabad,Islamabad,2025-01-04 15:55:00,0.32,True,28958.0,5792.0,Cash,Completed,,,2025-01-04 13:19:00
BK000993,TR000993,CU00154,FL002,VH00050,DR0031,BT006,2025-11-22 13:10:00,Faisalabad,Faisalabad,2025-11-22 15:25:00,32.66,True,603225.0,0.0,JazzCash,No Show,,,2025-11-22 13:10:00
BK000994,TR000994,CU01489,FL002,VH00094,DR0025,BT003,2022-03-23 16:08:00,Lahore,Lahore,2022-03-23 19:07:00,2.53,True,21895.0,4379.0,Card (POS),Completed,,,2022-03-23 16:08:00
BK000995,TR000995,CU00719,FL001,VH00084,DR0010,BT002,2026-02-07 14:48:00,Lahore,Lahore,2026-02-07 16:14:00,1.0,True,14480.0,2896.0,Bank Transfer,Completed,,,2026-02-07 14:48:00
BK000996,TR000996,CU01082,FL002,VH00059,,BT002,2026-01-03 05:12:00,Lahore,Lahore,2026-01-03 08:12:00,0.68,False,21646.0,4329.0,EasyPaisa,Completed,,,2026-01-03 05:12:00
BK000997,TR000997,CU00181,FL003,VH00026,DR0031,BT002,2022-06-07 18:25:00,Karachi,Peshawar,2022-06-07 20:24:00,0.5,True,19359.0,3872.0,EasyPaisa,Completed,,,2022-06-07 18:25:00
BK000998,TR000998,CU00897,FL001,VH00046,,BT003,2024-09-26 20:57:00,Multan,Multan,2024-09-26 21:32:00,5.67,False,121039.0,24208.0,Cash,Completed,,,2024-09-26 20:57:00
BK000999,TR000999,CU00097,FL003,VH00057,DR0017,BT001,2025-10-21 13:53:00,Rawalpindi,Islamabad,2025-10-21 16:05:00,0.39,True,13506.0,2701.0,JazzCash,Completed,,,2025-10-21 13:53:00
BK001000,TR001000,CU00315,FL003,VH00028,DR0032,BT002,2022-09-26 07:43:00,Karachi,Karachi,2022-09-26 09:22:00,0.79,True,12842.0,2568.0,Cash,Completed,,,2022-09-26 07:43:00
BK001001,TR001001,CU00069,FL001,VH00089,DR0033,BT005,2022-07-13 13:33:00,Karachi,Nathiagali,2022-07-13 17:24:00,2.53,True,97892.0,19578.0,JazzCash,Completed,,,2022-07-13 13:33:00
BK001002,TR001002,CU00437,FL001,VH00112,DR0013,BT002,2025-03-01 11:05:00,Islamabad,Islamabad,2025-03-01 11:55:00,0.79,True,6404.0,1281.0,EasyPaisa,Completed,,,2025-03-01 11:05:00
BK001003,TR001003,CU00677,FL003,VH00118,,BT003,2026-06-20 10:33:00,Murree,Multan,2026-06-20 12:17:00,2.65,False,163632.0,32726.0,Card (POS),Completed,,,2026-06-20 10:33:00
BK001004,TR001004,CU00426,FL003,VH00054,DR0044,BT004,2024-12-13 11:59:00,Islamabad,Islamabad,2024-12-13 15:37:00,1.14,True,183459.0,36692.0,JazzCash,Completed,,,2024-12-13 11:59:00
BK001005,TR001005,CU01288,FL001,VH00073,,BT005,2024-09-25 10:10:00,Islamabad,Faisalabad,2024-09-25 12:51:00,1.73,False,36495.0,7299.0,EasyPaisa,Completed,,,2024-09-25 10:10:00
BK001006,TR001006,CU01443,FL002,VH00004,,BT003,2024-07-25 11:48:00,Rawalpindi,Rawalpindi,2024-07-25 12:20:00,3.54,False,104689.0,0.0,Cash,No Show,,,2024-07-25 11:48:00
BK001007,TR001007,CU00752,FL002,VH00002,,BT002,2026-03-21 08:48:00,Islamabad,Islamabad,2026-03-21 12:03:00,0.83,False,33953.0,6791.0,Bank Transfer,In Progress,,,2026-03-21 08:48:00
BK001008,TR001008,CU01613,FL002,VH00093,DR0026,BT002,2025-04-21 16:35:00,Islamabad,Islamabad,2025-04-21 20:30:00,0.74,True,11364.0,2273.0,Bank Transfer,Completed,,,2025-04-21 16:35:00
BK001009,TR001009,CU01232,FL001,VH00102,DR0058,BT001,2026-02-04 17:02:00,Karachi,Lahore,2026-02-04 19:11:00,0.46,True,42840.0,8568.0,Cash,Completed,,,2026-02-04 17:02:00
BK001010,TR001010,CU01596,FL003,VH00119,DR0060,BT005,2024-09-28 08:30:00,Islamabad,Quetta,2024-09-28 10:57:00,1.84,True,31396.0,6279.0,EasyPaisa,Completed,,,2024-09-28 08:30:00
BK001011,TR001011,CU01003,FL002,VH00093,,BT004,2023-06-05 20:50:00,Multan,Faisalabad,2023-06-05 22:08:00,0.69,False,16273.0,3255.0,Bank Transfer,Completed,,,2023-06-05 20:50:00
BK001012,TR001012,CU00575,FL003,VH00075,DR0052,BT003,2025-07-25 07:33:00,Peshawar,Faisalabad,2025-07-25 08:45:00,1.39,True,17274.0,3455.0,JazzCash,Completed,,,2025-07-25 07:33:00
BK001013,TR001013,CU01372,FL001,VH00067,DR0034,BT005,2022-04-10 15:23:00,Karachi,Abbottabad,2022-04-10 16:38:00,2.85,True,148062.0,29612.0,Cash,Completed,,,2022-04-10 15:23:00
BK001014,TR001014,CU00479,FL003,VH00040,DR0034,BT003,2024-08-10 14:03:00,Rawalpindi,Rawalpindi,2024-08-10 16:46:00,1.88,True,8997.0,0.0,JazzCash,No Show,,,2024-08-10 14:03:00
BK001015,TR001015,CU00917,FL003,VH00020,DR0037,BT003,2023-07-19 21:05:00,Islamabad,Islamabad,2023-07-19 22:55:00,1.08,True,7277.0,0.0,Card (POS),No Show,,,2023-07-19 21:05:00
BK001016,TR001016,CU01951,FL003,VH00021,,BT001,2023-02-12 11:16:00,Islamabad,Islamabad,2023-02-12 15:10:00,0.28,False,6436.0,1287.0,JazzCash,Completed,,,2023-02-12 11:16:00
BK001017,TR001017,CU01947,FL003,VH00119,,BT002,2023-01-15 22:28:00,Multan,Gujranwala,2023-01-16 01:22:00,0.88,False,15212.0,3042.0,Bank Transfer,Completed,,,2023-01-15 22:28:00
BK001018,TR001018,CU01877,FL001,VH00065,,BT003,2022-08-23 17:53:00,Peshawar,Peshawar,2022-08-23 20:46:00,1.49,False,38927.0,7785.0,Card (POS),Completed,,,2022-08-23 17:53:00
BK001019,TR001019,CU01798,FL004,VH00113,DR0060,BT005,2022-07-17 16:04:00,Islamabad,Murree,2022-07-17 18:02:00,1.95,True,42552.0,8510.0,Bank Transfer,Completed,,,2022-07-17 16:04:00
BK001020,TR001020,CU01921,FL001,VH00117,DR0031,BT002,2024-06-26 15:51:00,Abbottabad,Abbottabad,2024-06-26 16:22:00,0.93,True,12046.0,2409.0,EasyPaisa,Completed,,,2024-06-26 15:51:00
BK001021,TR001021,CU01279,FL003,VH00119,DR0013,BT008,2022-04-03 22:25:00,Islamabad,Islamabad,2022-04-04 00:39:00,2.5,True,21105.0,0.0,EasyPaisa,No Show,,,2022-04-03 22:25:00
BK001022,TR001022,CU00037,FL001,VH00067,DR0040,BT008,2025-09-14 08:09:00,Islamabad,Karachi,2025-09-14 09:12:00,2.0,True,120745.0,24149.0,Cash,Completed,,,2025-09-14 08:09:00
BK001023,TR001023,CU00324,FL004,VH00101,DR0038,BT002,2026-01-24 08:36:00,Karachi,Karachi,2026-01-24 09:56:00,0.64,True,5588.0,1118.0,Card (POS),Completed,,,2026-01-24 08:36:00
BK001024,TR001024,CU01887,FL003,VH00026,DR0010,BT008,2024-05-01 18:21:00,Islamabad,Gujranwala,2024-05-01 20:21:00,1.97,True,11268.0,2254.0,Card (POS),Completed,,,2024-05-01 18:21:00
BK001025,TR001025,CU01945,FL002,VH00035,DR0041,BT007,2025-03-28 20:36:00,Lahore,Lahore,2025-03-28 21:43:00,4.41,True,56858.0,11372.0,EasyPaisa,Completed,,,2025-03-28 20:36:00
BK001026,TR001026,CU01525,FL002,VH00068,DR0023,BT002,2022-08-02 15:49:00,Multan,Multan,2022-08-02 19:45:00,0.54,True,5714.0,1143.0,JazzCash,Completed,,,2022-08-02 15:49:00
BK001027,TR001027,CU01475,FL002,VH00053,DR0025,BT005,2026-02-14 18:57:00,Islamabad,Faisalabad,2026-02-14 20:34:00,2.22,True,29739.0,5948.0,JazzCash,Completed,,,2026-02-14 18:57:00
BK001028,TR001028,CU00905,FL002,VH00071,DR0041,BT001,2026-01-15 13:47:00,Rawalpindi,Lahore,2026-01-15 16:39:00,0.32,True,1064.0,0.0,Card (POS),Cancelled,,,2026-01-15 13:47:00
BK001029,TR001029,CU01738,FL001,VH00007,DR0020,BT007,2026-02-17 14:24:00,Islamabad,Islamabad,2026-02-17 14:54:00,8.85,True,48342.0,9668.0,Cash,Completed,,,2026-02-17 14:24:00
BK001030,TR001030,CU00649,FL003,VH00109,DR0028,BT007,2025-01-11 16:22:00,Nathiagali,Rawalpindi,2025-01-11 18:36:00,8.8,True,244820.0,48964.0,Bank Transfer,Completed,,,2025-01-11 16:22:00
BK001031,TR001031,CU01213,FL001,VH00033,DR0008,BT001,2025-06-06 03:41:00,Karachi,Islamabad,2025-06-06 06:19:00,0.17,True,54708.0,10942.0,EasyPaisa,Completed,,,2025-06-06 03:41:00
BK001032,TR001032,CU01961,FL002,VH00059,DR0042,BT003,2023-11-24 12:41:00,Karachi,Karachi,2023-11-24 16:31:00,1.51,True,47867.0,9573.0,JazzCash,Completed,,,2023-11-24 12:41:00
BK001033,TR001033,CU00279,FL001,VH00084,DR0008,BT006,2023-01-17 14:52:00,Rawalpindi,Islamabad,2023-01-17 15:41:00,32.6,True,284214.0,56843.0,JazzCash,Completed,,,2023-01-17 14:52:00
BK001034,TR001034,CU01286,FL002,VH00068,,BT005,2022-12-03 15:46:00,Lahore,Islamabad,2022-12-03 16:23:00,1.64,False,25103.0,5021.0,Card (POS),Completed,,,2022-12-03 15:46:00
BK001035,TR001035,CU01955,FL002,VH00079,DR0043,BT002,2023-10-19 06:31:00,Islamabad,Multan,2023-10-19 09:38:00,0.31,True,19324.0,3865.0,EasyPaisa,Completed,,,2023-10-19 06:31:00
BK001036,TR001036,CU01892,FL002,VH00056,DR0023,BT003,2023-07-11 20:04:00,Nathiagali,Karachi,2023-07-11 21:32:00,3.81,True,75963.0,15193.0,Card (POS),Completed,,,2023-07-11 20:04:00
BK001037,TR001037,CU01863,FL001,VH00049,DR0032,BT004,2024-07-15 13:30:00,Islamabad,Islamabad,2024-07-15 15:55:00,1.16,True,18631.0,3726.0,JazzCash,Completed,,,2024-07-15 13:30:00
BK001038,TR001038,CU00957,FL003,VH00083,,BT002,2024-07-08 14:33:00,Lahore,Lahore,2024-07-08 16:25:00,0.65,False,1168.0,117.0,JazzCash,Cancelled,No Show,,2024-07-08 14:33:00
BK001039,TR001039,CU00486,FL004,VH00014,DR0023,BT002,2024-05-23 12:20:00,Peshawar,Peshawar,2024-05-23 15:04:00,0.61,True,13172.0,2634.0,Card (POS),Completed,,,2024-05-23 12:20:00
BK001040,TR001040,CU01321,FL002,VH00093,,BT007,2022-09-23 18:34:00,Rawalpindi,Islamabad,2022-09-23 20:15:00,4.63,False,58205.0,11641.0,EasyPaisa,Completed,,,2022-09-23 18:34:00
BK001041,TR001041,CU00804,FL001,VH00017,,BT005,2022-09-07 10:39:00,Islamabad,Quetta,2022-09-07 12:54:00,2.65,False,36816.0,7363.0,Cash,Completed,,,2022-09-07 10:39:00
BK001042,TR001042,CU01918,FL002,VH00056,DR0003,BT001,2026-03-14 16:42:00,Peshawar,Islamabad,2026-03-14 17:12:00,0.23,True,6137.0,1227.0,Bank Transfer,Completed,,,2026-03-14 16:42:00
BK001043,TR001043,CU00509,FL001,VH00007,DR0008,BT005,2026-04-10 12:16:00,Karachi,Murree,2026-04-10 14:07:00,2.48,True,1312.0,0.0,Card (POS),Cancelled,Customer Request,,2026-04-10 12:16:00
BK001044,TR001044,CU00114,FL003,VH00058,DR0059,BT005,2022-05-01 13:35:00,Islamabad,Nathiagali,2022-05-01 14:43:00,2.78,True,265.0,26.0,Card (POS),Cancelled,Driver Unavailable,,2022-05-01 13:35:00
BK001045,TR001045,CU00289,FL003,VH00104,,BT003,2025-09-11 16:06:00,Rawalpindi,Rawalpindi,2025-09-11 19:09:00,4.03,False,32691.0,6538.0,JazzCash,Completed,,,2025-09-11 16:06:00
BK001046,TR001046,CU01796,FL003,VH00047,DR0002,BT007,2024-09-19 16:54:00,Multan,Multan,2024-09-19 20:05:00,4.47,True,758957.0,0.0,Card (POS),No Show,,,2024-09-19 16:54:00
BK001047,TR001047,CU01816,FL001,VH00012,DR0037,BT004,2025-09-14 17:30:00,Peshawar,Peshawar,2025-09-14 20:09:00,1.04,True,8889.0,1778.0,JazzCash,Completed,,,2025-09-14 17:30:00
BK001048,TR001048,CU00327,FL001,VH00064,,BT002,2025-01-12 14:36:00,Murree,Murree,2025-01-12 17:57:00,0.38,False,2407.0,481.0,Card (POS),Completed,,,2025-01-12 14:36:00
BK001049,TR001049,CU00222,FL002,VH00009,DR0033,BT001,2026-05-11 16:54:00,Lahore,Islamabad,2026-05-11 17:45:00,0.34,True,3365.0,336.0,JazzCash,Cancelled,Customer Request,,2026-05-11 16:54:00
